ID,難易度,四字熟語,読み,別読み,問題,問題読み,解答,別答,解答読み,出典,意味
D1315,◆３,抜来報往,ばつらいほうおう,,報往,ほうおう,抜来,,ばつらい,＊『礼記-少儀』,"➡抜来報往（ばつらいほうおう）
速やかに来て、速やかに往くこと。また、たびたび行き来すること。〈漢検四字熟語辞典〉
★「抜」「報」は、疾(ﾊﾔ)い意。
★疾く来る(抜来)と、疾く往く(報往)。
「抜(ﾄ)く来(ｷ)たり報(ﾄ)く往(ﾕ)く」"
D1316,◆３,抜来報往,ばつらいほうおう,,抜来,ばつらい,報往,,ほうおう,＊『礼記-少儀』,"➡抜来報往（ばつらいほうおう）
速やかに来て、速やかに往くこと。また、たびたび行き来すること。〈漢検四字熟語辞典〉
★「抜」「報」は、疾(ﾊﾔ)い意。
★疾く来る(抜来)と、疾く往く(報往)。
「抜(ﾄ)く来(ｷ)たり報(ﾄ)く往(ﾕ)く」"
D1317,◆３,離群索居,りぐんさっきょ,,離群,りぐん,索居,,さっきょ,＊『礼記-檀弓･上』,"➡離群索居（りぐんさっきょ）
同朋や友人、仲間と離れて一人でいること。〈漢検四字熟語辞典〉
★「群」は、仲間･ともがら。
★「索」は、さびしい、また、散る、離れる意。
「群(ﾑﾚ)から離れて索居す」"
D1318,◆３,天保九如,てんぽうきゅうじょ,,天保,てんぽう,九如,,きゅうじょ,＊『詩経-小雅･天保』,"➡天保九如（てんぽうきゅうじょ）
人の長寿を祈る語。〈漢検四字熟語辞典〉
★「天保」は、詩経の小雅の篇名。この詩は、天子の長寿と幸せを祈るもので、詩中の句の中に「如」の字が九個あることからいう。
類：千秋万歳（せんしゅうばんざい）"
D1319,◆３,韻鏡十年,いんきょうじゅうねん,,十年,じゅうねん,韻鏡,,いんきょう,＊『日本俚諺大全』,"➡韻鏡十年（いんきょうじゅうねん）
理解することが非常に難しいこと。〈漢検四字熟語辞典〉
★「韻鏡」は、中国唐代末の漢字の音韻を研究した書物。
★韻鏡は難解なので、理解できるようになるには十年かかるという意。"
D1320,◆３,哀鴻遍野,あいこうへんや,,遍野,へんや,哀鴻,,あいこう,＊『詩経-小雅･鴻雁』,"➡哀鴻遍野（あいこうへんや）
至る所に戦いに敗れた兵士やさまよう難民がいるさま。〈漢検四字熟語辞典〉
★「哀鴻」は、悲しげに鳴いて飛ぶ大雁のこと。
★「遍野」は、野原の隅々までの意。
★悲しげに鳴く大雁が、野原の至る所にいるということから。
類：哀鴻遍地（あいこうへんち）
「哀鴻野に遍(ｱﾏﾈ)し」"
D1321,◆３,幕天席地,ばくてんせきち,,席地,せきち,幕天,,ばくてん,＊『劉伶-酒徳頌』,"➡幕天席地（ばくてんせきち）
士気が盛んで豪放なさま。志が大きく、小さなことにこだわらないさま。
★天を幕とし、大地を席(ﾑｼﾛ)にする意から。〈漢検四字熟語辞典〉"
D1322,◆３,哀糸豪竹,あいしごうちく,,哀糸,あいし,豪竹,,ごうちく,＊『杜甫-酔為馬墜諸公携酒相看』,"➡哀糸豪竹（あいしごうちく）
悲しげな音を出す琴と、生き生きとした強い音を出す笛。管弦の音色が悲壮で人の心をうつさま。〈漢検四字熟語辞典〉
★「糸」は、糸を張った楽器のことで、この場合は琴の意。
★「竹」は、竹で作った吹いて鳴らす楽器で、笛のこと。"
D1323,◆３,悪人正機,あくにんしょうき,,悪人,あくにん,正機,,しょうき,＊『歎異抄･三』,"➡悪人正機（あくにんしょうき）
阿弥陀仏の本願は、悪人を救うことにあるとする説。親鸞(ｼﾝﾗﾝ)の思想の根本的概念。〈漢検四字熟語辞典〉
★「正機」は、教法を受ける条件を正しく持っていること。
★悪人こそ往生するにふさわしい機根であること。"
D1324,◆３,悪木盗泉,あくぼくとうせん,,悪木,あくぼく,盗泉,,とうせん,＊『陸機-猛虎行』,"➡悪木盗泉（あくぼくとうせん）
悪事に染まるのを戒める語。また、悪事に染まること。〈漢検四字熟語辞典〉
★「悪木」は、質の悪い木。
★「盗泉」は、孔子がそこを通った際、名前が悪いと言って飲まなかったと伝えられる泉の名。
★悪い木の陰で休んだり、悪泉の水を飲んだりしただけでも身が汚れるという意。
類：李下瓜田（りかかでん）
「渇すれども盗泉の水を飲まず、熱(ｱﾂ)けれども悪木の陰に息(ｲｺ)わず」"
D1325,◆３,安居危思,あんきょきし,,安居,あんきょ,危思,,きし,＊『春秋左氏伝-襄公一一年』,"➡安居危思（あんきょきし）
平穏無事な時にも、万一の場合を考えて常に用心を怠らないことが重要であるということ。〈漢検四字熟語辞典〉
★「安居」は、心を安らかにして暮らす、また安全な住居。
「安きに居(ｵ)りて危うきを思う」"
D1326,◆３,安居楽業,あんきょらくぎょう,,安居,あんきょ,楽業,,らくぎょう,＊『漢書-貨殖伝』,"➡安居楽業（あんきょらくぎょう）
置かれた状況などに心安らかに甘んじ、自分の仕事を楽しんですること。分を弁えて不平不満を言わず、心のどかに自分のなすべきことをすることをいう。また、善政の行われている形容。〈漢検四字熟語辞典〉
★世が治まり生活が安定し、それぞれ楽しく仕事に励む意。
「居(ｷｮ)に安んじ、業(ｷﾞｮｳ)を楽しむ」「居(ｷｮ)して業(ｷﾞｮｳ)を楽しむ」
類：安家楽業（あんからくぎょう）／類：安土楽業（あんどらくぎょう）"
D1327,◆３,暗香疎影,あんこうそえい,,暗香,あんこう,疎影,,そえい,＊『林逋-山園小梅』,"➡暗香疎影（あんこうそえい）
暗闇にただよう花の香りと、月光などに照らされて疎(ﾏﾊﾞ)らに映る木々などの影の意で、梅の花や梅の木についていうことが多い。〈漢検四字熟語辞典〉"
D1328,◆３,節倹力行,せっけんりっこう,せっけんりょっこう,力行,りっこう,節倹,,せっけん,＊『史記-晏嬰伝』,"➡節倹力行（せっけんりっこう／せっけんりょっこう）
節約につとめ励む。〈漢検四字熟語辞典〉
★「節倹」は、節約と倹約。いずれも無駄な費用を減らすこと。
★「力行」は、つとめ励むこと。"
D1329,◆３,暗送秋波,あんそうしゅうは,,秋波,しゅうは,暗送,,あんそう,＊『不明』,"➡暗送秋波（あんそうしゅうは）
かげで機嫌とりをすること。〈漢検四字熟語辞典〉
★「暗送」は、ひそかに送る意。
★「秋波」は、いろ目･流し目。
「暗に秋波を送る」"
D1330,◆３,安宅正路,あんたくせいろ,,正路,せいろ,安宅,,あんたく,＊『孟子-離婁･上』,"➡安宅正路（あんたくせいろ）
仁と義のたとえ。〈漢検四字熟語辞典〉
★「安宅」は、心地のよい家のこと。安らかな身の置き所の意から、仁にたとえる。仁は優しさや慈しみの徳。
★「正路」は、正しい道のこと。人の踏み行うべき道の意から、義にたとえる。義は信頼関係を保つための信義の徳。"
D1331,◆３,安宅正路,あんたくせいろ,,安宅,あんたく,正路,,せいろ,＊『孟子-離婁･上』,"➡安宅正路（あんたくせいろ）
仁と義のたとえ。〈漢検四字熟語辞典〉
★「安宅」は、心地のよい家のこと。安らかな身の置き所の意から、仁にたとえる。仁は優しさや慈しみの徳。
★「正路」は、正しい道のこと。人の踏み行うべき道の意から、義にたとえる。義は信頼関係を保つための信義の徳。"
D1332,◆３,冥頑不霊,めいがんふれい,,冥頑,めいがん,不霊,,ふれい,＊『韓愈-祭鰐魚文』,"➡冥頑不霊／迷頑不霊（めいがんふれい）
頑固で道理に暗く、頭の働きが鈍いこと。〈漢検四字熟語辞典〉
★「冥頑」は、かたくなで道理がわからないこと。
★「不霊」は、頭の回転が鈍いことをいう。
類：頑迷固陋（がんめいころう）／類：頑冥不霊（がんめいふれい）"
D1333,◆３,水随方円,すいずいほうえん,,方円,ほうえん,水随,,すいずい,＊『韓非子-外儲説･左上』,"➡水随方円（すいずいほうえん）
人民の善悪は、為政者によって感化されるということ。また、人の考え方や性格は、友人や環境によってよくも悪くもなるということ。〈漢検四字熟語辞典〉
★「方円」は、四角いものと丸いもの。
★水は容器の形によって四角にも丸にもなるということから。
類：潜移黙化（せんいもくか）／類：墨子泣糸（ぼくしきゅうし）
「水は方円の器に随(ｼﾀｶﾞ)う」"
D1334,◆３,顚撲不破,てんぼくふは,,不破,ふは,顚撲,顛撲,てんぼく,＊『朱子語類-五』,"➡顚撲不破／顛撲不破（てんぼくふは）
動かし破ることができないこと。学説などにいう。天下の断案。〈漢検四字熟語辞典〉
★顚(ｸﾂｶﾞｴ)しても撲(ｳ)っても破れないほど強い意。"
D1335,◆３,和敬清寂,わけいせいじゃく,,和敬,わけい,清寂,,せいじゃく,＊『劉元甫-茶堂清規』,"➡和敬清寂（わけいせいじゃく）
主人と客が心を和らげて敬い、茶室など身のまわりを清らかで静かに保つこと。千利休の茶道の精神を象徴した言葉。〈漢検四字熟語辞典〉
★和と敬は、主格の心得を、清い寂とは茶室、茶器などに関する心得をいう。"
D1336,◆３,露往霜来,ろおうそうらい,,露往,ろおう,霜来,,そうらい,＊『左思-呉都賦』,"➡露往霜来（ろおうそうらい）
時の過ぎるのが早いことのたとえ。〈漢検四字熟語辞典〉
★露の季節が去り霜の季節になる。秋が去りいつも間にか冬になる意。
類：烏飛兎走（うひとそう）"
D1337,◆３,狼子野心,ろうしやしん,,野心,やしん,狼子,,ろうし,＊『春秋左氏伝-宣公四年』,"➡狼子野心（ろうしやしん）
凶暴な人のたとえ。また、凶暴な人を教化しがたいたとえ。〈漢検四字熟語辞典〉
★狼の子の生まれついた野性は飼い慣らしにくいという意。
類：狼子獣心（ろうしじゅうしん）"
D1338,◆３,冷土荒堆,れいどこうたい,,冷土,れいど,荒堆,,こうたい,＊『長生殿-冥追』,"➡冷土荒堆（れいどこうたい）
墓のこと。〈漢検四字熟語辞典〉
★人もあまり訪れず冷ややかな壌で盛り土も荒れているのでいう。"
D1339,◆３,量才録用,りょうさいろくよう,,量才,りょうさい,録用,,ろくよう,＊『蘇軾-上神宗皇帝書』,"➡量才録用（りょうさいろくよう）
人それぞれの才能をよく考えて登用すること。〈漢検四字熟語辞典〉
★「量才」は、才能を量ること。
★「録用」は、挙げ用いる、採用する意。
類：量才取用（りょうさいしゅよう）／類：黜陟幽明（ちゅっちょくゆうめい）／類：適材適所（てきざいてきしょ）
「才を量りて録用す」"
D1340,◆３,竜興致雲,りょうこうちうん,りゅうこうちうん,致雲,ちうん,竜興,,りょうこう,＊『王褒-聖主得賢臣頌』,"➡竜興致雲（りょうこうちうん／りゅうこうちうん）
聖徳ある天子が立つと賢明な臣下があらわれるたとえ。〈漢検四字熟語辞典〉
★「致」は、もたらす意。ここでは湧き起らせる意。
★竜が奮い興って雲を湧き起こす意。
類：虎嘯風洌（こしょうふうれつ）
「竜興りて雲を致す」"
D1341,◆３,柳眉倒竪,りゅうびとうじゅ,,柳眉,りゅうび,倒竪,倒豎,とうじゅ,＊『不明』,"➡柳眉倒竪／柳眉倒豎（りゅうびとうじゅ）
女性が眉を逆立てて怒るさま。〈漢検四字熟語辞典〉
★「柳眉」は、柳の葉のように細い眉の意から、女性の眉。
★「倒竪」は、逆さまに立てる意。
類：横眉怒目（おうびどもく）／類：張眉怒目（ちょうびどもく）"
D1342,◆３,流星光底,りゅうせいこうてい,,流星,りゅうせい,光底,,こうてい,＊『頼山陽-題不識庵撃機山図』,"➡流星光底（りゅうせいこうてい）
勢いよく振り下ろす刀の光を流星にたとえていう。〈漢検四字熟語辞典〉
★「光底」は、剣のきらめきの下。"
D1343,◆３,六合同風,りくごうどうふう,,同風,どうふう,六合,,りくごう,＊『漢書-王吉伝』,"➡六合同風（りくごうどうふう）
天下が統一され、風俗や教化を同じくすること。〈漢検四字熟語辞典〉
★「六合」は、天地と四方で天下の意。
★「風」は、風俗の意。
類：六合一和（りくごういちわ）
「六合、風を同じうす」"
D1344,◆３,藍田生玉,らんでんせいぎょく,,生玉,せいぎょく,藍田,,らんでん,＊『三国志-呉書･諸葛恪伝･注』,"➡藍田生玉（らんでんせいぎょく）
家柄がよい家から賢明な子弟の出るたとえ。〈漢検四字熟語辞典〉
★「藍田」は、陝西(ｾﾝｾｲ)省にある山の名で、美しい宝玉を産出することで有名。
「藍田玉を生ず」"
D1345,◆３,蘭亭殉葬,らんていじゅんそう,,殉葬,じゅんそう,蘭亭,,らんてい,＊『書断-四』,"➡蘭亭殉葬（らんていじゅんそう）
書画や骨董、器物などを非常に愛好するたとえ。〈漢検四字熟語辞典〉
★「蘭亭」は、王羲之の蘭亭帖(ﾗﾝﾃｲｼﾞｮｳ)。
★「殉葬」は、死んだ人と一緒に葬ること。
★唐の太宗(ﾀｲｿｳ)は書を好み、書聖といわれた東晋(ﾄｳｼﾝ)の王羲之の名筆「蘭亭帖」を酷愛し、その原本を遺命で棺中に入れさせたという故事から。"
D1346,◆３,覧古考新,らんここうしん,,覧古,らんこ,考新,,こうしん,＊『漢書-叙伝･下』,"➡覧古考新（らんここうしん）
古きを顧みて、新しきを考え察すること。〈漢検四字熟語辞典〉
★「覧古」は、古きを思うこと。懐古。
類：温故知新（おんこちしん）
「古きを覧(ﾐ)、新しきを考う」"
D1347,◆３,輿馬風馳,よばふうち,,輿馬,よば,風馳,,ふうち,＊『桃花扇･余韻』,"➡輿馬風馳（よばふうち）
非常に速いことのたとえ。〈漢検四字熟語辞典〉
★「輿馬」は、乗り物と馬の意。
★「風馳」は、風の如く馳せる、風のように速く走ることをいう。"
D1348,◆３,揚眉吐気,ようびとき,,吐気,とき,揚眉,,ようび,＊『李白-与韓荊州書』,"➡揚眉吐気（ようびとき）
やるべき事を成し遂げて喜ぶさま。気がかりだったことが思い通りできて、それまで抑圧されたいた気持ちが開放され、喜び楽しむさま。また、憤怒するさまにもいう。〈漢検四字熟語辞典〉
★「揚眉」は、眉を揚げる。意気盛んなさま。
★「吐気」は、気を吐く。意気盛んなさま。
類：吐気揚眉（ときようび）
「眉を揚げて気を吐く」"
D1349,◆３,傭書自資,ようしょじし,,自資,じし,傭書,,ようしょ,＊『魏書-劉芳伝』,"➡傭書自資（ようしょじし）
文章を書いて生活の糧とすること。〈漢検四字熟語辞典〉
★「傭書」は、雇われて文章を書き写すこと。
★「自資」は、自ら生計を立てること。
類：筆耕硯田（ひっこうけんでん）"
D1350,◆３,斗粟尺布,とぞくしゃくふ,とぞくせきふ,尺布,しゃくふ,斗粟,,とぞく,＊『史記-淮南厲王伝』,"➡斗粟尺布（とぞくしゃくふ／とぞくせきふ）
兄弟の仲が悪いこと。〈漢検四字熟語辞典〉
★中国漢の文帝と淮南(ﾜｲﾅﾝ)王は腹違いの兄弟であったが、淮南王はそれをよいことに驕り高ぶって、しばしば法に背いた。そこで文帝は淮南王の王位を取り上げ、蜀(ｼｮｸ)郡の厳道県に送ることにした。その護送中に淮南王は苦しみ悶え、食を断って死んだ。のち、民衆が「一尺の布でも衣服にすれば、ともに寒さを防げる。一斗の粟でも舂いて食べれば、ともに飢えを凌げる。なのに兄弟はどうして仲良くできなかったのだろうか」と歌ったという故事から。
類：尺布斗粟（せきふとぞく）
「一尺の布(ﾇﾉ)もなお縫(ﾇ)うべし、一斗の粟(ｿﾞｸ)もなお舂(ｳｽﾂﾞ)くべし」"
D1351,◆３,鳶目兎耳,えんもくとじ,,兎耳,とじ,鳶目,,えんもく,＊『不明』,"➡鳶目兎耳／鳶目兔耳（えんもくとじ）
鳶(ﾄﾋﾞ)のように目ざとく見つけることのできる目と、兎のようによく聞こえる耳。新聞記者などにいう。〈漢検四字熟語辞典〉
類：長目飛耳（ちょうもくひじ）／類：飛耳長目（ひじちょうもく）"
D1352,◆３,鳶飛魚躍,えんぴぎょやく,,魚躍,ぎょやく,鳶飛,,えんぴ,＊『詩経-大雅･旱麓』,"➡鳶飛魚躍（えんぴぎょやく）
万物が自然の本性に従って生き、自由に楽しみを得ていることのたとえ。また、君主の恩徳が広く及ぶことのたとえ。〈漢字ペディア〉
★鳶(ﾄﾋﾞ)が空に飛び、魚が淵(ﾌﾁ)に躍る意から。
「鳶(ﾄﾋﾞ)は飛んで天に戻(ｲﾀ)り、魚(ｳｵ)は淵(ﾌﾁ)に躍(ｵﾄﾞ)る」
「鳶は飛び魚は躍る」"
D1353,◆３,投桃報李,とうとうほうり,,投桃,とうとう,報李,,ほうり,＊『詩経-大雅･抑』,"➡投桃報李（とうとうほうり）
善に対して善で報いることのたとえ。また、自ら徳を施せば人もこれを手本とするたとえ。さらに友人間の贈答にもいう。〈漢検四字熟語辞典〉
★桃が贈られてくれば、返礼として李(ｽﾓﾓ)を贈り報いる意。
類：投珠報宝（とうしゅほうほう）／類：桃来李答（とうらいりとう）
「桃(ﾓﾓ)を投(ﾄｳ)じて李(ｽﾓﾓ)に報(ﾑｸ)ゆ」"
D1354,◆３,包蔵禍心,ほうぞうかしん,,禍心,かしん,包蔵,苞蔵,ほうぞう,＊『春秋左氏伝-昭公元年』,"➡包蔵禍心／苞蔵禍心（ほうぞうかしん）
悪い企みを心に隠し持つ。〈漢検四字熟語辞典〉
★「包蔵」は、包み蔵(ｶｸ)すこと。
★「禍心」は、悪い計画を企む心。
「禍心を包蔵す」"
D1355,◆３,朋党比周,ほうとうひしゅう,,朋党,ほうとう,比周,,ひしゅう,＊『韓非子-孤憤』,"➡朋党比周（ほうとうひしゅう）
利害を同じくする者が、徒党を組んで他を排斥すること。〈日本国語大辞典〉
★「朋党」は、主義や利害を同じくする仲間のこと。
★「比周」は、偏って一方に仲間入りする意。"
D1356,◆３,蜂準長目,ほうせつちょうもく,,長目,ちょうもく,蜂準,,ほうせつ,＊『史記-秦始皇紀』,"➡蜂準長目（ほうせつちょうもく）
賢くて抜け目ない人相のこと。〈漢検四字熟語辞典〉
★「準」は、鼻筋、鼻柱のこと。
★蜂のように高い鼻と細長い目の意。"
D1357,◆３,移風易俗,いふうえきぞく,,易俗,えきぞく,移風,,いふう,＊『孝経-広要道章』,"➡移風易俗（いふうえきぞく）
風俗や習慣を改め、良いほうへ移し変えること。〈漢字ペディア〉
★「易」は、かえる、入れかえる意。
★風俗移易（風俗を移易(ｲｴｷ)す）を一字ずつ分けたもの。
「風を移し俗を易う」"
D1358,◆３,生呑活剝,せいどんかっぱく,,生呑,せいどん,活剝,活剥,かっぱく,＊『大唐新語-諧謔』,"➡生呑活剝／生吞活剝／生呑活剥／生吞活剥（せいどんかっぱく）
他人の詩や文章を、そのまま自分のものとして使うこと。剽窃(ﾋｮｳｾﾂ)。〈漢字ペディア〉
★生きたまま皮を剝ぎ、丸呑みする意。
類：活剝生呑（かっぱくせいどん）"
D1359,◆３,斉東野語,せいとうやご,,野語,やご,斉東,,せいとう,＊『孟子-万章･上』,"➡斉東野語（せいとうやご）
聞くに堪えない下品で愚かな言葉。また、信じがたい妄説のこと。〈漢検四字熟語辞典〉
★中国、斉の国の東部地方に住む人々は、信じ難いほど粗野で愚かな話をするといわれていたことから。
「斉東野人(ﾔｼﾞﾝ)の語」"
D1360,◆３,山藪蔵疾,さんそうぞうしつ,,山藪,さんそう,蔵疾,,ぞうしつ,＊『春秋左氏伝-宣公一五年』,"➡山藪蔵疾／山薮蔵疾（さんそうぞうしつ）
大事を成す大人物は多少欠点はあってもあらゆる人を包み込む度量があるたとえ。また、立派で優れたものにも、多少の欠点はあるものだということ。〈漢検四字熟語辞典〉
★「山藪」は、山や藪のことで、立派でどっしりしたもののたとえ。
★「蔵」は、かくす、しまい込むこと。
★「疾」は、害になるものの意。ここでは害虫、毒蛇の類をいう。
「山藪、病を蔵す」"
D1361,◆３,山藪蔵疾,さんそうぞうしつ,,蔵疾,ぞうしつ,山藪,山薮,さんそう,＊『春秋左氏伝-宣公一五年』,"➡山藪蔵疾／山薮蔵疾（さんそうぞうしつ）
大事を成す大人物は多少欠点はあってもあらゆる人を包み込む度量があるたとえ。また、立派で優れたものにも、多少の欠点はあるものだということ。〈漢検四字熟語辞典〉
★「山藪」は、山や藪のことで、立派でどっしりしたもののたとえ。
★「蔵」は、かくす、しまい込むこと。
★「疾」は、害になるものの意。ここでは害虫、毒蛇の類をいう。
「山藪、病を蔵す」"
D1362,◆３,僧伽藍摩,そうぎゃらんま,そうがらんま,僧伽,そうぎゃ,藍摩,,らんま,＊『不明』,"➡僧伽藍摩（そうぎゃらんま／そうがらんま）
寺院の建物の総称。寺院の意。〈漢検四字熟語辞典〉
★梵語saṁghārāmaの音訳。
★略して「伽藍(ｶﾞﾗﾝ)」ともいう。"
D1363,◆３,牽衣頓足,けんいとんそく,,牽衣,けんい,頓足,,とんそく,＊『杜甫-兵車行』,"➡牽衣頓足（けんいとんそく）
つらい別れを惜しむようす。〈漢検四字熟語辞典〉
★「牽衣」は、着物を引っ張ること。
★「頓足」は、足踏みをする意。
★出征する兵士を見送る家族が、衣を引き、足をばたばたあせて別れを悲しむ意。"
D1364,◆３,黄茅白葦,こうぼうはくい,,白葦,はくい,黄茅,,こうぼう,＊『蘇軾-答張文潜書』,"➡黄茅白葦（こうぼうはくい）
痩せた土地の形容。〈漢検四字熟語辞典〉
★黄色い茅(ﾁｶﾞﾔ)と白の葦(ｱｼ)
類：荒瘠斥鹵（こうせきせきろ）"
D1365,◆３,黄茅白葦,こうぼうはくい,,黄茅,こうぼう,白葦,,はくい,＊『蘇軾-答張文潜書』,"➡黄茅白葦（こうぼうはくい）
痩せた土地の形容。〈漢検四字熟語辞典〉
★黄色い茅(ﾁｶﾞﾔ)と白の葦(ｱｼ)
類：荒瘠斥鹵（こうせきせきろ）"
D1366,◆３,班荊道故,はんけいどうこ,,道故,どうこ,班荊,班荆,はんけい,＊『春秋左氏伝-襄公二六年』,"➡班荊道故／班荆道故（はんけいどうこ）
昔の友達とばったり会って昔の親交を思い、語り合うこと。〈漢検四字熟語辞典〉
★荊(ｲﾊﾞﾗ)を布いて座り語り合う意。
★中国春秋時代、楚の伍挙(ｺﾞｷｮ)は、讒言にあって晋に逃げようとしたとき、旧知の声子(ｾｲｼ)とばったり会い、草を布いてともに食事をして語り合い、挙が楚に帰りたいとの意向に、声子が「私がきっと戻してあげよう」と言った故事から。"
D1367,◆３,黄絹幼婦,こうけんようふ,,黄絹,こうけん,幼婦,,ようふ,＊『世説新語-捷悟』,"➡黄絹幼婦（こうけんようふ）
絶妙な文章のこと。〈漢字ペディア〉
★中国、後漢の蔡邕(ｻｲﾕｳ)が邯鄲淳(ｶﾝﾀﾝｼﾞｭﾝ)の書いた曹娥(ｿｳｶﾞ)碑文を賞賛したなぞかけの言葉。「黄絹」は色糸で、この二文字を組み合わせると「絶」、幼婦は少女で「妙」。全体で「絶妙」の意になる。"
D1368,◆３,碧落一洗,へきらくいっせん,,一洗,いっせん,碧落,,へきらく,＊『不明』,"➡碧落一洗（へきらくいっせん）
大空がからりと晴れ渡ること。〈漢検四字熟語辞典〉
★「碧落」は、東方の天、転じて、青空のこと。
★「一洗」は、綺麗さっぱり洗い流す意。
★雨で青空を一洗いする意から。"
D1369,◆３,鉄腸石心,てっちょうせきしん,,石心,せきしん,鉄腸,,てっちょう,＊『皮子文藪-桃花譜序』,"➡鉄腸石心（てっちょうせきしん）
強い精神、堅い意志のたとえ。〈漢検四字熟語辞典〉
★
類：石心鉄腸（せきしんてっちょう）／類：鉄心石腸（てっしんせきちょう）／類：鉄石心腸（てっせきしんちょう）／類：堅忍不抜（けんにんふばつ）／類：鉄意石心（てついせきしん）／類：鉄肝石腸（てっかんせきちょう）"
D1370,◆３,左建外易,さけんがいえき,,外易,がいえき,左建,,さけん,＊『史記-商君伝』,"➡左建外易（さけんがいえき）
道理にもとるやり方で勢力や権力を増すこと。また、地方で反乱を起こすこと。〈漢検四字熟語辞典〉
★「左建」は、よこしまな方法で勢力を伸ばすこと。左はよこしま、もとる意。
★「外易」は、地方(外)にあって君命を勝手に易(ｶ)えること。
類：造反無道（ぞうはんむどう）"
D1371,◆３,馬歯徒増,ばしとぞう,,徒増,とぞう,馬歯,,ばし,＊『不明』,"➡馬歯徒増（ばしとぞう）
役に立つことは何もせず、いたずらに年ばかりとったということ。〈漢字ペディア〉
★「馬歯」は自分の年齢を謙遜していう語。馬齢。
「馬歯、徒(ｲﾀｽﾞﾗ)に増す」
類：馬歯日増（ばしにちぞう）／類：馬歯加長（ばしかちょう）"
D1372,◆３,白竜魚服,はくりょうぎょふく,はくりゅうぎょふく,白竜,はくりょう,魚服,,ぎょふく,＊『説苑-正諫』,"➡白竜魚服（はくりょうぎょふく／はくりゅうぎょふく）
貴人がしのび歩きをして危険に遭うたとえ。〈漢検四字熟語辞典〉
★霊力ある白竜が、当たり前の魚に化していて、予且(ﾖｼｮ)という漁師に射られたという伝説から。"
D1373,◆３,方領矩歩,ほうりょうくほ,,矩歩,くほ,方領,,ほうりょう,＊『後漢書-儒林伝序』,"➡方領矩歩（ほうりょうくほ）
儒者の身なりや態度のたとえ。〈漢検四字熟語辞典〉
★四角い襟（方領）の衣服と正しい歩行（矩歩）の意。
類：縫衣浅帯（ほういせんたい）／類：褒衣博帯（ほういはくたい）"
D1374,◆３,優孟衣冠,ゆうもういかん,ゆうもう（の）いかん,優孟,ゆうもう,衣冠,,いかん,＊『史記-優孟伝』,"➡優孟衣冠（ゆうもう（の）いかん）
他人の真似をする人、演技をする人のたとえ。また外形だけは似ていて実質の伴わないもののたとえ。〈漢検四字熟語辞典〉
★中国、楚の俳優の優孟は亡くなった賢臣の孫叔敖(ｿﾝｼｭｸｺﾞｳ)の衣服と冠を身につけて叔敖になりすまし、歌を歌って荘王(ｿｳｵｳ)を感動させ、時に落ちぶれていた叔敖の子に領地を賜らせたと故事から。"
D1375,◆３,用管窺天,ようかんきてん,,窺天,きてん,用管,,ようかん,＊『荘子-秋水』,"➡用管窺天（ようかんきてん）
視野や見識が狭いことのたとえ。〈漢検四字熟語辞典〉
★細い管から天を窺い見る意。
類：以管窺天（いかんきてん）／類：管中窺豹（かんちゅうきひょう）／類：管窺之見（かんきのけん）／類：管窺蠡測（かんきれいそく）／類：以蠡測海（いれいそくかい）
「管を用(ﾓｯ)て天を窺(ｳｶｶﾞ)う」"
D1376,◆３,激濁揚清,げきだくようせい,,激濁,げきだく,揚清,,ようせい,＊『抱朴子-外篇･刺驕』,"➡激濁揚清（げきだくようせい）
清潔なもの善なるものを押し上げ、汚濁のもの悪しきものを除去するたとえ。〈漢検四字熟語辞典〉
★清らかな水を揚げ濁る水を砕き散らす意。
類：遏悪揚善（あつあくようぜん）／類：揚清激濁（ようせいげきだく）
「濁を激して清(ｾｲ)を揚(ｱ)ぐ」"
D1377,◆３,聖人無夢,せいじんむむ,,聖人,せいじん,無夢,,むむ,＊『荘子-大宗師』,"➡聖人無夢（せいじんむむ）
徳を身につけた聖人は、決して憂いや雑念を持たないので、夢を見ることはない。〈漢検四字熟語辞典〉
「聖人に夢無し」"
D1378,◆３,有脚陽春,ゆうきゃくようしゅん,,陽春,ようしゅん,有脚,,ゆうきゃく,＊『開元天宝遺事-四』,"➡有脚陽春（ゆうきゃくようしゅん）
行く先々で恩徳を施す人。〈漢検四字熟語辞典〉
★唐の宋璟(ｿｳｴｲ)が行く先々で恩徳を施す姿を、当時の人々は、陽春が物を温め育て行く姿に準(ﾅｿﾞﾗ)え、「脚のある陽春」と称したという。"
D1379,◆３,門前成市,もんぜんせいし,,門前,もんぜん,成市,,せいし,＊『本朝文粋-六･申民部大輔状』,"➡門前成市（もんぜんせいし）
人が多く集まることのたとえ。〈漢検四字熟語辞典〉
★人の出入りが多く門前が市場のように賑わうこと。
「門前市(ｲﾁ)を成す」
類：門巷塡隘（もんこうてんあい）"
