ID,問題,語群,難易度,解答,別答,出典,意味,四字熟語,ハイライト
E0639,美しいもののたとえ。,"[蒹葭]玉樹
[珠襦]玉匣
[鼎鐺]玉石
[閻浮]檀金",◆３,しゅじゅ,,＊『文選･任昉-為范尚書譲吏部封侯第一表』,"珠襦玉匣（しゅじゅぎょっこう）
★「襦」は、腰までの短い衣服。
★「匣」は、箱。
★黄金の糸で珠玉を縫い合わせて作った短衣と玉を飾り付けた美しい箱の意。昔、帝王や諸侯など高貴な人の死を送るのに用いた。",珠襦玉匣,珠襦
E0640,学問や研究に専念すること。,"傾側[偃仰]
[菟糸]燕麦
墨痕[淋漓]
朱墨[爛然]",◆３,らんぜん,,＊『国朝漢学師承記･七』,"朱墨爛然（しゅぼくらんぜん）
★勉強のために書籍に朱色の墨で入れた書き込みが、あざやかであるという意。",朱墨爛然,爛然
E0641,並外れた贅沢のたとえ。,"[酒甕]飯囊
[舐糠]及米
[朮羹]艾酒
[漿酒]霍肉",◆３,しょうしゅ,,＊『漢書-鮑宣伝』,"漿酒霍肉（しょうしゅかくにく）
★「漿」は、沸かして冷ました水。また、濃漿(ｺﾝｽﾞ酢の一種)。
★「霍」は、豆の葉で賤しい人の食べ物。
★酒を水のように、肉を豆の葉のように見る意。
類：食前方丈（しょくぜんほうじょう）
「酒(ｻｹ)を漿(ｼｮｳ)とし肉を霍(ｶｸ)とす」",漿酒霍肉,漿酒
E0642,無駄なことを繰り返すたとえ。,"[畳牀]架屋
蓋瓦[級甎]
一箭[双雕]
[敝帚]千金",◆３,じょうしょう,,＊『顔氏家訓-序致』,"畳牀架屋（じょうしょうかおく）
★床の上に床を張り、屋根の下にさらに屋根を作る意。
類：屋上架屋（おくじょうかおく）
類：屋下架屋（おくかかおく）
類：牀上施牀（しょうじょうししょう）
「牀(ｼｮｳ)を畳(ｶｻ)ね屋(ｵｸ)を架(ｶ)す」",畳牀架屋,畳牀
E0643,得意なようすをいう。,"朱墨[爛然]
[攘臂]疾言
疾言[遽色]
狂言[綺語]",◆３,じょうひ,,＊『呂氏春秋-驕恣』,"攘臂疾言（じょうひしつげん）
★「攘臂」は、腕をまくる、奮い立つこと。
★「疾言」は、早口でしゃべること。また、その言葉。
★腕まくりをして、早口にしゃべるこ。",攘臂疾言,攘臂
E0644,現世から超脱して仏果を得る。,"採菓[汲水]
生滅[滅已]
天門[開闔]
万寿[無疆]",◆３,めつい,,＊『北本涅槃経･一四』,"生滅滅已（しょうめつめつい）
★「生滅」は、生と死、生きることと死ぬこと。
★「滅已」は、なくなること。滅び已(ﾔ)む。
★生滅の世界から超脱すること。すなわち、涅槃に入ること。",生滅滅已,滅已
E0645,世俗を離れて気儘に楽しむこと。,"[擒縦]自在
[逍遥]自在
酔歩[蹣跚]
[黜陟]幽明",◆３,しょうよう,,＊『不明』,"逍遥自在（しょうようじざい）
★「逍遥」は、ぶらつく意から、気ままに楽しむこと。
★「自在」は、束縛や支障がなく思いのままである意。
類：採薪汲水（さいしんきゅうすい）
類：悠悠自適（ゆうゆうじてき）",逍遥自在,逍遥
E0646,科人が罰されず自由に生活している。,"[肉袒]負荊
[逍遥]法外
[尭階]三尺
[紫髥]緑眼",◆３,しょうよう,,＊『不明』,"逍遥法外（しょうようほうがい）
法律を犯した者が罰を受けないで自由に生活していること。〈漢検四字熟語辞典〉
★「逍遥」は、ぶらつく、気儘に歩くこと。
★「法外」は、法律の外の意。
★法律の外側を自由気ままに歩くということから。",逍遥法外,逍遥
E0647,無用の疑いを抱いて騒ぎ立てること。,"[霹靂]一声
風声[鶴唳]
騎驢[覓驢]
[蜀犬]吠日",◆３,しょくけん,しょっけん,＊『柳宗元-答韋中立論師道書』,"蜀犬吠日（しょくけんはいじつ／しょっけんはいじつ）
★中国四川省の蜀の地は高山に囲まれ、雨や霧の日が多く、晴れの日が少なかった。そこで、この地の犬は太陽を見ると怪しんで吠えたという故事から。
類：呉牛喘月（ごぎゅうぜんげつ）
類：越犬吠雪（えっけんはいせつ）
類：吠日の怪しみ（はいじつのあやしみ）
「蜀犬(ｼｮｸｹﾝ)、日に吠(ﾎ)ゆ」",蜀犬吠日,蜀犬
E0648,賢者の言行を理解もせずに罵ること。,"[蜀犬]吠日
[越鳧]楚乙
[越俎]代庖
[諂佞]阿諛",◆３,しょくけん,しょっけん,＊『柳宗元-答韋中立論師道書』,"蜀犬吠日（しょくけんはいじつ／しょっけんはいじつ）
★中国四川省の蜀の地は高山に囲まれ、雨や霧の日が多く、晴れの日が少なかった。そこで、この地の犬は太陽を見ると怪しんで吠えたという故事から。
類：呉牛喘月（ごぎゅうぜんげつ）
類：越犬吠雪（えっけんはいせつ）
類：吠日の怪しみ（はいじつのあやしみ）
「蜀犬(ｼｮｸｹﾝ)、日に吠(ﾎ)ゆ」",蜀犬吠日,蜀犬
E0649,身分は低いが口達者なこと。,"枕経[藉書]
[宝篋]印塔
[七嘴]八舌
[嗇夫]利口",◆３,しょくふ,,＊『史記-張釈之伝』,"嗇夫利口（しょくふりこう）
★「嗇夫」は、下級役人のこと。
★張釈之(ﾁｮｳｼｬｸｼ)が、前漢の文帝の供をして虎圏(ｺｹﾝ:上林苑の中の動物園)に登ったとき、文帝が帳簿を調べ、管理者に疑問点をたずねたが、誰も答えられなかった。そのとき虎圏の嗇夫(雑役夫)がその質問に的確に答えたので、文帝がその男を上林苑の令(長官)に抜擢しようとしたが、張釈之の口先だけが巧みな嗇夫の昇進は天下の混乱のきっかけになるという諫めにより、嗇夫の登用を中止したという故事から。",嗇夫利口,嗇夫
E0650,ご馳走を食べること。,"[黄粱]一炊
[膏粱]子弟
[持粱]歯肥
[晏嬰]脱粟",◆３,じりょう,,＊『史記-蔡沢伝』,"持粱歯肥（じりょうしひ）
★「持粱」は、上等な食物の盛られた器を手に持つこと。粱は大粟(ｵｵｱﾜ)で、昔は上等な穀物。転じて上等な食べ物。米飯。
★「歯」は、かむ、食べる意。
★「肥」は、肥えた肉の意。
★上等な食物を持った器を手に持ち肥えた肉を食べる意。
「粱を持して肥を歯(ｸﾗ)う」",持粱歯肥,持粱
E0651,心が穏やかなら体も落ち着いて見える。,"和気[藹藹]
心広[体胖]
[渾然]一体
[昭穆]倫序",◆３,たいはん,,＊『大学』,"心広体胖（しんこうたいはん）
★「心広」は、心が広く大きいこと。
★「胖」は、ゆたか、のびやかな意。
類：心寛体舒（しんかんたいじょ）
「心広く体(ﾀｲ)胖(ﾕﾀ)かなり」",心広体胖,体胖
E0652,物事の基礎を堅固にするたとえ。,"茅堵[蕭然]
[金甌]無欠
[緊褌]一番
深根[固柢]",◆３,こてい,,＊『老子-五九章』,"深根固柢／深根固蔕（しんこんこてい）
★「根」と「柢」は、木の根のことで、物事の基本･基礎のたとえ。
★木の根を深く強固なものにする意から。
類：根深柢固（こんしんていこ）
「根を深くして柢(ﾃｲ)を固くす」",深根固柢,固柢
E0653,友人が次第にいなくなっていくこと。,"生滅[滅已]
[晨星]落落
[杞人]天憂
廉頗[負荊]",◆３,しんせい,,＊『劉禹錫-送張盥赴挙序』,"晨星落落（しんせいらくらく）
★「晨星」は、夜明けの空に残っている星のこと。
★「落落」は、まばらで寂しいさま。
★明け方の空に残っていた星が一つ一つ消えていく意。
類：落落晨星（らくらくしんせい）
「落落として晨星の相望むが如し」",晨星落落,晨星
E0654,実際には何の役にも立たないもの。,"塵飯[塗羹]
[彗氾]画塗
[琴棊]書画
家鶏[野雉]",◆３,とこう,,＊『韓非子-外儲説･左上』,"塵飯塗羹（じんぱんとこう）
★子供のままごと遊びの塵(ﾁﾘ)の飯と泥の羹(ｱﾂﾓﾉ:吸い物)の意。
類：塵羹土飯（じんこうとはん）",塵飯塗羹,塗羹
E0655,自らを奮い立たせること。,"[影駭]響震
深根[固蔕]
心悸[亢進]
[振臂]一呼",◆３,しんぴ,,＊『李陵-答蘇武書』,"振臂一呼（しんぴいっこ）
★「臂」は、ひじ、うで。
★腕を振るい声を上げて自分を奮い立たせることをいう。
「臂(ﾋ)を振るいて一呼する」",振臂一呼,振臂
E0656,助け合って成り立つ間柄のたとえ。,"[刮目]相待
[脣亡]歯寒
[晨星]落落
合歓[綢繆]",◆３,しんぼう,,＊『春秋左氏伝-哀公八年』,"脣亡歯寒／唇亡歯寒（しんぼうしかん）
★脣(ｸﾁﾋﾞﾙ)がなくなると歯が寒くなる意から。
類：亡脣寒歯（ぼうしんかんし）
「脣亡びて歯寒し」",脣亡歯寒,脣亡
E0657,大いに勇気を打ち振るうさま。,"[瞋目]張胆
披荊[斬棘]
秋風[凜冽]
[截断]衆流",◆３,しんもく,,＊『史記-張耳･陳余伝』,"瞋目張胆（しんもくちょうたん）
★「瞋目」は、目玉をむきだすこと。
★「張胆」は、肝っ玉を大きくふくらますこと。
★恐ろしい場面に直面しても、目を爛々と輝かし肝っ玉を据えて立ち向かうさま。
「目を瞋(ｲｶ)らし胆を張る」",瞋目張胆,瞋目
E0658,無類の価値があるもののたとえ。,"[瓊楼]玉宇
[隋珠]和璧
連璧[賁臨]
呉市[吹簫]",◆３,ずいしゅ,,＊『淮南子-覧冥訓』,"隋珠和璧／随珠和璧（ずいしゅかへき）
★中国春秋時代に、諸侯の隋侯(ｽﾞｲｺｳ)に助けられた大蛇がお礼として持ってきた珠(ﾀﾏ)と、楚(ｿ)の卞和(ﾍﾞﾝｶ)が山で見つけた原石から作った璧(ﾍｷ:宝玉)のこと。ともに二つとない宝玉の意から。
類：和氏之璧（かしのへき）
類：隋珠和璧（ずいしゅかへき）
類：隋和之宝（ずいかのたから）
類：隋侯之珠（ずいこうのたま）
類：隋和之材（ずいかのざい）",隋珠和璧,隋珠
E0659,貴婦人の寝室。,"翠帳[紅閨]
三世[一爨]
[隋珠]和璧
鳳凰[于飛]",◆３,こうけい,,＊『和漢朗詠-下･遊女』,"翠帳紅閨（すいちょうこうけい）
★「翠帳」は、かわせみの羽で飾った緑色の美しい帳(ﾄﾊﾞﾘ)のこと。
★「紅閨」は、赤く塗って飾った寝室の意。",翠帳紅閨,紅閨
E0660,幼児と老人。,"頭童[歯豁]
[厥角]稽首
白髪[青袗]
[垂髫]戴白",◆３,すいちょう,,＊『十八史略-東漢･光武帝』,"垂髫戴白（すいちょうたいはく）
★「垂髫」は、おさげ髪。転じて、幼児のこと。
★「戴白」は、頭に白髪を戴くことで、老人の意。
類：垂髪戴白（すいはつたいはく）",垂髫戴白,垂髫
E0661,遥か水平線の境目が一体に見えるさま。,"海市[蜃楼]
[海闊]天空
水天[髣髴]
神仏[混淆]",◆３,ほうふつ,,＊『頼山陽-泊天草洋･詩』,"水天髣髴／水天彷彿（すいてんほうふつ）
★「水天」は、水面と空のこと。
★「髣髴」は、ぼんやりしてはっきりしない意。
類：水天一色（すいてんいっしょく）
類：水天一碧（すいてんいっぺき）",水天髣髴,髣髴
E0662,きわめて容易なことのたとえ。,"[鞭辟]近裏
[史籒]大篆
塵飯[塗羹]
[彗氾]画塗",◆３,すいはん,,＊『漢書-王褒伝』,"彗氾画塗（すいはんがと）
★彗(ﾎｳｷ)で水たまりを掃き、刀で泥に線を引くこと。",彗氾画塗,彗氾
E0663,殊更に人の欠点や過失を暴くこと。,"拾遺[補闕]
吹毛[求疵]
[在邇]求遠
按図[索驥]",◆３,きゅうし,,＊『韓非子-大体』,"吹毛求疵（すいもうきゅうし）
★皮膚に生えている毛を吹いて、隠れた疵(ｷｽﾞ)を探し出すこと。
類：披毛求瑕（ひもうきゅうか）
類：洗垢求瘢（せんこうきゅうはん）
類：吹毛の求め（すいもうのもとめ）
「毛を吹いて疵(ｷｽﾞ)を求む」",吹毛求疵,求疵
E0664,余計な行為が却って自らを貶める。,"吹毛[求疵]
[禽困]覆車
曾母[投杼]
危言[聳聴]",◆３,きゅうし,,＊『韓非子-大体』,"吹毛求疵（すいもうきゅうし）
★皮膚に生えている毛を吹いて、隠れた疵(ｷｽﾞ)を探し出すこと。
類：披毛求瑕（ひもうきゅうか）
類：洗垢求瘢（せんこうきゅうはん）
類：吹毛の求め（すいもうのもとめ）
「毛を吹いて疵(ｷｽﾞ)を求む」",吹毛求疵,求疵
E0665,手紙などの結句に用いて敬意を表す。,"[垂髫]戴白
[恐懼]感激
[銜哀]致誠
[誠惶]誠恐",◆３,せいこう,,＊『韓愈-潮洲刺史謝上表』,"誠惶誠恐（せいこうせいきょう）
★「誠惶」は、心からかしこまる。
★「誠恐」は、心からおそれつつしむ意。
類：誠恐謹言（せいきょうきんげん）
「誠に惶(ｵｿ)れ誠に恐る」",誠惶誠恐,誠惶
E0666,母と子の気持ちが通じ合うこと。,"雲雨[巫山]
[噬指]棄薪
死生[契闊]
妻子[眷族]",◆３,ぜいし,,＊『白孔六帖-孝･噬歯』,"噬指棄薪（ぜいしきしん）
★後漢の蔡順(ｻｲｼﾞｭﾝ)は、日頃から母に孝養を尽くしていた。蔡順が薪(ﾀｷｷﾞ)をとりに行った留守の間に来客があり、母親が困って自分の指を噬(ｶ)むと、その気持ちが蔡順に通じて、薪を捨てて帰ってきたという故事から。
類：齧指痛心（げっしつうしん）
「指を噬(ｶ)みて薪(ﾀｷｷﾞ)を棄(ｽ)つ」",噬指棄薪,噬指
E0667,梅の異名。,"詩人[蛻骨]
[金盞]銀台
魏紫[姚黄]
雪萼[霜葩]",◆３,そうは,,＊『不明』,"雪萼霜葩（せつがくそうは）
★「萼」は、がく。つぼみのとき花弁(ﾊﾅﾋﾞﾗ)を外側から包んでいるもの。うてな。
★「葩」は、花の意。
★雪や霜のように白く、雪や霜を凌いで咲くのでいう。
類：雪裏清香（せつりせいこう）
類：氷姿雪魄（ひょうしせっぱく）",雪萼霜葩,霜葩
E0668,遊里で芸者や遊女と遊ぶこと。,"[柳巷]花街
[飛絮]流花
窃玉[偸香]
折花[攀柳]",◆３,はんりゅう,,＊『内田魯庵-如是放語』,"折花攀柳（せっかはんりゅう）
★「折花」は、花を手折ること。
★「攀柳」は、柳の枝を引く意。
★昔、色街には柳の木が植えられていたことから、遊里のことを「柳巷花街(ﾘｭｳｺｳｶｶﾞｲ)」といい、そこで遊女と遊ぶ意に用いる。",折花攀柳,攀柳
E0669,掌を返すように態度を変えて阿る。,"[阿轆]轆地
懸崖[勒馬]
[前倨]後恭
禍福[倚伏]",◆３,ぜんきょ,,＊『史記-蘇秦伝』,"前倨後恭（ぜんきょこうきょう）
★「倨」は、人をあなどること。
★「恭」は、うやうやしくする意。
★中国戦国時代の遊説家蘇秦が、諸国を巡った挙げ句すっかり貧乏になって故郷の洛陽に戻ったところ、妻や兄弟の家族が彼のことを馬鹿にした。のちに秦に対抗する六国の宰相となって戻ったところ、皆が目を伏せ、腰を低くして給仕をしたので、「どうして今度は恭しくするのか」と尋ねたところ、嫂(ｱﾆﾖﾒ)が「あなたは位が高く、お金持ちだからです」と答えたという故事から。
「前(ｻｷ)には倨(ｵｺﾞ)りて後(ﾉﾁ)には恭(ｳﾔｳﾔ)し」",前倨後恭,前倨
E0670,数多くの障害や困難があること。,"千朶[万朶]
千緒[万縷]
千巌[万壑]
千荊[万棘]",◆３,ばんきょく,,＊『徳冨蘆花-謀叛論』,"千荊万棘（せんけいばんきょく）
★「荊」と「棘」は、いばらのことで、とげのある草木の総称。
★いばらが非常に多い意から。
類：前途多難（ぜんとたなん）",千荊万棘,万棘
E0671,物事は言い出した者から実行せよ。,"先従[隗始]
蹇蹇[匪躬]
洪範[九疇]
[訥言]敏行",◆３,かいし,,＊『史記-燕召公世家』,"先従隗始（せんじゅうかいし）
★「隗」は、戦国時代の人、郭隗(ｶｸｶｲ)のこと。
★物事を始めるには、他人任せにしないで、まず自分が率先して始めることが重要であるということ。★戦国時代、燕(ｴﾝ)の昭王が賢人を招こうと賓客の郭隗(ｶｸｶｲ)に相談すると、隗は「まずこの隗から優遇し始めてご覧なさい。私のような愚かなものですら優遇されているのですから、私よりすぐれた賢人もたくさん集まって来るでしょう」と自薦した。昭王が進言の通り隗のために邸宅を新築して尊んだところ果たして多くの賢人が集まってきた故事から。
類：燕照築台（えんしょうちくだい）
「先(ﾏ)ず隗(ｶｲ)より始めよ」",先従隗始,隗始
E0672,適正を欠いた賞罰。,"天罰[覿面]
[僭賞]濫刑
爬羅[剔抉]
[猿猴]取月",◆３,せんしょう,,＊『春秋左氏伝-襄公二六年』,"僭賞濫刑／僣賞濫刑（せんしょうらんけい）
★「僭賞」は、分を越えた恩賞のこと。
★「濫刑」は、むやみやたらに罰する意。",僭賞濫刑,僭賞
E0673,多くの花が咲き乱れている形容。,"千朶[万朶]
千緒[万縷]
千巌[万壑]
千荊[万棘]",◆３,ばんだ,,＊『杜甫-江畔独歩尋花』,"千朶万朶（せんだばんだ）
★「朶」は、花のついた枝のこと。
★多くの花がついた枝の意。",千朶万朶,万朶
E0674,民衆が貧困のきわみにあること。,"[毫釐]千里
上漏[旁風]
[鑿歯]尺牘
千里[無烟]",◆３,むえん,,＊『三国志-魏書･衛覬伝』,"千里無烟／千里無煙（せんりむえん）
★千里四方にわたって、食事の準備をする竈(ｶﾏﾄﾞ)の煙が立ち上らないという意から。",千里無烟,無烟
E0675,物価の安定を図る方法をいう。,"[持粱]歯肥
菜圃[麦隴]
必求[壟断]
[賤斂]貴発",◆３,せんれん,,＊『唐書-鄭珣瑜伝』,"賤斂貴発（せんれんきはつ）
★「斂」は、おさめる。買い入れる意。
★「賤」は、安価。
★「斂」は、集めること。
★「貴」は、高価。
★「発」は、出すこと。
★物価が安い時に買い入れて、物価が高騰したときに安く売りだす物価安定策のこと。
類：賤斂貴出（せんれんきしゅつ）
類：賤買貴売（せんばいきばい）
「賤(ｾﾝ)に斂(ｵｻ)め貴(ｷ)に発(ﾊｯ)す」",賤斂貴発,賤斂
E0676,民衆は君主の仁徳に靡く。,"[草偃]風従
[卑躬]屈節
[羊裘]垂釣
君恩[海壑]",◆３,そうえん,,＊『論語-顔淵』,"草偃風従（そうえんふうじゅう）
★「偃」は、なびく意。
★草は風が吹くと従い靡くということから。
類：君子徳風（くんしとくふう）",草偃風従,草偃
E0677,役立たない者を貶していう言葉。,"[走尸]行肉
[漿酒]霍肉
鬱肉[漏脯]
肉山[脯林]",◆３,そうし,,＊『安井息軒-三計塾記』,"走尸行肉（そうしこうにく）
★走る尸(ｼｶﾊﾞﾈ)と歩く肉の意。
類：走肉行尸（そうにくこうし）",走尸行肉,走尸
E0678,貧しい生活のたとえ。,"千荊[万棘]
[漿酒]霍肉
[簇酒]斂衣
鑿窓[啓牖]",◆３,そうしゅ,,＊『雲仙雑記･四』,"簇酒斂衣（そうしゅれんい）
★「簇酒」は、杯に一杯ずつ集めた酒のこと。
★「斂衣」は、端切れを乞い集めて作った衣服のこと。
★昔、辛洞(ｼﾝﾄｳ)という酒好きの男がいたがとても貧しかった。そこで彼は酒樽を持って人の家に行き、杯に一杯ずつの酒を貰っては酒樽に貯めて飲んだという。また、伊処士(ｲｼｮｼ)という者がいたがこれも貧しくて、人から端切れを貰っては継ぎ接ぎをして、それで衣服を作ったという故事から。
類：簇酒歛衣（そうしゅかんい）
類：粗衣粗食（そいそしょく）",簇酒斂衣,簇酒
E0679,赤子や幼児のようす。,"[晨夜]兼道
[走尸]行肉
塵飯[塗羹]
蚤寝[晏起]",◆３,あんき,,＊『礼記-内側』,"蚤寝晏起（そうしんあんき）
★「蚤」は、夙に、早くの意。
★「晏」は、遅くの意。
「蚤(ﾊﾔ)く寝(ｲ)ね晏(ｵｿ)く起(ｵ)く」",蚤寝晏起,晏起
E0680,嘘も重なると真実になるたとえ。,"曽母[投杼]
家鶏[野鶩]
[草偃]風従
[鄒衍]降霜",◆３,とうちょ,,＊『戦国策-秦策』,"曽母投杼（そうぼとうちょ）
★「曽母」は、曽参(ｿｳｼﾝ)の母のこと。曽参は春秋時代、魯の人で親孝行で知られ、「孝経」の作者ともいわれる。孔子の弟子。
★曽参が費という村にいたとき同姓同名の人が人を殺した。曽参の母は「曽参が人を殺した」と告げられ、初めは信じなかったが三人目が告げに来ると織りかけの機(ﾊﾀ)を投げて飛び出した故事から。
類：曽参殺人（そうしんさつじん）
類：三人成虎（さんにんせいこ）
類：市虎三伝（しこさんでん）
類：聚蚊成雷（しゅうぶんせいらい）
類：浮石沈木（ふせきちんぼく）
類：衆口鑠金（しゅうこうしゃくきん）
「曽母(ｿｳﾎﾞ)、杼(ﾋ)を投(ﾄｳ)ず」",曽母投杼,投杼
E0681,珍しい来客を喜ぶ気持ちを表す言葉。,"[偃鼠]飲河
[屍山]血河
人跡[罕到]
足音[跫然]",◆３,きょうぜん,,＊『荘子-徐無鬼』,"足音跫然（そくおんきょうぜん／そくいんきょうぜん）
★「跫然」は、人の歩く足音のさま。
★人里離れた荒野で迷っている時に人の足音を聞いただけでほっと喜ぶことからいう。",足音跫然,跫然
E0682,最高の礼物。,"[玄圃]積玉
[束帛]加璧
[珠聯]璧合
三徴[七辟]",◆３,そくはく,,＊『儀礼･聘礼』,"束帛加璧（そくはくかへき）
★「束帛」は、束ねたきぬ。昔は十反(ﾀﾝ)を一束として礼物に用いた。
★「璧」は、玉の意。
★一束の帛の上に璧をのせる。
類：束錦加璧（そくきんかへき）",束帛加璧,束帛
E0683,妻が堅く貞操を守ること。,"栄諧[伉儷]
西狩[獲麟]
束髪[封帛]
縞衣[綦巾]",◆３,ふうはく,,＊『唐書-列女･賈直言妻董』,"束髪封帛（そくはつふうはく）
★「束髪」は、髪を束ねること。
★「封帛」は、白い練り絹で封じる意。
★中国唐の賈直言(ｶﾁｮｸｹﾞﾝ)は、連座の罪で遠方に左遷されることになった。直言は若い妻に「私を待たないで、再婚するように」と言ったところ、妻は縄で髪を束ねて、「あなた以外の人にこの縄は解(ﾎﾄﾞ)かせない」という誓文を書いた帛(白い練り絹の布)を作り、夫に署名させたうえで束髪を封じた。それから二十年の後、罪をゆるされた直言が戻ると、妻は夫を待ち続けていたという故事から。",束髪封帛,封帛
E0684,小細工をせず鷹揚に筆を揮うこと。,"[麤枝]大葉
伯牙[絶絃]
[旌旗]堂堂
[太羹]玄酒",◆３,そし,,＊『朱子語類-七八』,"麤枝大葉／粗枝大葉（そしたいよう）
★「麤枝」は、まばらな枝。
★「大葉」は、大きな木の葉。",麤枝大葉,麤枝
E0685,兄弟の仲睦まじいことのたとえ。,"朱脣[皓歯]
束髪[封帛]
[大衾]長枕
[輾転]反側",◆３,たいきん,,＊『蔡邕-協和婚賦』,"大衾長枕（たいきんちょうちん）
★「衾」は、寝るときに体を覆うもの。夜着。掛け布団。
★大きな夜着と長い枕。
★もとは夫婦の仲睦まじいことを言ったが、唐の玄宗が兄弟仲よく寝られるように長い枕に大きな掛け布団を作ったことから兄弟の仲睦まじいことのたとえとして用いられるようになった。
類：長枕大被（ちょうちんたいひ）
類：唐明友悌（とうめいゆうてい）",大衾長枕,大衾
E0686,残虐な為政者。,"[顚委]勢峻
王楊[盧駱]
[楚囚]南冠
大桀[小桀]",◆３,しょうけつ,,＊『春秋左氏伝-宣公一五年』,"大桀小桀（たいけつしょうけつ）
★「桀」は、夏(ｶ)の暴君桀王のこと。
類：大貉小貉（たいばくしょうばく）",大桀小桀,小桀
E0687,形式的で面白味のない文章。,"[麤枝]大葉
[太羹]玄酒
大海[撈針]
[垂涎]三尺",◆３,たいこう,,＊『新唐書-駱賓王伝』,"太羹玄酒／大羹玄酒（たいこうげんしゅ）
★「太羹」は、味のついていない肉汁。
★「玄酒」は、水の別名。太古、祭りのときに水を酒の代用としたところからいう。",太羹玄酒,太羹
E0688,水面が淀んでいて静かなさま。,"黛蓄[膏渟]
空谷[跫然]
水天[髣髴]
[長汀]曲浦",◆３,こうてい,,＊『柳宗元-遊黄渓記』,"黛蓄膏渟（たいちくこうてい）
★「渟」は、水などを深くたたえていること。
★黛(ﾏﾕｽﾞﾐ)を蓄え、膏(ｱﾌﾞﾗ)をたたえたような静かな水面の意。",黛蓄膏渟,膏渟
E0689,野蛮な為政者。,"狐裘[蒙戎]
尊皇[攘夷]
[鬼臉]嚇人
大貉[小貉]",◆３,しょうばく,,＊『春秋公羊伝-宣公一五年』,"大貉小貉（たいばくしょうばく）
★「貉」は、野蛮人のたとえ。
★文化程度の低い野蛮人のような為政者のこと。",大貉小貉,小貉
E0690,治世には出仕し、乱世には隠棲する。,"[六鷁]退飛
[濯纓]濯足
大桀[小桀]
[束帛]加璧",◆３,たくえい,,＊『楚辞-漁父』,"濯纓濯足（たくえいたくそく）
★「濯」は、洗う、すすぐ意。
★水が澄んでいれば纓(冠の紐)を洗い、水が濁っていれば汚れた足を洗うという意から。
★「滄浪(ｿｳﾛｳ)の水清(ｽ)まば以て吾(ﾜ)が纓(ｴｲ)を濯(ｱﾗ)う可(ﾍﾞ)し、滄浪の水濁(ﾆｺﾞ)らば以て吾が足を濯う可し」",濯纓濯足,濯纓
E0691,条件が整っていると事を成し易い。,"多銭[善賈]
先従[隗始]
[蕭敷]艾栄
蚤寝[晏起]",◆３,ぜんこ,,＊『韓非子-五蠹』,"多銭善賈（たせんぜんこ）
★「多銭」は、元手･資本がたくさんあること。
★「善賈」は、良い商いをする意。
★資本がたくさんある者は、有利に商売するということ。
類：多財善賈（たざいぜんこ）
類：長袖善舞（ちょうしゅうぜんぶ）
「多銭、善(ﾖ)く賈(ｺ)す」",多銭善賈,善賈
E0692,安楽な暮らし。,"[恍恍]惚惚
[尭階]三尺
阿諛[苟合]
[煖衣]飽食",◆３,だんい,,＊『孟子-滕文公･上』,"煖衣飽食／暖衣飽食（だんいほうしょく）
★暖かい衣服を着て、腹いっぱいに食べられる生活。物質的になんの不足もない満ち足りた生活。
類：金衣玉食（きんいぎょくしょく）
類：錦衣玉食（きんいぎょくしょく）
類：豊衣足食（ほういそくしょく）
類：飽食煖衣（ほうしょくだんい）",煖衣飽食,煖衣
E0693,貧苦に耐えて勉学する。,"崎嶇[坎軻]
月下[推敲]
[断薺]画粥
[蓴羹]鱸膾",◆３,だんせい,,＊『書言故事』,"断薺画粥（だんせいかくしゅく）
★「断薺」は、薺(ﾅｽﾞﾅ)を刻む意。
★「画粥」は、固くなった粥を四つに切ること。
★中国北宋の范仲淹(ﾊﾝﾁｭｳｴﾝ)は若いころ貧乏で、薺を刻んでおかずとし、冷えて固くなった粥を四つに切って、朝晩二つずつ食べるという生活をしながら、勉学に励んだという故事から。
類：蛍窓雪案（けいそうせつあん）
類：車胤聚蛍（しゃいんしゅうけい）
類：苦学力行（くがくりっこう）
類：蛍雪之功（けいせつのこう）",断薺画粥,断薺
E0694,弁論の遠大高尚なことのたとえ。,"雲遊[萍寄]
百折[不撓]
談天[雕竜]
蛙鳴[蟬噪]",◆３,ちょうりょう,ちょうりゅう,＊『史記-孟子荀卿伝』,"談天雕竜（だんてんちょうりょう／だんてんちょうりゅう）
★「談天」は、天を語ること。
★「雕竜」は、竜を彫刻する意。
★天を談ずるように気宇広大で、竜の彫り物のように見事なさまをいう。
★中国、戦国時代斉(ｾｲ)の騶衍(ｽｳｴﾝ)がよく天象について弁じ、騶奭(ｽｳｾｷ)がよく竜の文様を彫刻するように文章を飾ったことを、斉人が「談天衍、雕竜奭」と頌した故事から。
「天を談じて竜を雕(ﾎ)る」",談天雕竜,雕竜
E0695,切れ切れで纏まりのない公報。,"[断薺]画粥
[断爛]朝報
[稗官]野史
瑣砕[細膩]",◆３,だんらん,,＊『宋史-王安石伝』,"断爛朝報（だんらんちょうほう）
★「断爛」は、破れてぼろぼろになること。
★「朝報」は、朝廷の報告書、記録の意。",断爛朝報,断爛
