ID,問題,難易度,解答,別答,意味
A3557,甑中【糝粒】無し,◆４,さんりゅう,,"┌こめつぶ。〈漢字源〉
┌こめつぶ。米粒。〈新大字典〉"
A3558,親【褞褐】着て、子は紳衿を着るが如く,◆４,おんかつ,,"1.木綿のわたいれ。ぬのこ。
2.粗衣のぬのこを着た人。卑しい人のこと。〈新漢和大字典〉
◇漢字ペディア小見出し"
A3559,禽獣求めて【脩罠】を張り廻らす,◆４,しゅうびん,,"┌長いあみ。〈新漢和大字典〉
┌長い網。〈字通〉"
A3560,和して歌い、【変徴】の声を為す,◆４,へんち,,"┌中国･日本音楽の階名の一。五声の徴より半音低い音。〈大辞泉〉
┌五声の一つの徴(ﾁ)を半音だけ低くしたもの。七音のファに当たる。〈漢字源〉"
A3561,之に【干姜】を混ぜ煎じる,◆４,かんきょう,,"┌生姜の根を干したもの。漢方薬や、調味料とする。かんしょうが。ほしはじかみ。〈大辞林〉
┌ショウガの根茎を乾燥させたもの。漢方で健胃･鎮嘔･鎮咳薬などに用いる。〈大辞泉〉
┌干した生姜の根。主に漢方薬にするが、ソース、菓子などの原料にも用いられる。ジンジャー。ほしはじかみ。かんしょうが。かんこう。かんきょ。≒乾薑〈日本国語大辞典〉"
A3562,恋情の【混淪】たるを披瀝する,◆４,こんろん,,"┌はっきり分かれず、もやもやと入りまじるさま。〈新漢和大字典〉
┌水の流れるさま。また、もやもやとまじりあうさま。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3563,【孑孒】は蚊の幼虫,◆４,げっきょう,"げつきょう
けつきょう","┌水中に棲む虫。ぼうふり、蚊の幼虫。〈字源〉
┌ぼうふら。〈字通〉
┌ぼうふら。〈漢字源〉
┌蚊の幼虫。ぼうふら。〈漢辞海〉
★「孑孒」で「ぼうふら」とも読む。〈漢字ペディア〉
◇漢字ペディア小見出し"
A3564,【寒燠】の先に効を知る,◆４,かんいく,,"┌1.寒さと暑さ。
└2.苦しみと楽しみ。苦楽。〈漢字源〉
┌寒気と暑気。〈新大字典〉
┌寒さと暑さ。寒暖。寒暑。かんおう。〈日本国語大辞典〉
┌1.寒さと暑さ。寒暑。
├2.苦しみと楽しみ。
└3.季節のあいさつ。〈漢辞海〉"
A3565,頭の中は【焙炉】の如く火照っていた,◆４,ほいろ,,"┌1.火にかざして茶などを焙(ﾎｳ)じたり、物を熱したりするのに用いる容器。
└2.製茶に用いる乾燥炉。〈漢字ペディア〉
┌1.製茶用の乾燥炉。もとは木の枠に厚手の和紙を張ったもので、蒸した茶の葉を炭火で乾燥させながら揉んだ。
└2.製パン工程で生地を発酵させるときに用いる保温装置。〈大辞泉〉
◇漢字ペディア大見出し"
A3566,【蛞螻】鳴き蚯蚓鳴き,◆４,かつろう,,"┌けら。〈漢字源〉
┌けら。〈字通〉"
A3567,その村の稗史【怪祟】多し,◆４,かいすい,,"┌怪しきもののたたり。〈字源〉
┌たたり。〈字通〉"
A3568,酒醴を作るとせば爾はこれ【麴糱】なり,◆４,きくげつ,,"┌こうじ。これで酒をつくる。〈字通〉
┌こうじ。〈新大字典〉
┌酒を醸造するためのこうじ。また、酒。〈日本国語大辞典〉"
A3569,【槃特】が愚痴も文殊の知恵,◆４,はんどく,,"1.周利(ｼｭﾘ)槃特。
2.愚鈍な人。愚か者。〈大辞泉〉
★槃特が愚痴(ｸﾞﾁ)も文殊(ﾓﾝｼﾞｭ)の知恵(ﾁｴ)…槃特の愚かさも文殊の知恵も相対的な差異でしかなく、悟りの立場からみれば同等であること。また、どちらも悟りに至れば同一であること。〈大辞林〉"
A3570,螻蟻も群がれば人馬【逗撓】す,◆４,とうどう,,"┌敵を見てひるみ、足をとめて前に進まないこと。〈漢字源〉
┌敵を見て恐れとどまり、勢いがなくなること。≒逗橈〈新大字典〉
◇漢字ペディア下付き"
A3571,礫石は変じて瑜瑾と成り、【莨莠】は化して芝蘭と為る,◆４,ろうゆう,,たばこと、はくさ。ともに野草。邪悪なるもの。〈字通〉
A3572,弥生の上巳に【祓禊】を行った,◆４,ふっけい,,"┌災いをはらうこと。〈新大字典〉
┌1.けがれをはらうため川で身を清める行事。みそぎ。
└2.災いやけがれをはらい除く。〈漢字源〉
◇漢字ペディア下付き"
A3573,奸吏を【糺弾】する,◆４,きゅうだん,,"≒糾弾
┌罪状を調べ上げて、あばきたてる。〈漢字源〉
┌罪悪･失敗などを問いただして責めたてること。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3574,味方を言い包めて利を【菴婪】していた,◆４,あんらん,,"┌ひとりじめする。むさぼる。〈新漢和大字典〉
┌貪る。〈字通〉"
A3575,剛力【椹質】を砕く,◆４,ちんしつ,,"┌1.腰斬の刑に処するとき、罪人をのせる台。転じて、刑罰。
├2.金属を鍛える台。
├3.木･藁などを切る台。
└4.矢のまと。〈漢字源〉
┌1.切り藁の台。
├2.矢の的。
└3.首切りの台。〈字通〉
◇漢字ペディア小見出し"
A3576,驍名を馳せる【熊羆】の士,◆４,ゆうひ,,"┌熊と羆(ﾋｸﾞﾏ)。転じて、勇猛な者のたとえ。〈大辞林〉
┌くまとひぐま。〈新大字典〉
★熊羆の士(ｼ)…勇猛な士。〈新大字典〉
◇漢字ペディア小見出し"
A3577,庖厨へ赴き【袒膊】する,◆４,たんぱく,,"┌はだぬだになって、腕をむき出す。〈漢字源〉
┌はだをぬぐ。〈字通〉"
A3578,大帝の喑噁叱咤に【痿痹】縮栗す,◆４,いひ,,"┌1.手足などがしびれる病気。
└2.政治がゆるんでしっかりしていないことのたとえ。〈漢字源〉
┌しびれる病。〈字通〉
┌1.手足がしびれて力がないさま。
└2.物事に対する反応が鈍いさま。〈漢辞海〉
◇漢字ペディア小見出し"
A3579,磴道万里、【跟腱】疼く,◆４,こんけん,,"踵の腱。〈字通〉
◇漢字ペディア小見出し"
A3580,【溥博】淵泉にして時にこれを出だす,◆４,ふはく,,"┌ひろく大きいこと。〈漢字源〉
┌広大で行き渡る。〈字通〉"
A3581,薪を【鍋竈】に入る,◆４,かそう,,かまど。〈字通〉
A3582,時代の進化に【跟随】する,◆４,こんずい,,"┌人のすぐ後ろにつきしたがう。また、従者。〈新漢和大字典〉
┌人のあとについていくこと。〈大辞泉〉
┌人を頼り、後ろについていくこと。また、従者。≒追随〈漢字ペディア〉
◇漢字ペディア大見出し"
A3583,姦慝を【糾逖】し四国を綏んずる,◆４,きゅうてき,,"┌悪人をただし遠ざける。〈字通〉
┌悪人をただし遠ざけること。〈新大字典〉"
A3584,韈を【縫紉】して赤脚を脱す,◆４,ほうじん,,"┌縫い合わせる。〈漢字源〉
┌糸で縫う。〈字源〉
┌糸で縫うこと。裁縫。〈新大字典〉"
A3585,その樹皮青白にして【駮犖】,◆４,はくらく,,色彩がいりまじること。≒駮落、駮楽、駁犖〈新漢和大字典〉
A3586,潮が引き【鹹潟】現る,◆４,かんせき,,"┌塩気のある浜。または、ひがた。〈新漢和大字典〉
┌潮干潟。〈字通〉"
A3587,【尼甫】の儒を修めよ,◆４,じほ,,"孔子の敬称。≒尼父〈漢字源〉
◇漢字ペディア小見出し"
A3588,平安時代に敷かれた【仮寧】制度,◆４,けにょう,,平安時代、官吏に与えられた休暇。六日ごとに一日の休暇があった。〈大辞林〉
A3589,蔡を居き、節を山にし【藻梲】す,◆４,そうせつ,,"┌うだちに水草の模様をえがく。〈字通〉
┌文様のあるうだつ。〈新大字典〉"
A3590,飯を放り【噫噎】する,◆４,あいえつ,,"┌胸がつかえでむせぶ。〈漢字源〉
┌むせぶ。〈字通〉"
A3591,薄物の【襌襦】で臥す,◆４,たんじゅ,,"単衣。〈字通〉
◇漢字ペディア小見出し"
A3592,兵士を【窪坎】に布陣させる,◆４,わかん,,くぼ地。〈字通〉
A3593,【亶亶】とした道,◆４,たんたん,,平坦。≒坦坦〈字通〉
A3594,則ち【瓠落】にして容るる所無し,◆４,かくらく,,"┌大きくて、中がうつろなさま。〈新漢和大字典〉
┌まるくて中がうつろなさま。〈漢字ペディア〉
◇漢字ペディア小見出し"
A3595,【菘藍】は大青の漢名,◆４,すうらん,,タイセイの漢名。江戸時代に到来したアブラナの多年草。大藍とも。〈新漢和大字典〉
A3596,据え膳あれど【匙箸】はなし,◆４,しちょ,,さじと、はし。〈字通〉
A3597,老措大と謂う者は【褶襞】の多い外套を着ている,◆４,しゅうへき,,"┌ひだ。また、ひだ状のもの。衣服のしわ、山のひだなど。〈大辞泉〉
┌1.襞(ﾋﾀﾞ)。衣服のしわ、顔のしわ、山の襞など。
├2.きのこの襞の旧称。
└3.襞を合わせること。折りたたむこと。〈日本国語大辞典〉
◇漢字ペディア小見出し"
A3598,儀仗の兵、【嶢闕】を回る,◆４,ぎょうけつ,,"┌宮城のたかい門。〈漢字源〉
┌高い門。皇居の門を言う。〈新大字典〉
┌宮城の高い門。〈漢辞海〉"
A3599,韓八座の事芸、【襪綫】を拆くが如し,◆４,べっせん,ばっせん,"┌足袋の織糸が短いこと。才の劣ることをいう。〈字通〉
┌足袋の糸。これを解いても長い糸がないことから、特に長じた才芸のないことを言う謙辞。〈新大字典〉
┌1.足袋の糸。
└2.才能の少ない者のたとえ。自分の能力の謙称。〈漢辞海〉"
A3600,【篠籬】の中に蔬圃有り,◆４,しょうり,,竹垣。〈字通〉
A3601,【悾悾】にして信ならざるものを、吾はこれを知らず,◆４,こうこう,,"真っ正直なだけで気が利かない愚かなさま。愚直なさま。〈漢字源〉
◇漢字ペディア小見出し"
A3602,幼時に【瘟疫】罹る,◆４,おんえき,,"┌熱がこもってひかない急性の感染症。〈漢字源〉
┌急性の流行病。マラリアの類。〈字通〉"
A3603,小人敵前に【逗橈】す,◆４,とうどう,,"┌1.敵を見てひるみ、足をとめて前に進まないこと。
└2.漢代の罪名。軍事行動で期日に遅れ、決戦に間に合わないこと。斬刑にあたる。〈新漢和大字典〉
┌敵を見て恐れとどまり、勢いがなくなること。≒逗撓〈新大字典〉
◇漢字ペディア下付き"
A3604,それあに蝦と【蛭螾】に従わんや,◆４,しついん,,"┌ヒルやミミズ。〈新漢和大字典〉
┌ひるとみみず。〈字通〉
◇漢字ペディア小見出し"
A3605,刀を佩びる【番番】たる浪士,◆４,はは,,"┌1.元気のよいさま。強く勇ましいさま。
└2.白くひらひらするさま。また、頭髪の白いさま。〈漢字源〉
┌勇武のさま。〈字通〉
┌武勇あるさま。〈字源〉"
A3606,【扠腰】する者には説法せず,◆４,さよう,,腰に手をあてる。〈字通〉
A3607,仲【拆裂】して鬩ぐ,◆４,たくれつ,,さけ、割れる。≒坼裂〈漢字源〉
A3608,門庭を掃灑して【牀几】を払う,◆４,しょうぎ,,"┌長方形のわく二つを筋交いに組み合わせて布を張った、折り畳みの腰掛け。〈漢字ペディア〉
┌1.たたむことのできる腰掛け。
└2.(国)横に長い腰掛け。〈漢字源〉
◇漢字ペディア大見出し"
A3609,【秬鬯】を献饌して巫祝が祈禱する,◆４,きょちょう,,"┌くろきびと鬯(香草の名)とでつくった酒。祭りに用いる。〈漢字源〉
┌くろきびに鬱金草(ｳｯｺﾝｺｳ:チューリップの別名)を加えて醸した酒。神事に用いた。〈字通〉
┌くろきびで醸造し、香草を加えてつくった酒。〈日本国語大辞典〉
◇漢字ペディア下付き"
A3610,倫理に背き是非を【撓乱】す,◆４,どうらん,こうらん,"┌乱すこと。混乱させること。〈大辞林〉
┌みだす。〈字通〉
┌乱れること。〈新大字典〉
◇漢字ペディア小見出し"
A3611,【膰俎】を丈夫に致さず,◆４,はんそ,,"┌膰肉(ﾊﾝﾆｸ:ひもろぎ)をのせる台。〈新漢和大字典〉
┌俎に乗せて供える膰肉(ﾊﾝﾆｸ)。祭後に同族などに頒(ﾜ)かつ。〈字通〉"
A3612,【鶤鶏】北へ飛ぶ,◆４,こんけい,,"1.蜀で作り出されたニワトリの品種。
2.鳳凰の別名。〈新漢和大字典〉
★「鶤鶏」で「とうまる」とも読む。〈大辞泉〉"
A3613,栴檀【乾闥婆】の調べを賜る,◆４,けんだつば,,"┌仏法護持の八部衆の一。帝釈(ﾀｲｼｬｸ)に仕え、香だけを食し、伎楽を奏する神。法華経では観音三十三身の一つに数える。〈大辞泉〉
┌八部衆の一つ。帝釈(ﾀｲｼｬｸ)天に仕え、音楽を奏する。香を食し、虚空を飛行するという。≒健達縛〈漢字ペディア〉
◇漢字ペディア大見出し"
A3614,婀娜たる【姫姜】に謁見する,◆４,ききょう,,"┌1.大国の姫君。また、宮中に仕える身分の高い女性。
└2.美人のこと。〈漢字源〉
┌1.大国の姫君。「姫」は周国の姓、「姜」は斉国の姓で、周･斉はともに大国であったことから。
└2.美女。「姫」は黄帝、「姜」は炎帝の姓に連なるとされ、この両姓の出身に美人が多かったことから。〈日本国語大辞典〉
◇漢字ペディア小見出し"
A3615,泰【緬甸】連接鉄道は死の鉄路とも呼ばれた,◆４,めんでん,,"┌国名。ビルマ。〈新漢和大字典〉
┌明代以後、中国でビルマをいった語。〈大辞林〉"
A3616,山道を【朞匝】して詠う,◆４,きそう,,ひとめぐり。〈漢字源〉
A3617,【秣粟】の詰まった桶,◆４,まつぞく,,"┌1.牛馬のかいばにする穀物。
└2.穀物をかいばに用いること。〈漢字源〉
┌馬に粟を与える。〈字通〉
◇漢字ペディア下付き"
A3618,妖星一閃、叛旗翩翻たり【桀黠】の奸徒,◆４,けっかつ,,"┌悪がしこい。〈漢字源〉
┌わるがしこい。〈字通〉
◇漢字ペディア小見出し"
A3619,駕籠を二【梃】呼ぶ,◆４,ちょう,,"★細長いものを数える語。銃･鍬(ｽｷ)･鍬(ｸﾜ)･墨･ろうそくなどに用いる。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3620,【菠蘿】とは鳳梨のこと,◆４,はら,,果樹の名。パイナップル。唐代初め、西域から中国に伝えられた。鳳梨。〈新漢和大字典〉
A3621,【尼父】無き世に自律無し,◆４,じほ,,"孔子の敬称。≒尼甫〈漢字源〉
◇漢字ペディア小見出し"
A3622,時利あらずして、【騅】逝かず,◆４,すい,,"楚の項羽の愛馬の名。〈新漢和大字典〉
★騅逝(ﾕ)かず…志と違って物事が思いどおりにゆかず苦境に陥るたとえ。〈大辞泉〉"
A3623,弋人、矢を執り【貫弓】すれば狩る,◆４,わんきゅう,,"┌弓に矢をつがえてじゅうぶんにひきしぼる。≒彎弓〈新漢和大字典〉
┌弓をひきしぼる。彎弓。〈字通〉
┌弓を充分に引きしぼる。弓(ﾕﾐ)を貫(ﾋ)く。〈漢辞海〉
◇漢字ペディア小見出し"
A3624,江南は【瘴癘】の地、遂客消息無し,◆４,しょうれい,,"┌湿度の高い熱帯などの気候や風土で起こるマラリアなどの熱病。〈漢字ペディア〉
┌毒気にあたっておこる熱病や皮膚病。マラリアの類。南方の湿地に多い。〈漢字源〉
◇漢字ペディア大見出し"
A3625,短簫【鐃吹】功ある諸侯に賜う,◆４,どうすい,,"┌どらを鳴らし、笛を吹く。〈新漢和大字典〉
┌どらを用いる軍楽。〈字通〉
◇漢字ペディア小見出し"
A3626,その輿丁【臂膊】を役して舁く,◆４,ひはく,,"┌うで。〈新漢和大字典〉
┌腕の脈。両腕。〈字通〉
┌ひじと肩。〈新大字典〉"
A3627,酒に【湛湎】し、君臣別たず,◆４,ちんめん,,"┌物事にひたりきる。物事にふけりおぼれる。≒沈湎〈漢字源〉
┌耽溺する。〈字通〉"
A3628,【佚宕】なる情況なんどを写しいだすに適わず由あり,◆４,てっとう,,"┌おおまかで、しまりがない。〈漢字源〉
┌しまりなし（舒緩）だらしない。≒佚蕩、跌蕩〈字源〉
◇漢字ペディア小見出し"
A3629,【鷹鷂】の豢養を禁ず,◆４,ようよう,,たかと、はしたか。猛禽。〈字通〉
A3630,大【監物】の官に就く,◆４,けんもつ,,"┌律令制で、中務(ﾅｶﾂｶｻ)省に属し、大蔵(ｵｵｸﾗ)･内蔵(ｳﾁｸﾗ)などの出納を監督し、諸庫の鍵を管理していた職。おろしもののつかさ。けんもち。〈大辞泉〉
┌律令(ﾘﾂﾘｮｳ)制度で中務(ﾅｶﾂｶｻ)省に属し、金銭･物品の出納を担当した官職。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3631,軽い声音の【嘶嗄】を来す,◆４,せいさ,,漢方医学で、声がしわがれる症状。〈新漢和大字典〉
A3632,誣言を陳じ、戚然として【紿告】す,◆４,たいこく,,あざむき告げること。〈新大字典〉
A3633,【犂旦】を迎えて兵火熄む,◆４,れいたん,,"┌夜明け方。〈漢字源〉
┌黎明。〈字通〉
┌あけがた。未明。黎明。≒黎旦〈日本国語大辞典〉
┌夜がまさに明けようとするころ。夜明け方。黎明。≒犂明〈漢辞海〉"
A3634,【瘻癘】を已し、死肌を去り,◆４,ろうれい,ろうらい,"┌首にできるはれものと、ハンセン病。〈漢字源〉
┌るいれきと癩。〈字通〉"
A3635,叨に【僭踰】の罪を犯す,◆４,せんゆ,,"┌身分を越えた振る舞いをすること。〈大辞林〉
┌身のほどを越えた振る舞いをすること。僭越(ｾﾝｴﾂ)。〈大辞泉〉
┌分限を越えた振る舞いをすること。僭越。〈日本国語大辞典〉"
A3636,棺の両辺に大銅【鐶鈕】有り,◆４,かんちゅう,,取っ手。金の把手。〈字通〉
A3637,子供が【佝僂】病に罹る,◆４,くる,,"┌背がカギ型に曲がって小さいこと。≒痀瘻〈漢字源〉
┌佝僂病(ｸﾙﾋﾞｮｳ:ﾋﾞﾀﾐﾝDの摂取不足や紫外線に当たることの少なさが原因で起きる脊椎、四肢などの曲がる病気。多く幼児に発生する)にかかった人。≒痀瘻〈日本国語大辞典〉
◇漢字ペディア下付き"
A3638,千軍【踴躍】して鬼神愁う,◆４,ようやく,,≒踊躍〈漢字源〉
A3639,【毋慮】数千羽の鷗,◆４,むりょ,,"┌大凡。〈字通〉
┌およそ。無慮。〈新漢和大字典〉"
A3640,子貢【瞞然】として慙じ、俯して対えず,◆４,もんぜん,,"はじるさま。〈新大字典〉
◇漢字ペディア小見出し"
A3641,兄は【驂馭】の臣に属する,◆４,さんぎょ,,"1.御者。
2.天子のそば近くにつかえる役。侍従職。〈新漢和大字典〉"
A3642,嗚呼哀しき哉【鴇羽】の嗟,◆４,ほうう,,★鴇羽の嗟(ｻ)…人民が、兵役にかりだされてばかりいて、自分の父母を養うことができない嘆き。〈漢字源〉
A3643,沃饒の年、【蒜齏】甚だ美味,◆４,さんせい,,ノビルを酢につけたもの。薬用や、酒のさかなにした。〈新漢和大字典〉
A3644,風信子や【貝母】が花壇の土を裂いて葉を出す,◆４,ばいも,,"┌アミガサユリの別名。また、その鱗茎(ﾘﾝｹｲ)を乾燥させたもの。漢方で鎮咳(ﾁﾝｶﾞｲ)･去痰(ｷｮﾀﾝ)･排膿(ﾊｲﾉｳ)薬などに用いる。〈大辞泉〉
┌ユリ科の多年草。中国原産。春につり鐘状の花をつける。観賞用。鱗茎(ﾘﾝｹｲ)はせき止め剤。アミガサユリ。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3645,朝鮮人参を煎じて【蔘精】を造る,◆４,じんせい,,"┌人参エキス(ﾁｮｳｾﾝﾆﾝｼﾞﾝを煎じて煮つめたもの。滋養･強壮薬とされる)。〈大辞林〉
┌ニンジンのエキス。〈日本国語大辞典〉"
A3646,山に【蹊隧】無く、沢に舟梁無し,◆４,けいすい,,"┌こみち。〈字通〉
┌細く奥深い山あいのこみち。〈新漢和大字典〉
┌山間のこみち。〈字源〉"
A3647,蛔虫や【絛虫】は寄生虫である,◆４,じょうちゅう,,"┌扁形動物条虫綱の寄生虫の総称。〈大辞林〉
┌さなだむし。〈漢字源〉
┌扁形(ﾍﾝｹｲ)動物で、脊椎(ｾｷﾂｲ)動物の腸内に寄生する虫。体は平たく、多くの節があり、真田紐(ｻﾅﾀﾞﾋﾓ)に似ている。≒条虫〈漢字ペディア〉
★「絛虫」で「さなだむし」とも読む〈漢字ペディア〉
◇漢字ペディア大見出し"
A3648,夜半の【鐺鐺】に偲ぶ,◆４,とうとう,,"┌金声。〈字通〉
┌金属の音。〈新大字典〉
┌金属がふれ合って出る音。〈漢辞海〉
★漢字ペディアを見れば「鐺」は「トウ」「ソウ」の二音を載せている。読み分けの言及はなく、大見出しには「茶鐺（チャトウ）」、漢検四字熟語辞典には「鼎鐺玉石（テイソウギョクセキ）」、そして過去に出題されたものとして「鐺裏」を読む問題があるが、標準解答は「トウリ」のみと各所でバラバラ。旁(ﾂｸﾘ)が「当」の旧字にあたるので、「トウ」読みは慣用音ではないかとは思ったが根拠はない。（〈漢字源〉〈新大字典〉などでは「トウ」と「ソウ」で読み分けがされている）"
A3649,虎の尾を履む、【愬愬】たらば終に吉なり,◆４,さくさく,,"┌ぎくりと驚くさま。〈漢字源〉
┌おそれるさま。〈字通〉
┌おどろきおそれるさま。〈字源〉
★漢字ペディアを見れば、「愬」は「ソ」「サク」の二音を載せている。「ソ」は「≒訴」と解釈して、「サク」を意識して覚えてと言いたいところだが優先度は低い。どちらかと言えばこの字は訓読みの方が重要である（膚受の愬え）。"
A3650,日常の【覃祺】なるを幸いに思う,◆４,たんき,,平安。〈字通〉
A3651,貴嬪の【蟬蜎】たる御姿,◆４,せんけん,,"┌1.あでやかで美しい。しなやか。≒嬋娟
└2.はるかに見えるさま。〈漢字源〉
┌美しいさま。〈字通〉
◇漢字ペディア小見出し"
A3652,昏以て期と為せしも、明星【晢晢】たり,◆４,せいせい,,"┌星が明るく輝くさま。〈漢字源〉
┌星の光るさま。〈字通〉
┌星のひかるさま。〈字源〉
◇漢字ペディア小見出し"
A3653,風に臨む【杪秋】の樹,◆４,びょうしゅう,,"┌秋の終わり。〈漢字源〉
┌1.秋の終わり。晩秋。
└2.陰暦9月の異称。杪商(ﾋﾞｮｳｼｮｳ)。〈大辞泉〉"
A3654,【枳枸】の籬を植えて塋域と為す,◆４,きこう,,"┌カラタチの曲がってこぶのようになった枝。また、カラタチ。≒枳句〈漢字ペディア〉
┌からたち。きこく。≒枳殼〈字源〉
◇漢字ペディア大見出し"
A3655,一騎の騏驥は千騎の【騾驢】を凌ぐ,◆４,らろ,,"┌1.ラバと、ロバ。
└2.凡庸な人のたとえ。〈新漢和大字典〉
┌1.凡庸の者。
└2.獣名。四不象。〈字通〉"
A3656,煌びやかな【鸞輅】に駕する,◆４,らんろ,,"┌天子の乗り物。〈新漢和大字典〉
┌天子の御くるま。≒鸞車、鸞路〈字源〉"
A3657,【欅柳】禁ぜず、朝暮の久しきを,◆４,きょりゅう,,こぶやなぎ。〈字通〉
A3658,堂を前に烏合【遶弄】す,◆４,じょうろう,,とりまいて戯れる。〈字通〉
A3659,儀礼を苟せず、【歙肩】する能わず,◆４,きゅうけん,,"┌肩をすぼめて人にへつらうこと。〈新大字典〉
┌肩をそびやかす。人にへつらうさま。〈漢字源〉
┌肩をすぼめる。肩をちぢこめて、体を小さくする。〈漢辞海〉"
A3660,我【殞殪】して鼃黽（あぼう）を零落す,◆４,いんえい,,"┌たおれる。〈字通〉
┌死にたおれる。〈字源〉
┌死ぬ。〈漢辞海〉"
A3661,果たして穀城山下の黄石を見、取りてこれを【葆祠】す,◆４,ほうし,,"┌宝としてまつる。〈新漢和大字典〉
┌宝としてまつること。〈新大字典〉
◇漢字ペディア小見出し"
A3662,動くときは【幡葆】を飛ばすが若し,◆４,はんぽう,,"┌旗の羽飾り。〈字通〉
┌はたじるし。〈新大字典〉"
A3663,符采【彪炳】、暉麗灼爍たり,◆４,ひゅうへい,ひょうへい,"┌きらびやかで美しい。〈字通〉
┌1.とらの皮の模様がはっきりとして美しいこと。
└2.きらびやかで美しいこと。〈漢字源〉
┌虎の皮のあや模様が明らかなこと。また、明らかで美しいこと。〈新大字典〉
◇漢字ペディア下付き"
A3664,林薄、杳として【阡眠】たり,◆４,せんべん,"せんめん
せんみん","┌1.野原にたって、はるか遠くを見つめる。
└2.草木の生い茂ったさま。〈漢字源〉
┌遥かなさま。また、草木の茂るさま。〈字通〉
┌草木の茂りて密かなるさま。〈字源〉
┌1.遥かに見ること。
└2.草木の茂ったさま。阡阡。〈新大字典〉
┌びっしり生い茂るさま。〈漢辞海〉"
A3665,天子の大駕の後に【袷輅】有り,◆４,こうろ,,"┌ひかえぐるま。副車。〈新漢和大字典〉
┌副車。〈字通〉"
A3666,聴衆【狎恰】して浮萍を排す,◆４,こうこう,,"┌遠慮もなしに、からだをくっつける。押しあいへしあいする。〈漢字源〉
┌おしあう。〈字通〉"
A3667,門を闔じて【鑰匙】を掛ける,◆４,やくし,,"┌かぎ。〈新漢和大字典〉
┌かぎ。〈字通〉
┌かぎ。錠の穴に差しこんで錠を開閉する金具。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3668,その土地元来【磽瘠】である,◆４,こうせき,,"┌石が多くて地味のよくないこと。〈大辞林〉
┌石が多く、やせた土地。〈漢字源〉
┌やせた土地。≒磽薄〈漢辞海〉"
A3669,その丈夫は【翔畋】を好む,◆４,しょうでん,,遊猟。〈字通〉
A3670,驂驥の駕より【驂鸞】の駕,◆４,さんらん,,美しい車。鸞を添え馬とする。〈字通〉
A3671,悩み事を【傍輩】に諮る,◆４,ほうばい,,"┌1.友達。
└2.同僚。≒朋輩〈漢字源〉
┌主人や先生が同じである仲間。また、友人。同輩。同僚。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3672,銀の【鑷子】で毛を抜く,◆４,じょうし,せっし,"┌金属製の毛抜き。ピンセットのこと。〈大辞泉〉
┌小さいものをはさむ金属製の器具。ピンセット。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3673,矢一束を【鞴靫】に入る,◆４,ほさい,,"┌革製の矢入れ。〈漢字源〉
┌矢を入れる器。うつぼ。〈新大字典〉
┌矢を入れる用具。矢筒。うつぼ。歩靫。〈漢辞海〉
◇漢字ペディア小見出し"
A3674,交霊に太鼓や【倭琴】を用いる,◆４,わごん,,"┌日本の弦楽器の一。神楽･東遊(ｱｽﾞﾏｱｿ)びなど、雅楽の日本古来の歌舞に用いる6弦の琴。≒和琴〈大辞泉〉
┌神楽･東遊びなど雅楽の日本古来の歌舞に用いられる弦楽器。特に、六弦琴をいう。あずまごと。やまとごと。≒和琴、大和琴〈日本国語大辞典〉"
A3675,【蝗螽】孳漫し、我が百穀を残なう,◆４,こうしゅう,,いなごの類。〈字通〉
A3676,君主と臣民の【啀恚】,◆４,がいい,,腹を立てていがみ合う。〈漢字源〉
A3677,紅陽侯立の父子、姦猾亡命を【臧匿】す,◆４,ぞうとく,そうとく,"┌かくまう〈字通〉
┌1.隠れて物事の表面にあらわれない。
└2.人をかくまう。「蔵匿」にあてた用法。〈漢字源〉
◇漢字ペディア小見出し
★「臧(ｿﾞｳ)」は慣用音。"
A3678,一斉に逃亡犯を【圜繞】する,◆４,かんじょう,,"┌ぐるりと、取り囲む。〈漢字源〉
┌ぐるりと取り囲む。〈漢字ペディア〉
◇漢字ペディア大見出し"
A3679,【培塿】に建つ別墅,◆４,ほうろう,,"┌小丘。〈字通〉
┌1.小さい丘。小さな墓。
└2.自分を卑小なものとして謙遜する言葉。〈漢字源〉"
A3680,【浴沂】の楽しみ,◆４,よくき,,"沂水に浴する。〈新大字典〉
★浴沂の楽(ﾀﾉ)しみ…門人を連れて郊外に遊ぶ楽しみ。悠々自適のたとえ。沂に浴し舞雩(ﾌﾞｳ)に風(ﾌｳ)す(沂水(川の名)のほとりの温泉につかり、舞雩(天を祭り雨を禱る所)のあたりの美景を愛でる)。〈新大字典〉"
