ID,難易度,熟語,意味,読み,文章
A3335,◆４,緡繦,"緡繦（びんきょう）
銭さし。銭を通すひも。〈字通〉",びんきょう,銭さし。銭を通すひも。
A3336,◆４,慥慥,"慥慥（ぞうぞう）
┌篤実なさま。〈字通〉
┌篤実のさま。〈字源〉",ぞうぞう,篤実なさま。
A3337,◆４,拊循,"拊循（ふじゅん）
┌いたわっててなずける。〈漢字源〉
┌1.慰みいたわる。
└2.機械などの保守･修理をする。
└3.訓練する。〈漢辞海〉",ふじゅん,いたわっててなずける。
A3338,◆４,縋登,"縋登（ついとう）
┌綱でよじ登る。〈字通〉
┌縄をかけ、それにすがって登ること。〈新大字典〉",ついとう,綱でよじ登る。
A3339,◆４,鹿盧,"鹿盧（ろくろ）
┌1.重いものをひっぱったり、引き上げたりするのに使う滑車。≒鹿櫨、轆轤
└2.昔の剣の名。剣首に鹿盧型の玉飾りがついていた。〈漢字源〉
┌滑車。鹿櫨。〈字通〉
★轆轤(ﾛｸﾛ)は、｢円形の陶磁器を成形する時の台｣の意味だけでなく、｢重いものの上げ下ろしに用いる滑車｣という意味も持っている。",ろくろ,重いものをひっぱったり、引き上げたりするのに使う滑車。昔の剣の名。剣首に鹿盧型の玉飾りがついていた。
A3340,◆４,楡枋,"楡枋（ゆぼう）
にれの木と、まゆみの木。ともに、車をつくるのに用いた。〈漢字源〉",ゆぼう,にれの木と、まゆみの木。ともに、車をつくるのに用いた。
A3341,◆４,蹼足,"蹼足（ぼくそく）
鳥の足指に角質膜の水かきがあること。蹼足･全蹼足･欠蹼足･半蹼足がある。〈大辞林〉",ぼくそく,鳥の足指に角質膜の水かきがあること。蹼足･全蹼足･欠蹼足･半蹼足がある。
A3342,◆４,殯柩,"殯柩（ひんきゅう）
1.死体を納めたひつぎ。
2.死者を納棺してまつること。〈漢字源〉",ひんきゅう,死体を納めたひつぎ。死者を納棺してまつること。
A3343,◆４,艤棹,"艤棹（ぎとう）
かいをそろえて、船出の用意をする。〈新漢和大字典〉",ぎとう,かいをそろえて、船出の用意をする。
A3344,◆４,螾衍,"螾衍（いんえん）
みみず。また、げじげじ。〈新漢和大字典〉",いんえん,みみず。また、げじげじ。
A3345,◆４,淙潺,"淙潺（そうせん）
┌さらさらと水の流れる音の形容。〈漢字源〉
┌水声。〈字通〉
┌水がさらさらと流れる音。〈漢辞海〉",そうせん,さらさらと水の流れる音の形容。
A3346,◆４,紫筍,"紫筍（しじゅん）
┌茶の名。〈字通〉
┌1.紫色の皮のたけのこ。
└2.茶の名。上等の茶とされる。〈漢字源〉",しじゅん,茶の名。
A3347,◆４,蘿蔔,"蘿蔔（らふく）
┌アブラナ科の草の名。ダイコン。根と葉は食用。〈新漢和大字典〉
┌ダイコンの漢名。〈大辞泉〉
┌大根。〈字通〉",らふく,アブラナ科の草の名。ダイコン。根と葉は食用。
A3348,◆４,桁梧,"桁梧（こうご）
桁と柱。〈字通〉",こうご,桁と柱。
A3349,◆４,玫瑰,"玫瑰（ばいかい、まいかい）
┌1.バラ科の落葉低木。中国原産。茎はとげを持つ。5、6月ごろ、芳香のある白または紫紅色の八重の花が咲く。中国では花を乾燥させて茶や酒の香料にする。
├2.ハマナスの別名。
└3.中国に産する美しい赤色の石。〈大辞泉〉
┌1.赤色の玉の名。赤斉珠。
└2.赤い花をつけるはまなす。〈漢字源〉",ばいかい、まいかい,バラ科の落葉低木。中国原産。茎はとげを持つ。5、6月ごろ、芳香のある白または紫紅色の八重の花が咲く。中国では花を乾燥させて茶や酒の香料にする。ハマナスの別名。中国に産する美しい赤色の石。
A3350,◆４,冱凅,"冱凅（ごこ）
┌こおりつく。〈漢字源〉
┌氷る。〈字通〉",ごこ,こおりつく。
A3351,◆４,海甸,"海甸（かいでん）
┌海辺の低地。〈漢字源〉
┌海辺の町はずれ。〈字源〉",かいでん,海辺の低地。
A3352,◆４,晧白,"晧白（こうはく）
まっしろなさま。≒皓白〈新漢和大字典〉",こうはく,まっしろなさま。
A3353,◆４,敦厖,"敦厖（とんぼう）
┌真心がこもっていること。〈漢字源〉
┌ねんごろで人情にあついこと。民風のあついこと。また、人民の生活が豊かなこと。〈新大字典〉",とんぼう,真心がこもっていること。
A3354,◆４,顚蕀,"顚蕀（てんきょく）
草の名。ユリ科の多年草。クサスギカズラ。海岸に自生。根は薬用にする。天門冬。≒顚棘〈新漢和大字典〉",てんきょく,草の名。ユリ科の多年草。クサスギカズラ。海岸に自生。根は薬用にする。天門冬。
A3355,◆４,俐亮,"俐亮（りりょう）
爽快。〈字通〉",りりょう,爽快。
A3356,◆４,榧檜,"榧檜（ひかい）
かや。ひのき。〈字通〉",ひかい,かや。ひのき。
A3357,◆４,噤閉,"噤閉（きんぺい）
┌口を閉じる。〈漢字源〉
┌口をつぐんで黙すること。〈新大字典〉",きんぺい,口を閉じる。
A3358,◆４,蕣華,"蕣華（しゅんか）
┌むくげ。〈字通〉
┌ムクゲの花。また、美人をたとえていう。〈日本国語大辞典〉",しゅんか,むくげ。
A3359,◆４,我們,"我們（がもん）
┌わたくしたち。我々。〈字通〉
┌わたくしども。≒我輩、我等〈字源〉",がもん,わたくしたち。我々。
A3360,◆４,珠珮,"珠珮（しゅはい）
真珠のおびだま。〈漢字源〉",しゅはい,真珠のおびだま。
A3361,◆４,躊竚,"躊竚（ちゅうちょ）
ためらう。また、ゆったりと落ち着く。≒躊躇〈字通〉",ちゅうちょ,ためらう。また、ゆったりと落ち着く。
A3362,◆４,兼幷,"兼幷（けんぺい）
┌あわせて一つにする。他人の物を奪い自分のものにする。〈漢字源〉
┌かね合せて一つにする。≒幷兼〈字源〉
┌他国や他人のものを、自分のものにする。併せ取って一つにする。≒兼併〈漢辞海〉",けんぺい,あわせて一つにする。他人の物を奪い自分のものにする。
A3363,◆４,彭彭,"彭彭（ほうほう）
┌ものの多く、勢いのさかんなさま。〈字通〉
┌1.張った太鼓の類を鳴らす音の形容。
├2.張り切って盛んなさま。
└3.数が多くて盛んなさま。
┌多く盛んなさま。盛大なさま。〈日本国語大辞典〉",ほうほう,ものの多く、勢いのさかんなさま。
A3364,◆４,躔次,"躔次（てんじ）
┌星のやどり。天体が運航して占める位置のこと。≒星次〈新漢和大字典〉
┌天の赤道を基準にした座標上の日･月･五星(金･木･水･火･土)の位置。〈漢辞海〉",てんじ,星のやどり。天体が運航して占める位置のこと。
A3365,◆４,竹筧,"竹筧（ちっけん、ちくけん）
┌竹でつくったかけひ。〈日本国語大辞典〉
┌竹のかけひ。〈字源〉",ちっけん、ちくけん,竹でつくったかけひ。
A3366,◆４,慠誕,"慠誕（ごうたん）
┌おごりほしいままにする。〈字通〉
┌おごってほしいままに大言を好む。〈字源〉",ごうたん,おごりほしいままにする。
A3367,◆４,聆聆,"聆聆（れいれい）
┌心にさとるさま。また、明らかとなるさま。〈字通〉
┌はっきりしているさま。〈新漢和大字典〉",れいれい,心にさとるさま。また、明らかとなるさま。
A3368,◆４,黶然,"黶然（えんぜん）
かくす。〈字通〉",えんぜん,かくす。
A3369,◆４,闌珊,"闌珊（らんさん）
┌盛りをすぎて衰えるさま。≒闌散、闌残(ﾗﾝｻﾞﾝ)〈新漢和大字典〉
┌1.尽き衰える。
└2.夜が更ける。〈字通〉
┌衰えるさま。また、散り乱れるさま。≒衰落〈字源〉
┌1.衰え果てるさま。
├2.乱雑なさま。
└3.困窮しているさま。〈漢辞海〉",らんさん,盛りをすぎて衰えるさま。
A3370,◆４,病歿,"病歿（びょうぼつ）
┌病気で死ぬこと。≒病没〈漢字源〉
┌病気で死亡すること。≒病死、病没〈漢字ペディア〉",びょうぼつ,病気で死ぬこと。
A3371,◆４,洸洋,"洸洋（こうよう）
┌1.水が深く広いさま。
└2.学説･議論などが深遠でつかみどころがないこと。〈漢字源〉
┌ひろびろとして、はてしないさま。また、議論や学説などが広く深いさま。〈日本国語大辞典〉",こうよう,水が深く広いさま。学説･議論などが深遠でつかみどころがないこと。
A3372,◆４,一繦,"一繦（いっきょう）
銭さしに通した銭。一繦は銭一貫文をいう。結。緡(ﾋﾞﾝ)。〈日本国語大辞典〉",いっきょう,銭さしに通した銭。一繦は銭一貫文をいう。結。緡。
A3373,◆４,俶装,"俶装（しゅくそう）
┌身なりを引き締めてととのえる。〈漢字源〉
┌身仕度。〈字通〉",しゅくそう,身なりを引き締めてととのえる。
A3374,◆４,偲偲,"偲偲（しし）
┌善をすすめて琢磨する。〈字通〉
┌互いにすすめて善をはげます。〈字源〉",しし,善をすすめて琢磨する。
A3375,◆４,自剄,"自剄（じけい）
┌自分で自分の首をはねて自殺する。〈漢字源〉
┌自分の首を切ること。自ら首をはねること。自刎(ｼﾞﾌﾝ)。〈日本国語大辞典〉",じけい,自分で自分の首をはねて自殺する。
A3376,◆４,昭晢,"昭晢（しょうせつ、しょうせい）
┌鮮明なさま。〈字通〉
┌1.明るいさま。輝くさま。
└2.はっきりと明らかなさま。〈漢辞海〉",しょうせつ、しょうせい,鮮明なさま。
A3377,◆４,聳眛,"聳眛（しょうまい）
聾盲(耳目の不自由な人)。〈字通〉",しょうまい,聾盲。
A3378,◆４,听听,"听听（きんきん、ぎんぎん）
┌言い争う。〈字通〉
┌いがみあうさま。一説に、よろこぶさま。〈漢辞海〉",きんきん、ぎんぎん,言い争う。
A3379,◆４,縵帛,"縵帛（まんぱく）
┌模様のない絹地。〈新漢和大字典〉
┌粗い帛。〈字通〉",まんぱく,模様のない絹地。
A3380,◆４,薑桂,"薑桂（きょうけい）
┌ショウガと、肉桂。ともにかおりがよく、肉料理の調味料とする。〈新漢和大字典〉
┌しょうがと肉桂。調味に用いる。〈字通〉
★薑桂の性(ｾｲ)…年老いてもなかなか変わらない激しい気性のこと。また、そのような気性の人のこと。〈新漢和大字典〉",きょうけい,ショウガと、肉桂。ともにかおりがよく、肉料理の調味料とする。
A3381,◆４,堆埼,"堆埼（たいき）
砂岸。〈字通〉",たいき,砂岸。
A3382,◆４,菟裘,"菟裘（ときゅう）
地名。今の山東省泗水県の北。春愁時代。魯の国の隠公が隠居したところ。〈漢字源〉
★菟裘の地(ﾁ)…退官して余生を過ごす土地。隠居の地。〈漢字ペディア〉",ときゅう,地名。今の山東省泗水県の北。春愁時代。魯の国の隠公が隠居したところ。
A3383,◆４,夸耀,"夸耀（こよう、かよう）
┌ほこりかがやかす。ほこって見せびらかすこと。〈漢字源〉
┌名誉、美しさなどをさかんに誇ること。自慢して見せびらかすこと。〈日本国語大辞典〉
┌ひけらかす。誇耀。〈漢辞海〉
┌ほこりかがやかす。〈新大字典〉",こよう、かよう,ほこりかがやかす。ほこって見せびらかすこと。
A3384,◆４,妻嫂,"妻嫂（さいそう）
1.妻と兄嫁。
2.妻の兄の妻。〈漢字源〉",さいそう,妻と兄嫁。妻の兄の妻。
A3385,◆４,惓惓,"惓惓（けんけん）
┌ねんごろなさま。腰を曲げて丁寧なさま。〈漢字源〉
┌ねんごろに。まごころを尽くす。〈字通〉",けんけん,ねんごろなさま。腰を曲げて丁寧なさま。
A3386,◆４,惷愚,"惷愚（しゅんぐ）
┌ものわかりが鈍くてのろい。〈漢字源〉
┌おろか。〈字通〉",しゅんぐ,ものわかりが鈍くてのろい。
A3387,◆４,箭箙,"箭箙（せんぷく）
┌矢をそろえておく筒。えびら。〈漢字源〉
┌えびら。〈字通〉",せんぷく,矢をそろえておく筒。えびら。
A3388,◆４,阡陌,"阡陌（せんぱく）
┌1.南北に通ずる道と東西に通ずる道。
└2.道路の交差している所。〈大辞林〉
┌耕作地の間を南北･東西に通るこみち。畑のあぜ道のこと。なわて。≒仟佰〈新漢和大字典〉
┌1.道路。特に、あぜ道。
└2.二本の道路が交差した場所。〈漢字ペディア〉",せんぱく,南北に通ずる道と東西に通ずる道。道路の交差している所。
A3389,◆４,璇室,"璇室（せんしつ）
┌玉で飾った美しい部屋。〈漢字源〉
┌玉の室。〈字通〉",せんしつ,玉で飾った美しい部屋。
A3390,◆４,闡幷,"闡幷（せんぺい）
領有する。〈字通〉",せんぺい,領有する。
A3391,◆４,怠敖,"怠敖（たいごう）
┌たるんで遊びまわる。また、なまけておごる。〈漢字源〉
┌おこたりおごる。≒惰傲。〈字源〉",たいごう,たるんで遊びまわる。また、なまけておごる。
A3392,◆４,曙曦,"曙曦（しょぎ）
┌朝の光。〈字通〉
┌あさひ。≒朝曦。〈字源〉",しょぎ,朝の光。
A3393,◆４,徒杠,"徒杠（とこう）
┌車の通れない、徒歩の者が渡る橋。〈漢字源〉
┌かちにてわたる小さき橋。〈字源〉",とこう,車の通れない、徒歩の者が渡る橋。
A3394,◆４,幽篁,"幽篁（ゆうこう）
┌奥深く茂った竹やぶ。〈漢字源〉
┌静かな竹やぶ。〈字通〉
┌奥深い静かな竹やぶ。〈漢字ペディア〉",ゆうこう,奥深く茂った竹やぶ。
A3395,◆４,鼬鼯,"鼬鼯（ゆうご）
┌イタチと、ムササビ。〈漢字源〉
┌いたちと、むささび。〈字通〉",ゆうご,イタチと、ムササビ。
A3396,◆４,薇蕨,"薇蕨（びけつ）
┌ゼンマイと、ワラビ。〈新漢和大字典〉
┌ぜんまい。わらび。〈字通〉
┌ぜんまいと、わらびと。〈字源〉",びけつ,ゼンマイと、ワラビ。
A3397,◆４,榕樹,"榕樹（ようじゅ）
┌ガジュマルの別名。〈大辞泉〉
┌クワ科の常緑高木。熱帯･亜熱帯に生え、日本では沖縄･屋久島に自生。葉は楕円(ﾀﾞｴﾝ)形で厚く光沢がある。幹･枝はよく分枝して多数の気根を垂れる。ガジマル。
★「榕樹」で「がじゅまる」とも読む。〈漢字ペディア〉",ようじゅ,ガジュマルの別名。
A3398,◆４,朱櫃,"朱櫃（しゅき）
赤塗りのひつ。〈字源〉",しゅき,赤塗りのひつ。
A3399,◆４,渟膏,"渟膏（ていこう）
┌深い水が、あぶらをたたえたようによどんでいること。〈漢字源〉
┌水の清澄なさま。〈字通〉",ていこう,深い水が、あぶらをたたえたようによどんでいること。
A3400,◆４,滲漉,"滲漉（しんろく）
┌にじみしたたる。〈字通〉
┌にじみ出て、したたり落ちる。〈漢字源〉
┌1.じわじわにじみ出て、したたり落ちる。
└2.恩沢が施されているたとえ。〈漢辞海〉",しんろく,にじみしたたる。
A3401,◆４,浪潯,"浪潯（ろうじん）
┌波打ち際。〈字源〉
┌波打ち際。〈新大字典〉",ろうじん,波打ち際。
A3402,◆４,繖蓋,"繖蓋（さんがい）
きぬがさ。〈字通〉",さんがい,きぬがさ。
A3403,◆４,澪標,"澪標（れいひょう）
┌(国)みおつくし。〈字源〉
┌みおつくし。〈日本国語大辞典〉",れいひょう,みおつくし。
A3404,◆４,烙鏝,"烙鏝（らくまん）
┌焼きごて。〈字通〉
┌やきごて。烙鉄。〈新大字典〉",らくまん,焼きごて。
A3405,◆４,阮咸,"阮咸（げんかん）
┌1.中国、魏晋時代の文人。
└2.中国の弦楽器の一。円形または八角形の胴に長い棹(ｻｵ)をつけ、4弦または5弦を張り、棹上に十数個の柱(ｼﾞｭｳ)を立てたもの。日本でも明清楽(ﾐﾝｼﾝｶﾞｸ)に用いる。〈大辞泉〉
┌1.中国、魏晉時代の竹林七賢の一人。字(ｱｻﾞﾅ)は仲容。阮籍の兄の子。官は散騎侍郎。音楽に通じ、琵琶をよくした。楽器「阮咸」を作ったという。
└2.弦楽器の一つ。琵琶の一種で、円胴に棹を付けたもの。秦代の楽器の弦鼗(ｹﾞﾝﾄｳ)から出た。正倉院に現存するものは四弦十四柱(ｼﾞ)。明･清代には胴を八角形にしたものが用いられ、日本の明清楽でも使われた。月琴(ｹﾞｯｷﾝ)〈日本国語大辞典〉
★阮咸は竿上(ｶﾝｼﾞｮｳ)の褌(ｺﾝ)を手向(ﾀﾑ)く…阮咸が七夕の日に世人が豪華で美しい衣装を庭で干すのにならって、ふんどしを竿にかけて世を愚弄したという「晉書−阮籍伝」に見える故事。",げんかん,中国、魏晋時代の文人。中国の弦楽器の一。円形または八角形の胴に長い棹をつけ、4弦または5弦を張り、棹上に十数個の柱を立てたもの。日本でも明清楽に用いる。
A3406,◆４,誂弄,"誂弄（ちょうろう）
もてあそぶ。〈字通〉",ちょうろう,もてあそぶ。
A3407,◆４,瞽言,"瞽言（こげん）
┌つまらないことば。物事の見えずて妄言する如きにたとえる。〈字源〉
┌盲人が、自分が見えないので実物を見ないで言う言葉。正確でない内容のことばのこと。≒瞽説〈漢字源〉",こげん,つまらないことば。物事の見えずて妄言する如きにたとえる。
A3408,◆４,基阯,"基阯（きし）
基礎。建造物の土台。≒基趾〈字通〉",きし,基礎。建造物の土台。
A3409,◆４,夢魘,"夢魘（むえん）
┌夢でうなされる。〈字通〉
┌恐ろしい夢を見てうなされること。悪夢におそわれること。〈日本国語大辞典〉
┌悪夢にうなされる。≒夢厭〈漢辞海〉",むえん,夢でうなされる。
A3410,◆４,哢吭,"哢吭（ろうこう）
┌鳥が玉をころがすような声でさえずる。〈漢字源〉
┌鳥のさえずる声。〈字通〉
┌鳥がさえずる。〈字源〉
┌のどを伸ばして高くさえずる。〈漢辞海〉",ろうこう,鳥が玉をころがすような声でさえずる。
A3411,◆４,苹果,"苹果（へいか、ひょうか）
┌りんごの実。〈大辞林〉
┌林檎。〈字通〉
┌リンゴの果実。〈漢字ペディア〉",へいか、ひょうか,りんごの実。
A3412,◆４,大哥,"大哥（たいか）
┌1.長兄。
└2.仲間のうちで、年長者･先輩などを親しんで呼ぶ言葉。〈漢字源〉
┌兄貴。大兄の意。〈字源〉
┌1.長兄。
├2.自分の長男を呼ぶ言葉。おにいちゃん。
├3.自分と同年輩の男子を呼ぶ言葉。あにき。
└4.妻が夫を呼ぶ言葉。あなた。〈漢辞海〉",たいか,長兄。仲間のうちで、年長者･先輩などを親しんで呼ぶ言葉。
A3413,◆４,壙壙,"壙壙（こうこう）
┌1.何もなく、がらんと広がったさま。
└2.野原の広く開けたさま。〈漢字源〉
┌原野の空廓なるさま。≒茫茫〈字源〉",こうこう,何もなく、がらんと広がったさま。野原の広く開けたさま。
A3414,◆４,僊僊,"僊僊（せんせん）
┌ひらひらと舞うさま。≒仙仙〈漢字源〉
┌かるく舞うさま。〈字源〉",せんせん,ひらひらと舞うさま。
A3415,◆４,瞳矇,"瞳矇（どうもう）
┌道理をよく知らないこと。また、その人。〈漢字源〉
┌1.ものの道理が分からないさま。
└2.道理の分からない人。≒童蒙〈漢辞海〉",どうもう,道理をよく知らないこと。また、その人。
A3416,◆４,囮場,"囮場（かじょう）
賭場。〈字通〉",かじょう,賭場。
A3417,◆４,嫣紅,"嫣紅（えんこう）
┌あでやかな濃い紅色。〈漢字源〉
┌赤い花。〈字通〉",えんこう,あでやかな濃い紅色。
A3418,◆４,嬾架,"嬾架（らんか）
┌書物を載せて読む台。見台。〈字源〉
┌横臥して書を読む見台。〈字通〉
┌臥して読めるように書物を載せる台。見台。〈新大字典〉",らんか,書物を載せて読む台。見台。
A3419,◆４,孰慮,"孰慮（じゅくりょ）
熟慮。よく考える。〈字通〉",じゅくりょ,熟慮。よく考える。
A3420,◆４,廱廱,"廱廱（ようよう）
┌和らぐさま。〈字通〉
┌やんわりしたさま。〈漢字源〉
┌やわらぎ楽しむさま。〈新大字典〉",ようよう,和らぐさま。
A3421,◆４,苜蓿,"苜蓿（もくしゅく）
ウマゴヤシの別名。〈大辞泉〉
★「苜蓿」で「うまごやし」とも読む。〈漢字ペディア〉",もくしゅく,ウマゴヤシの別名。
A3422,◆４,倣傚,"倣傚（ほうこう）
┌くらべてまねる。〈漢字源〉
┌ならふ。まねる。〈字源〉",ほうこう,くらべてまねる。
A3423,◆４,愀然,"愀然（しゅうぜん、しょうぜん）
┌顔をしかめるさま。心配そうなさま。表情を引き締めるさま。〈漢字源〉
┌1.顔色を変えるさま。
└2.うれえるさま。かなしい思いに沈むさま。しゅうねん。≒愁然〈日本国語大辞典〉",しゅうぜん、しょうぜん,顔をしかめるさま。心配そうなさま。表情を引き締めるさま。
A3424,◆４,篷窓,"篷窓（ほうそう）
┌1.とまをかけた舟の窓。
└2.転じて、舟の窓のこと。〈漢字源〉
┌船の窓。船窓。〈新大字典〉",ほうそう,とまをかけた舟の窓。転じて、舟の窓のこと。
A3425,◆４,釿鋸,"釿鋸（きんきょ）
┌手斧と鋸(ﾉｺｷﾞﾘ)。〈字通〉
┌ておのとのこぎり。〈新大字典〉",きんきょ,手斧と鋸。
A3426,◆４,陌阡,"陌阡（はくせん）
田畑のあぜみち。≒阡陌(ｾﾝﾊﾟｸ)〈新漢和大字典〉",はくせん,田畑のあぜみち。
A3427,◆４,懈惰,"懈惰（かいだ）
┌心がゆるんで物事をおろそかにする。おこたる。なまける。〈漢字源〉
┌おこたる。〈字通〉
┌「懈怠(ｹﾀﾞｲ)」に同じ。〈漢字ペディア〉",かいだ,心がゆるんで物事をおろそかにする。おこたる。なまける。
A3428,◆４,扎扎,"扎扎（さつさつ）
┌布を織る音、虫の鳴く声などの形容。〈漢字源〉
┌蝉の声。鋤きかえす音。また、機を織る音。≒札札〈字通〉",さつさつ,布を織る音、虫の鳴く声などの形容。
A3429,◆４,撥捩,"撥捩（はつれい）
┌バチを打つ。〈字通〉
┌ばちで弦を払うこと。〈新大字典〉",はつれい,バチを打つ。
A3430,◆４,簧鼓,"簧鼓（こうこ）
┌笛の舌を鼓動させるように、たくみに人をあざむく。〈字通〉
┌笛の舌を打ち響かすこと。転じて、妄言して人々を惑わすこと。根拠のないことを告げて人々を扇動すること。〈日本国語大辞典〉",こうこ,笛の舌を鼓動させるように、たくみに人をあざむく。
A3431,◆４,陜隘,"陜隘（きょうあい）
┌1.地形などが、両側がはさまれていてせまい。
└2.心がせまい。〈新漢和大字典〉
┌≒陜阨
├1.地勢が狭くて険しいさま。
└2.心が狭い。〈漢辞海〉
★｢陜(ｷｮｳ)｣は｢陝(ｾﾝ)｣とは別字。
├『陜(ｷｮｳ)…せまい。山あい。』
└『陝(ｾﾝ)…中国の県名。また、陝西省(ｾﾝｾｲｼｮｳ)の略。』",きょうあい,地形などが、両側がはさまれていてせまい。心がせまい。
A3432,◆４,齦齶,"齦齶（ぎんがく）
岩石などが、歯茎のようにでこぼこしているさま。〈新漢和大字典〉",ぎんがく,岩石などが、歯茎のようにでこぼこしているさま。
A3433,◆４,鯊魚,"鯊魚（さぎょ）
はぜ。〈字通〉",さぎょ,はぜ。
A3434,◆４,薹笠,"薹笠（たいりゅう）
すげ笠。〈字通〉",たいりゅう,すげ笠。
A3435,◆４,嫻妖,"嫻妖（かんよう）
美しくなまめかしい。≒嫺妖〈字通〉",かんよう,美しくなまめかしい。
A3436,◆４,亟務,"亟務（きょくむ）
急いでやるべき務め。〈漢字源〉
★亟を『キョク』と読む場合は『すみやか』の意、亟を『キ』と読む場合は『しばしば』の意となる。",きょくむ,急いでやるべき務め。
A3437,◆４,石矼,"石矼（せっこう）
┌川などを渡るために置いた飛び石。≒石杠〈漢字源〉
┌川を渡るための飛び石。一説に、石橋。≒石杠〈漢辞海〉",せっこう,川などを渡るために置いた飛び石。
A3438,◆４,鳳簫,"鳳簫（ほうしょう）
簫(ｼｮｳ:楽器の一つ)の美称。〈漢字源〉",ほうしょう,簫の美称。
A3439,◆４,尸諫,"尸諫（しかん）
┌死を以て抗議すること。〈新漢和大字典〉
┌死を以ていさめる。〈字通〉
┌死をもって主君に忠告すること。≒死諫、屍諫〈大辞泉〉
┌しかばねとなって（一命を捨てて）、主君をいさめること。≒屍諫〈漢字ペディア〉",しかん,死を以て抗議すること。
A3440,◆４,裂繻,"裂繻（れつじゅ）
┌きぬを二つに引き裂くこと。また、そのきれ。関所の通行手形とした。〈新大字典〉
┌裂いた布きれ。絹を二つに裂いて、通行手形などに用いたもの。〈漢字源〉",れつじゅ,きぬを二つに引き裂くこと。また、そのきれ。関所の通行手形とした。
A3441,◆４,剌謬,"剌謬（らつびゅう）
┌くいちがうこと。〈漢字源〉
┌背く。くいちがう。〈漢辞海〉",らつびゅう,くいちがうこと。
A3442,◆４,餽遺,"餽遺（きい）
┌食べ物や金品を贈ること。≒饋遺〈新漢和大字典〉
┌物を贈る。また、進物。〈漢辞海〉",きい,食べ物や金品を贈ること。
A3443,◆４,呷然,"呷然（こうぜん）
大きな声をあげるさま。〈大辞林〉",こうぜん,大きな声をあげるさま。
A3444,◆４,蒸餾,"蒸餾（じょうりゅう）
┌1.蒸すこと。
└2.蒸発して気体となったものを冷やして再び液体にすること。蒸溜。蒸留。〈新大字典〉
┌むす。〈字源〉",じょうりゅう,蒸すこと。蒸発して気体となったものを冷やして再び液体にすること。蒸溜。蒸留。
A3445,◆４,霊畤,"霊畤（れいじ）
┌まつりのにわ。祭場。〈字源〉
┌祭場。〈字通〉",れいじ,まつりのにわ。祭場。
A3446,◆４,纊紘,"纊紘（こうこう）
┌綿で作った、冠の左右の飾り。〈字通〉
┌王冠の左右に垂らす耳かくし。〈漢辞海〉",こうこう,綿で作った、冠の左右の飾り。
A3447,◆４,孅趨,"孅趨（せんすう）
┌おもねる態度。〈字通〉
┌体をたおやかにして巧みにおもねりすすむ。≒足恭〈字源〉
┌へつらいおもねって進み出る。〈新大字典〉",せんすう,おもねる態度。
A3448,◆４,僵尸,"僵尸（きょうし）
┌倒れた死体。〈漢字源〉
┌≒僵屍
├1.倒れたままの硬直した死体。
└2.ひろく、死体。〈漢辞海〉",きょうし,倒れた死体。
A3449,◆４,赬鯉,"赬鯉（ていり）
あかい鯉。ヒゴイ。〈新漢和大字典〉",ていり,あかい鯉。ヒゴイ。
A3450,◆４,池隍,"池隍（ちこう）
┌城を取り巻いているから堀。〈漢字源〉
┌城の空堀。〈字源〉",ちこう,城を取り巻いているから堀。
A3451,◆４,旒纊,"旒纊（りゅうこう）
王冠の垂旒(冠の飾りの垂れ)と耳あて。〈字通〉",りゅうこう,王冠の垂旒と耳あて。
A3452,◆４,鰕鬚,"鰕鬚（かしゅ）
えびのひげ。簾の異名。〈字通〉",かしゅ,えびのひげ。簾の異名。
A3453,◆４,鰈域,"鰈域（ちょういき）
┌朝鮮の異称。≒槿域〈字源〉
┌東海、古朝鮮。〈字通〉",ちょういき,朝鮮の異称。
A3454,◆４,蘆荻,"蘆荻（ろてき）
┌アシと、オギ。〈新漢和大字典〉
┌あしと、おぎ。〈字通〉
┌アシとオギ。水辺に生える草の総称として用いる。〈漢字ペディア〉",ろてき,アシと、オギ。
A3455,◆４,悽愴,"悽愴（せいそう）
┌かなしみいたむ。〈字通〉
┌≒凄愴
├1.すさまじく、いたましいさま。
└2.身にしみるほどわびしいこと。〈漢字ペディア〉",せいそう,かなしみいたむ。
A3456,◆４,赬尾,"赬尾（ていび）
┌赤い尾。魚は泳ぎ疲れると尾が赤くなるといい、転じて、君子が治政に苦労することを言う。〈日本国語大辞典〉
┌1.魚のあかい尾。魚が疲れると尾があかくなるという。
└2.人民が君子の暴政に苦しむことにたとえる。〈新漢和大字典〉
★魴魚(ﾎｳｷﾞｮ)赬尾･･･人民の苦労のひどいことのたとえ。〈漢字源〉",ていび,赤い尾。魚は泳ぎ疲れると尾が赤くなるといい、転じて、君子が治政に苦労することを言う。
A3457,◆４,鉗口,"鉗口（けんこう、かんこう）
┌1.口をつぐんでものを言わないこと。
└2.他人にものを言わせないこと。〈大辞泉〉
┌1.口をかたく閉じてものを言わないこと。≒箝口･拑口･緘口
└2.ある事柄を口にするのを禁じること。〈漢字ペディア〉
★「鉗口(ｶﾝｺｳ)」は慣用読み。",けんこう、かんこう,口をつぐんでものを言わないこと。他人にものを言わせないこと。
A3458,◆４,崚層,"崚層（りょうそう）
┌幾重にもそびえる。〈字通〉
┌高く重なっているさま。〈新大字典〉",りょうそう,幾重にもそびえる。
