ID,難易度,問題,解答,別答,意味
F1771,4,印籠決,いんろうじゃくり,,戸障子の合わせ目の作り方。一方を凹形にし、もう一方を凸形にして、すき間ができないようにかみ合わせるもの。〈漢字ペディア〉
F1772,4,右手,めて,,"⇔弓手（ゆんで）、＝馬手
1.ウマの手綱（たづな）をとるほうの手。みぎの手。
2.右のほう。右側。〈漢字ペディア〉"
F1773,4,雨打,ゆた,,昔の日本建築で、屋根の下につけた庇（ひさし）状のもの。裳階（もこし）。＝雪打〈漢字ペディア〉
F1774,4,傴僂,せむし,くぐせ,背骨が弓なりにまがって、前かがみになる病気。また、その病気の人。〈漢字ペディア〉
F1775,4,浦回,うらみ,うらわ,海岸が湾曲して入りこんだ所。入り江。＝浦廻、浦曲〈漢字ペディア〉
F1776,4,浦廻,うらみ,うらわ,海岸が湾曲して入りこんだ所。入り江。＝浦回、浦曲〈漢字ペディア〉
F1777,4,浦曲,うらみ,うらわ,海岸が湾曲して入りこんだ所。入り江。＝浦回、浦廻〈漢字ペディア〉
F1778,4,云爾,しかいう,,文章の最後に用いて、上に述べたとおりであるという意味を表す。〈漢字ペディア〉
F1779,4,雲珠,うず,,儀式用のウマにつける宝珠（ホウジュ）の形をした飾り。〈漢字ペディア〉
F1780,4,駅馬,はゆま,,昔、役人が公用で旅をするとき、乗り継ぎのために各駅に用意された早馬（はやうま）。〈漢字ペディア〉
F1781,4,遠方,おちかた,,遠くのほう。遠くへだたった所。〈漢字ペディア〉
F1782,4,遠近,おちこち,,あちらこちら。遠い所と近い所。＝彼方此方〈漢字ペディア〉
F1783,4,横笛,ようじょう,,よこぶえ。〈漢字ペディア〉
F1784,4,横痃,よこね,,性病などにより、股（もも）のつけねのリンパ節が炎症を起こして腫（は）れたもの。＝横根〈漢字ペディア〉
F1785,4,恩頼,みたまのふゆ,,神または天皇の恩恵・加護などを敬っていう語。＝恩賚〈漢字ペディア〉
F1786,4,恩賚,みたまのふゆ,,神または天皇の恩恵・加護などを敬っていう語。＝恩頼〈漢字ペディア〉
F1787,4,化粧,けわい,,「化粧（ケショウ）」に同じ。〈漢字ペディア〉
F1788,4,加答児,かたる,,粘膜が細菌などによって赤くただれたりして、多量の粘液を分泌する症状。〈漢字ペディア〉
F1789,4,窩主,けいず,,"1.盗賊をかくまったり、盗品を隠したりすること。また、その者やそれを行っている宿。
2.隠語で、盗品を買い取る商人。〈漢字ペディア〉"
F1790,4,窩主買,けいずかい,,盗品と知りながら売買すること。また、その人。故買（コバイ）。＝系図買〈漢字ペディア〉
F1791,4,牙床,くれどこ,,古代、中国の胡床（コショウ）という腰掛けをまねして作った椅子（イス）。＝呉床〈漢字ペディア〉
F1792,4,牙婆,すあい,,物品の売買の仲介をする人。また、その手数料。仲介料。＝才取（サイとり）、数間〈漢字ペディア〉
F1793,4,画韋,えがわ,,文様を染めたなめしがわ。＝絵革〈漢字ペディア〉
F1794,4,灰酒,あくざけ,,酸化を防ぐために灰汁（あく）を入れてつくる酒。糖分を多く含み、赤くてみりんに似る。飲料・調味料として用いる。熊本特産。赤酒（あかざけ）。〈漢字ペディア〉
F1795,4,怪士,あやかし,,男の亡霊や怨霊（オンリョウ）などを表す能面。〈漢字ペディア〉
F1796,4,外障,うわひ,,瞳（ひとみ）の表面にくもりができて物が見えなくなる病気。⇔内障（そこひ）、底翳（そこひ）、＝上翳、外障眼〈漢字ペディア〉
F1797,4,外持,ほまち,,"#＝帆待
1.臨時の収入。
2.へそくり。〈漢字ペディア〉"
F1798,4,垣内,かいと,,"1.垣根の中。
2.小集落。また、その中の一区画。〈漢字ペディア〉"
F1799,4,楽車,だんじり,,祭りのとき、飾りをつけて引き歩く車。特に、関西方面の言い方。だし。やま。＝檀尻、山車〈漢字ペディア〉
F1800,4,掛絡,から,,"#＝掛落、掛羅
1.禅僧が肩に掛けて前に垂れるようにつける略式の袈裟（ケサ）。
2.根付け。また、根付けのついた印籠（インロウ）など。〈漢字ペディア〉"
F1801,4,掛落,から,,"#＝掛絡、掛羅
1.禅僧が肩に掛けて前に垂れるようにつける略式の袈裟（ケサ）。
2.根付け。また、根付けのついた印籠（インロウ）など。〈漢字ペディア〉"
F1802,4,掛羅,から,,"#＝掛絡、掛落
1.禅僧が肩に掛けて前に垂れるようにつける略式の袈裟（ケサ）。
2.根付け。また、根付けのついた印籠（インロウ）など。〈漢字ペディア〉"
F1803,4,活計,たつき,たずき,"#＝方便
1.「活計（カッケイ：生活すること。また、そのための手段や方法。生活の糧（かて）。暮らしむき。家計。生計。）」に同じ。
2.手段。てがかり。〈漢字ペディア〉"
F1804,4,釜殿,かなえどの,,宮中や将軍家の大奥にあった、湯や膳（ゼン）を準備するための建物。また、そこに仕えた人。かないど。＝鼎殿〈漢字ペディア〉
F1805,4,汗衫,かざみ,,"1.昔、汗とり用に着た麻の単（ひとえ）の短い衣。
2.平安時代以降、貴族の童女などが夏に着た正装用の上着。〈漢字ペディア〉"
F1806,4,完骨,みみせせ,せせ,耳の後ろの小高い部分。また、その骨。〈漢字ペディア〉
F1807,4,看督長,かどのおさ,,平安時代、罪人の逮捕や牢獄（ロウゴク）の看守をした役人。〈漢字ペディア〉
F1808,4,乾鰯,ほしか,,脂肪をしぼったイワシを干した肥料。〈漢字ペディア〉
F1809,4,勘事,こうじ,,"1.とがめて遠ざけること。勘当。
2.拷問すること。〈漢字ペディア〉"
F1810,4,菅麻,すがそ,,スゲを細く裂いたもの。祓（はらえ）の際、身のけがれをはらい清めるのに使う。〈漢字ペディア〉
F1811,4,寒復習,かんざらい,,寒中の早朝などに芸事の復習や練習をすること。寒げいこ。〈漢字ペディア〉
F1812,4,漢織,あやはとり,,雄略天皇の時代に、中国から渡来したといわれる機織りの技術者。〈漢字ペディア〉
F1813,4,漢人,あやひと,,古代、中国から渡来した人々。また、その子孫。漢氏（あやうじ）。〈漢字ペディア〉
F1814,4,岩曲,いわわだ,,岩が水の流れに沿って曲がり、水がよどんでいる所。〈漢字ペディア〉
F1815,4,眼間,まなかい,,目と目の間。目の先。目の前。＝目交〈漢字ペディア〉
F1816,4,気吹戸,いぶきど,,神が罪やけがれを吹き払う所。〈漢字ペディア〉
F1817,4,忌瓮,いわいべ,,神に供えるための神酒（みき）を入れる神聖な容器。＝斎瓮〈漢字ペディア〉
F1818,4,祈年,としごい,,その年の収穫を神に祈ること。〈漢字ペディア〉
F1819,4,寄人,よりゅうど,よりうど,"1.平安時代以後、朝廷の記録所や和歌所などの職員。
2.鎌倉・室町幕府の政所（まんどころ）・問注所・侍所（さむらいどころ）などの職員。〈漢字ペディア〉"
F1820,4,規尼涅,きにーね,,キナの樹皮からとれるアルカロイドの一種。解熱・鎮痛・健胃薬とする。特に、マラリアの特効薬。〈漢字ペディア〉
F1821,4,幾人,いくたり,,"1.どれほどの人数。何人。
2.多くの人数。〈漢字ペディア〉"
F1822,4,磯城,しき,,"#＝城
1.石で築いた砦（とりで）や城。
2.周囲を石で築いた祭場。〈漢字ペディア〉"
F1823,4,戯奴,わけ,,"1.自分を卑下していう語。わたくしめ。
2.目下の人を親しみを込めていう語。そち。おまえ。〈漢字ペディア〉"
F1824,4,脚結,あゆい,,古代の男性が動きやすいように袴（はかま）を膝頭（ひざがしら）の下で結んだひも。⇔手結（たゆい）、＝足結〈漢字ペディア〉
F1825,4,急焼,きびしょ,,「急須（キュウス）」に同じ。〈漢字ペディア〉
F1826,4,牛宿,いなみぼし,,二十八宿（古代中国で、天球を黄道に沿って二八区に分けた星座）の一つ。山羊（やぎ）座の西部に位置する。＝稲見星〈漢字ペディア〉
F1827,4,去年,こぞ,,昨年。特に年の始めに、前の年を振り返って使うことが多い。〈漢字ペディア〉
F1828,4,魚子,ななこ,,彫金技法の一つ。金属盤に魚の卵のように細かい粒を浮き出させたもの。地紋に用いる。＝斜子、七子〈漢字ペディア〉
F1829,4,御髪,おぐし,みぐし,他人の頭髪の敬称。〈漢字ペディア〉
F1830,4,御降,おさがり,,正月三が日に降る雨や雪。〈漢字ペディア〉
F1831,4,御衣,おんぞ,みけし,着る人を敬って、その衣服をいう語。お召し物。〈漢字ペディア〉
F1832,4,御灯明,みあかし,,神仏の前に供える灯火。とうみょう。＝御灯〈漢字ペディア〉
F1833,4,御舎,みあらか,,宮殿を敬っていう語。＝御殿〈漢字ペディア〉
F1834,4,御殿,みあらか,,宮殿を敬っていう語。＝御舎〈漢字ペディア〉
F1835,4,御稜威,みいつ,,神や天皇などの御威光。＝御厳〈漢字ペディア〉
F1836,4,御薪,みかまぎ,,"1.律令（リッリョウ）時代、正月一五日に百官が位階に応じて朝廷に献上したまき。また、その儀式。
2.社寺に奉納するまき。社寺でたくまき。
3.江戸時代、武家で正月一五日に門の両側の柱に飾ったまき。〈漢字ペディア〉"
F1837,4,御食,みけ,,"#＝御饌
1.神への供え物。＝神饌（シンセン）
2.天皇の食事の材料。〈漢字ペディア〉"
F1838,4,御饌,みけ,,"#＝御食
1.神への供え物。＝神饌（シンセン）
2.天皇の食事の材料。〈漢字ペディア〉"
F1839,4,御統,みすまる,,古代の装身具の一つ。多くの珠（たま）を糸でつないで輪にし、首や腕につけて飾りとしたもの。〈漢字ペディア〉
F1840,4,御哭,みね,,大声で泣くこと。泣き叫ぶこと。また、その儀式。＝哭泣（コクキュウ）〈漢字ペディア〉
F1841,4,御佩刀,みはかし,みはかせ,貴人の腰に帯びた刀を敬っていう語。〈漢字ペディア〉
F1842,4,漁父,むらぎみ,,漁民の長。近代では網主や漁業指導者をいう。＝漁翁、村君〈漢字ペディア〉
F1843,4,漁翁,むらぎみ,,漁民の長。近代では網主や漁業指導者をいう。＝漁父、村君〈漢字ペディア〉
F1844,4,狭匙,せっかい,,すり鉢の内側についたものを、かき落とす木製の道具。＝切匙〈漢字ペディア〉
F1845,4,梟帥,たける,,古代、ある地方で勢力があった勇猛な種族の長。＝建〈漢字ペディア〉
F1846,4,響銅,さはり,,銅に錫（すず）・鉛などを加えた黄白色の合金。＝胡銅器〈漢字ペディア〉
F1847,4,仰領,のけくび,,襟を後ろに引いて、襟足が出るように和服を着ること。＝抜衣紋（ぬきエモン）、抜襟〈漢字ペディア〉
F1848,4,曲見,しゃくみ,,能面の一つ。中年の女の面で、狂女物などに用いる。〈漢字ペディア〉
F1849,4,玉章,たまずさ,,"#＝玉梓
1.手紙。便り。消息。
2.使者。使い。〈漢字ペディア〉"
F1850,4,玉響,たまゆら,,ほんの少しの間。一瞬。〈漢字ペディア〉
F1851,4,巾子,こじ,,冠の頂上の後ろに高く突き出た部分。髪を結わえてそこに入れ、根本にかんざしをさして冠がとれないようにした。〈漢字ペディア〉
F1852,4,金巾,かなきん,,細い糸を使った平織りの綿織物。肌着などに用いられる。カネキン。〈漢字ペディア〉
F1853,4,緊唇,あくち,,"1.ひな鳥のくちばしのつけ根の黄色い部分。
2.幼児の口のまわりにできる湿疹（シッシン）。〈漢字ペディア〉"
F1854,4,栩板,とちいた,,社殿や能舞台などの屋根を葺（ふ）くのに用いる板。〈漢字ペディア〉
F1855,4,兄部,このこうべ,,中世、寺社・宮中・武家などで力仕事をした人々の長。〈漢字ペディア〉
F1856,4,兄矢,はや,,二本の矢を持って射るとき、先に射る矢。＝甲矢、早矢〈漢字ペディア〉
F1857,4,奎宿,とかきぼし,,二十八宿の一つ。星座を構成する一六の星の並び方が文の字に似ていることから、文章をつかさどる星とされる。アンドロメダ座。＝斗掻き星〈漢字ペディア〉
F1858,4,軽衫,かるさん,,筒を太くゆったりとし、裾（すそ）を狭くした袴（はかま）の一種。カルサンばかま。〈漢字ペディア〉
F1859,4,瓊音,ぬなと,,玉が触れ合う音。〈漢字ペディア〉
F1860,4,瓊矛,ぬほこ,,玉で飾った矛。〈漢字ペディア〉
F1861,4,堅磐,かきわ,,"1.かたい岩。
2.永久に変わらないことを祝う言葉。〈漢字ペディア〉"
F1862,4,堅塩,きたし,,精製していない固形の塩。〈漢字ペディア〉
F1863,4,権衡,からばかり,,はかり。＝柄秤、唐秤〈漢字ペディア〉
F1864,4,古刃,ふるみ,,昔つくられた刀。古刀。⇔新身（あらみ）、＝古身〈漢字ペディア〉
F1865,4,胡銅器,さはり,,銅・錫（すず）・鉛の合金。また、それで作った仏具や容器。たたくとよい音がする。さわり。＝響銅、砂張〈漢字ペディア〉
F1866,4,後妻,うわなり,,"#＝次妻
1.一夫多妻制の時代に、最初の妻に対してあとにめとった妻。のちに、再婚した妻をもいう。⇔前妻（こなみ）
2.ねたみ。嫉妬（シット）。〈漢字ペディア〉"
F1867,4,口琴,びやぼん,,江戸時代の玩具（ガング）として流行した楽器。細長い鋼鉄をかんざし状に二股（ふたまた）にし、間に針のような鉄をつけたもの。根元を口にくわえ、鉄の先を指で弾いて吹き鳴らす。きやこん。口びわ。＝琵琶笛〈漢字ペディア〉
F1868,4,甲矢,はや,,二本の矢を持って射るとき、先に射るほうの矢。⇔乙矢（おとや）、＝兄矢、早矢〈漢字ペディア〉
F1869,4,行狭,くだりせば,,文章の行間が狭いこと。〈漢字ペディア〉
F1870,4,匣鉢,さや,,陶磁器を焼くとき、保護のために用いる粘土製の容器。〈漢字ペディア〉
F1871,4,幸魂,さきみたま,,人にしあわせを与える神の霊魂。さきたま。＝幸御魂〈漢字ペディア〉
F1872,4,荒麻,あらそ,,アサの繊維で、表皮のついたままのもの。〈漢字ペディア〉
F1873,4,粳稲,うるしね,,「粳（うるち）」に同じ。⇔糯稲（もちいね）〈漢字ペディア〉
F1874,4,鉤素,はりす,,釣り糸のうち、おもりから釣り針までの間に用いる細くて丈夫な糸。目につかないようにナイロンや天蚕糸（てぐす）などを使う。〈漢字ペディア〉
F1875,4,合決,あいじゃくり,,板を接（は）ぎ合わせるとき、板の端の厚みの半分ずつをけずり取って張り合わせる方法。ちがいはぎ。〈漢字ペディア〉
F1876,4,黒衣,くろご,くろこ,"#＝黒子
1.歌舞伎（カブキ）での役者の介添え役や、人形浄瑠璃（ジョウルリ）の人形遣いが着る黒い衣服。また、その人。黒具（くろグ）。
2.自分は表に出ず、裏で人をあやつる人。〈漢字ペディア〉"
F1877,4,婚星,よばいぼし,,流れ星。＝夜這星〈漢字ペディア〉
F1878,4,墾道,はりみち,,新しく切り開かれた道。新道。〈漢字ペディア〉
F1879,4,左義長,どんど,,「左義長（サギチョウ）」に同じ。〈漢字ペディア〉
F1880,4,垂髪,すべらかし,,昔の女性の髪形で、前髪の左右を大きく膨らませ、後ろで結び、背に長くたれ下げたもの。おすべらかし。さげがみ。〈漢字ペディア〉
F1881,4,細瓮,ささべ,,小さい壺（つぼ）。〈漢字ペディア〉
F1882,4,斎人,いわいびと,,神をまつる人。神職。＝忌人〈漢字ペディア〉
F1883,4,斎瓮,いわいべ,,神酒（みき）を入れて神に供えるために清められた容器。いんべ。＝忌瓮〈漢字ペディア〉
F1884,4,斎種,ゆだね,,豊作を祈って斎（い）み清めたイネの種。清浄な種子。〈漢字ペディア〉
F1885,4,斎場,ゆにわ,,神をまつるために清められた場所。＝斎庭〈漢字ペディア〉
F1886,4,裁着,たっつけ,,袴（はかま）の一種。たっつけばかま。裾（すそ）を膝（ひざ）の下でくくりつけ、下部が脚絆（キャハン）仕立てになっている。江戸時代は旅装用、現在は相撲の呼び出しなどが用いる。＝裁衣〈漢字ペディア〉
F1887,4,裁衣,たっつけ,,袴（はかま）の一種。たっつけばかま。裾（すそ）を膝（ひざ）の下でくくりつけ、下部が脚絆（キャハン）仕立てになっている。江戸時代は旅装用、現在は相撲の呼び出しなどが用いる。＝裁着〈漢字ペディア〉
F1888,4,催合,もやい,,共同して物事を行うこと。また、共同で所有すること。＝最合〈漢字ペディア〉
F1889,4,三狐神,さぐじ,,農家でまつる田の神。みけつかみ。〈漢字ペディア〉
F1890,4,三幅,みの,,並幅（約三六（センチメートル））の布を三枚合わせた幅。また、その幅の布。＝三布〈漢字ペディア〉
F1891,4,三布,みの,,並幅（約三六（センチメートル））の布を三枚合わせた幅。また、その幅の布。＝三幅〈漢字ペディア〉
F1892,4,四幅,よの,,"#＝四布
1.並幅の布四枚分の幅。また、その布。
2.「四幅布団（ブトン）」の略。四幅の幅がある布団。〈漢字ペディア〉"
F1893,4,四布,よの,,"#＝四幅
1.並幅の布四枚分の幅。また、その布。
2.「四幅布団（ブトン）」の略。四幅の幅がある布団。〈漢字ペディア〉"
F1894,4,屍櫃,からひつ,,遺体を入れる棺（カン）。ひつぎ。かろうと。＝辛櫃〈漢字ペディア〉
F1895,4,貲布,さいみ,,織り目の粗い麻布。蚊帳（かや）・穀物袋などに用いた。＝細布〈漢字ペディア〉
F1896,4,侍女,まかたち,まかだち,「侍女（ジジョ）」に同じ。＝侍婢〈漢字ペディア〉
F1897,4,侍婢,まかたち,まかだち,「侍女（ジジョ）」に同じ。＝侍女〈漢字ペディア〉
F1898,4,鹿杖,かせづえ,,"1.先端がふたまたになった、つえ。
2.握りの部分がＴ字をした形の撞木（シュモク）づえ。
3.シカの角を握りの部分につけたつえ。〈漢字ペディア〉"
F1899,4,失声,ひごえ,,声がかれて出ないこと。かれ声。＝乾声〈漢字ペディア〉
F1900,4,赭土,そおに,"そほに
そぼに",色のあかい土。古代、顔料などに用いた。〈漢字ペディア〉
F1901,4,弱竹,なよたけ,,"1.細くてしなやかなタケ。若竹。
2.メダケの別称。〈漢字ペディア〉"
F1902,4,弱法師,よろぼうし,よろぼし,よろよろしながら歩く僧。〈漢字ペディア〉
F1903,4,手抉,たくじり,,上代、丸めた土の中央部を指でくじりへこませて作った土器。神前への供え物を盛った。〈漢字ペディア〉
F1904,4,手結,てつがい,,"#＝手番
1.物事の手順。段取り。
2.平安時代、騎射（うまゆみ）・射礼（ジャライ）・賭弓（のりゆみ）などで、射手を組み合わせて競わせた行事。〈漢字ペディア〉"
F1905,4,手玩,てまもり,,おもちゃ。てあそび。〈漢字ペディア〉
F1906,4,主神,かんざね,,"#＝神実
1.神の実体。神の正体。神体。
2.神事をつかさどる人。神主。〈漢字ペディア〉"
F1907,4,酒頰,さかつら,さかづら,酒を飲んで赤くなった顔。また、酒を飲んだように赤い顔。＝酒面〈漢字ペディア〉
F1908,4,寿詞,よごと,,"#＝吉言
1.天皇の御代（みよ）が長く栄えるようにと祝う言葉。また、祝いの言葉。賀詞。
2.祈願の言葉。〈漢字ペディア〉"
F1909,4,十寸鏡,ますかがみ,,非常によく澄んだ鏡。ますみのかがみ。まそかがみ。＝真澄鏡〈漢字ペディア〉
F1910,4,柔手,にこで,,柔らかい手。＝和手〈漢字ペディア〉
F1911,4,重播,しきまき,,古代の不法な行為の一つ。他人が穀物の種を播いた上にまた種を播き、穀物の生長を妨げること。＝頻播〈漢字ペディア〉
F1912,4,重籐,しげどう,,弓の、手でにぎる部分を黒漆で塗り、その上を（トウ）でぎっしり巻いたもの。＝滋籐〈漢字ペディア〉
F1913,4,従者,ずさ,,主人につきしたがう者。ともびと。〈漢字ペディア〉
F1914,4,宿直,とのい,,"1.昔、宮中や役所に宿泊して警護にあたったこと。
2.夜間、貴人の寝所に奉仕すること。〈漢字ペディア〉"
F1915,4,縮縫,いせ,,裁縫で、布を縫いちぢめて丸みやふくらみを出す技法。洋服の袖山（そでやま）などに用いる。かきこみ。ぬいしろ。〈漢字ペディア〉
F1916,4,縮羅,しじら,,縦横に太さの異なる糸を用いたり、縦糸の張り方を不均衡にしたりして、織物の表面に出した細かいちぢみじわ。また、そのしわを出した織物。しじらおり。〈漢字ペディア〉
F1917,4,熟寝,うまい,,気持ちよくぐっすり眠ること。熟睡。＝旨寝、味寝〈漢字ペディア〉
F1918,4,醇酒,かたざけ,,発酵させただけの、濃いどぶろく。濁（にご）り酒・煉（ね）り酒の類。＝堅酒〈漢字ペディア〉
F1919,4,庶妹,ままいも,あらめいも,腹ちがいの妹。異母妹。＝継妹〈漢字ペディア〉
F1920,4,小腹,このかみ,"ほがみ
こがみ",下腹（したはら）。〈漢字ペディア〉
F1921,4,小筒,ささえ,,昔、酒を入れて携帯した竹の筒。＝竹筒〈漢字ペディア〉
F1922,4,竹筒,ささえ,,昔、酒を入れて持ち運んだ竹製のつつ。＝小筒〈漢字ペディア〉
F1923,4,小網,さで,,三角形に交差させた竹に袋状に網を張り、魚をすくいとる漁具。さであみ。＝叉手〈漢字ペディア〉
F1924,4,廂間,ひあわい,,たてこんだ家のひさしとひさしの間の、狭く日の当たらない所。〈漢字ペディア〉
F1925,4,掌酒,さかびと,,神に供える酒の醸造をする人。＝酒人〈漢字ペディア〉
F1926,4,常歩,なみあし,,馬術で、ウマの歩ませ方のなかでもっとも速度の遅いもの。＝並足〈漢字ペディア〉
F1927,4,埴瓮,はにべ,,きめの細かい粘土で作ったかめ。〈漢字ペディア〉
F1928,4,贖児,あがちご,,陰暦六月と一二月の大祓（おおはらえ）に用いた人形（ひとがた）。〈漢字ペディア〉
F1929,4,尻当,いしきあて,,着物の尻の部分の裏を補強するためにつける布。しりあて。＝居敷当〈漢字ペディア〉
F1930,4,尻籠,しこ,,ツヅラフジのつるや竹で編んだ、矢を入れる容器。＝矢壺、矢籠〈漢字ペディア〉
F1931,4,尻臀,しりこぶた,,尻の左右の肉の豊かな部分。しりたむら。しりたぶ。〈漢字ペディア〉
F1932,4,針孔,みず,めど,針の端にあって糸を通す小さな穴。はりのみみ。＝針眼（みず）〈漢字ペディア〉
F1933,4,針眼,みず,,針の端にあって糸を通す小さな穴。はりのみみ。＝針孔〈漢字ペディア〉
F1934,4,新墾田,あらきだ,,新しく開墾した田んぼ。新田（シンデン）。〈漢字ペディア〉
F1935,4,新墾,にいばり,にいはり,新しく開墾すること。また、その田畑や道。＝新治〈漢字ペディア〉
F1936,4,新治,にいばり,にいはり,新しく開墾すること。また、その田畑や道。＝新墾〈漢字ペディア〉
F1937,4,槙皮,まいはだ,,マキの幹の内皮をはぎ、砕いて柔らかい繊維状にしたもの。舟やおけなどの水漏れを防ぐため、継ぎ目に詰めこむ。のみ。のめ。＝槙肌〈漢字ペディア〉
F1938,4,親族,うから,,血縁関係にある人々。〈漢字ペディア〉
F1939,4,水分,みくまり,,山から流れでる水が分かれる所。分水嶺（ブンスイレイ）〈漢字ペディア〉
F1940,4,水翻,みずこぼし,,茶道で、茶碗（チャワン）のすすぎ湯を捨てる容器。＝建水（ケンスイ）〈漢字ペディア〉
F1941,4,正身,そうじみ,,まさしくその人。本人。当人。〈漢字ペディア〉
F1942,4,生皮苧,きびそ,,繭から生糸をとるときに出る糸くずなどを、集めて乾燥させたもの。絹糸紡績などの原料とする。〈漢字ペディア〉
F1943,4,生血,のり,,まだ乾かないねばりけのある血。血糊（ちのり）。〈漢字ペディア〉
F1944,4,青麻,あおそ,いちび,"あおそ…アサの粗皮（あらかわ）を水にさらし、薄く裂いて作った繊維。＝青苧〈漢字ペディア〉
いちび…アオイ科の一年草。高さ約1.5メートル。心臓形の葉が互生する。夏から秋に、黄色い5弁花を開く。茎の皮から繊維をとり、綱や粗布、畳表の糸などに使う。インドの原産。きりあさ。＝黄麻〈大辞泉〉"
F1945,4,清器,おかわ,,持ち運びできる便器。おまる。＝御厠〈漢字ペディア〉
F1946,4,清箱,しのはこ,,便器。大壺（おおつぼ）。おまる。＝尿の箱〈漢字ペディア〉
F1947,4,清搔,すががき,,"#＝菅搔、菅垣
1.和琴（ワゴン）の奏法の一つ。
2.琴・三味線で歌のない曲。
3.遊女が店先で客を待つときに弾いた三味線の曲。〈漢字ペディア〉"
F1948,4,勢車,はずみぐるま,,機械などの回転軸に取りつけて、回転をなめらかにする重い車。フライホイール。＝弾み車〈漢字ペディア〉
F1949,4,誓湯,くかたち,,古代の裁判の方法。神に誓約して熱湯に手を入れさせ、火傷（やけど）を負ったものを邪とし、負わないものを正とした。くがたち。＝探湯、盟神探湯〈漢字ペディア〉
F1950,4,探湯,くかたち,"くがたち
くがだち",古代の裁きの方法。神に誓って、熱湯に手を入れさせ、火傷（やけど）をしたものは邪、火傷をしなかったものは正とした。＝盟神探湯、誓湯〈漢字ペディア〉
F1951,4,盟神探湯,くかたち,くがたち,古代、神に誓約してから熱湯に手を入れさせ、火傷（やけど）を負ったものを邪とし、火傷を負わないものを正とした裁きの方法。＝誓湯、探湯〈漢字ペディア〉
F1952,4,夕星,ゆうずつ,,夕方、西の空に見える金星。宵の明星（ミョウジョウ）。＝長庚〈漢字ペディア〉
F1953,4,長庚,ゆうずつ,ゆうつず,「長庚（チョウコウ）」に同じ。＝夕星〈漢字ペディア〉
F1954,4,斥候,うかみ,,「斥候（セッコウ）」に同じ。＝窺見〈漢字ペディア〉
F1955,4,石漆,せしめうるし,,ウルシの枝からかきとったままの液。粘り気が強く、接着用などにする。＝瀬〆漆〈漢字ペディア〉
F1956,4,績麻,うみお,うみそ,つむいだ麻糸。＝績苧〈漢字ペディア〉
F1957,4,切麻,きりぬさ,,アサまたは紙とサカキの葉を細かく切り、米と混ぜてまきちらすもの。神前を清めるために用いた。小幣（こぬさ）。＝切幣〈漢字ペディア〉
F1958,4,夜業,よなべ,,夜、仕事をすること。夜（よ）仕事。＝夜鍋〈漢字ペディア〉
F1959,4,摂腰,せひえ,,幅広く仕立てた腰帯。律令（リツリョウ）制の武官が礼服を着用する際に用いた。＝接腰〈漢字ペディア〉
F1960,4,節季候,せきぞろ,,近世、歳末から新年にかけて赤い布で頭を覆い「せきぞろござれや」とはやしながら家々を回り、米や金品を請い歩いた遊芸。〈漢字ペディア〉
F1961,4,説道,いうならく,,世間の人が言うことには。聞くところによれば。〈漢字ペディア〉
F1962,4,川曲,かわわ,,川が折れ曲がってゆるやかに流れている所。かわくま。〈漢字ペディア〉
F1963,4,専女,とうめ,,"1.老いた女性。老女。
2.「伊賀専女（いがとうめ）」の略。老いたキツネの別称。〈漢字ペディア〉"
F1964,4,浅甕,さらけ,さらげ,酒をつくるのに用いた底が浅いかめ。〈漢字ペディア〉
F1965,4,洗膾,あらい,,新鮮なコイやスズキなどを薄く切り、冷水で引きしめた料理。＝洗魚〈漢字ペディア〉
F1966,4,洗魚,あらい,,新鮮なコイやスズキなどを薄く切り、冷水で引きしめた料理。＝洗膾〈漢字ペディア〉
F1967,4,船首,みよし,,船の先端の波を切る部分。へさき。＝水押、舳〈漢字ペディア〉
F1968,4,煎汁,いろり,,かつおぶしや大豆の煮出し汁。調味用。＝色利〈漢字ペディア〉
F1969,4,嬋媛,おそよか,,あでやかで美しいさま。うるわしいさま。つややか。〈漢字ペディア〉
F1970,4,膳夫,かしわで,,古代、宮中で食事の準備をした人。料理人。また、食膳を供えること。〈漢字ペディア〉
F1971,4,素破,すわ,,さあ。そら。突然のことに驚いて出す語。＝驚破〈漢字ペディア〉
F1972,4,蘇民書札,そみかくだ,,山伏や修験者などの別称。＝曽美加久堂〈漢字ペディア〉
F1973,4,早苗饗,さなぶり,,田植えが終わった祝いで、田の神を送る祭礼。＝早上り（さのぼり）〈漢字ペディア〉
F1974,4,惣暗,つつくら,,何も見えないまっくらなやみ。真のやみ。〈漢字ペディア〉
F1975,4,葬帷子,はぶりかたびら,,葬儀のときに棺（ひつぎ）を覆うかたびら。〈漢字ペディア〉
F1976,4,造酒児,さかつこ,,大嘗祭（ダイジョウサイ）のとき、斎場で神に供える神酒（みき）の醸造に従事する少女。＝造酒童女〈漢字ペディア〉
F1977,4,造酒童女,さかつこ,,大嘗祭（ダイジョウサイ）のとき、斎場で神に供える神酒（みき）の醸造に従事する少女。＝造酒児〈漢字ペディア〉
F1978,4,太占,ふとまに,,シカの肩の骨を焼き、その割れ目の形で吉凶を占う古代の占い。＝太兆〈漢字ペディア〉
F1979,4,太兆,ふとまに,,シカの肩の骨を焼き、その割れ目の形で吉凶を占う古代の占い。＝太占〈漢字ペディア〉
