ID,難易度,問題,解答,意味
B0977,3,その像を【肖】りて之に事う,かたど,"関連熟語：肖像（ショウゾウ）
★肖る（かたど-る）
似せて絵や彫刻などにする。〈漢辞海〉"
B0978,3,その輪奐の美を【討】ねて殿堂を廻る,たず,"関連熟語：検討（ケントウ）
★討ねる（たず-ねる）
訪問する。おとずれる。〈漢辞海〉"
B0979,3,ただ功徳の為に幾桛と糸を【績】ぐ,つむ,"関連熟語：紡績（ボウセキ）
★績ぐ（つむ-ぐ）
麻などの繊維をつむいで糸にする。〈漢辞海〉"
B0980,3,ひとえ【四片】の白蓮華,よひら,"関連熟語：--
★四片（よひら）
花弁が四枚あること。また、その花弁。紫陽花の花をいう。〈日本国語大辞典〉"
B0981,3,一切の【罪科】もない人間を縄に掛ける,つみとが,"関連熟語：罪科（ザイカ）
★罪科（つみとが）
1.つみととが。悪事と過失。その責任。罪過。
2.キリスト教で、神の意志にそむくことをいう。〈日本国語大辞典〉"
B0982,3,一斗を過ぎざるに【径】ちに酔いたり,ただ,"関連熟語：径行（ケイコウ）
★径ちに（ただ-ちに）
1.直接に。真っすぐに。何かを間に介在させない意。
2.すぐに。動作や行為が時間を置くことなく発生する意。
3.任意に。思ったままに。〈漢辞海〉"
B0983,3,一日の敵を【縦】すは、数世の患いなり,ゆる,"関連熟語：擒縦（キンショウ）
★縦す（ゆる-す）
見逃す。すておく。〈漢辞海〉"
B0984,3,一觴一詠、【漢才】殊に穎れる,からざえ,"関連熟語：--
★漢才（からざえ）
漢学の才能。漢学に通じること。〈漢字ペディア〉"
B0985,3,雨の流れたるを凄まじき瀑と【錯】りけるなり,あやま,"関連熟語：失錯（シッサク）
★錯る（あやま-る）
しそこなう。まちがえる。〈漢辞海〉"
B0986,3,燕王【幾】ど死して幸いに逃る,ほとん,"関連熟語：幾望（キボウ）
★幾ど（ほとん-ど）
あと少しのところで。もう少しで。〈漢字ペディア〉"
B0987,3,遠人と【接】わるに礼を以てす,まじ,"関連熟語：面接（メンセツ）
★接わる（まじ-わる）
触れる。〈漢辞海〉"
B0988,3,何ぞ久しく天下の士を【稽】むるに足らんや,とど,"関連熟語：稽留（ケイリュウ）
★稽まる（とど-まる）
遅延する。〈漢辞海〉"
B0989,3,何も言わずに【肯】いた,うなず,関連熟語：首肯（シュコウ）
B0990,3,価を【諧】えて然るのち、去るを得,ととの,"関連熟語：諧価（カイカ）
★諧う（ととの-う）
調和する。他とうまく調子があう。他とのバランスがとれる。〈漢字ペディア〉"
B0991,3,家を【主】り賓客を待たしむ,つかさど,"関連熟語：主税（シュゼイ）
★主る（つかさど-る）
リーダーとなって物事を処理する。統率する。〈漢辞海〉"
B0992,3,禍故重畳し、凶問【累】りに集る,しき,"関連熟語：累進（ルイシン）
★累りに（しき-りに）
しばしば。〈漢辞海〉"
B0993,3,我【親】ら千人の垢を去らん,みずか,"関連熟語：親展（シンテン）
★親ら（みずか-ら）
自分で直接に。自分から。特に、天子が直接行うときに用いる。〈漢字ペディア〉"
B0994,3,皆国事を以て君を【累】わす,わずら,"関連熟語：係累（ケイルイ）
★累わす（わずら-わす）
1.面倒をかける。頼んで手数をかける。
2.迷惑をかける。
3.損なう。さまたげる。〈漢辞海〉"
B0995,3,寒暄の辞を【陳】べる,の,"関連熟語：開陳（カイチン）
★陳べる（の-べる）
自分の考えを申し立てる。意見を展開して説き示す。〈漢字ペディア〉"
B0996,3,寛を以て猛を【済】い、猛を以て寛を済う,すく,"関連熟語：済度（サイド）
★済う（すく-う）
困難の場にいる人に財物などを与え、助け出す。〈漢字ペディア〉"
B0997,3,漢才【詣】りたる翁ども,いた,"関連熟語：造詣（ゾウケイ）
★詣る（いた-る）
1.行き着く。
2.学問などが深い境地まで到達する。〈漢字ペディア〉"
B0998,3,翰墨を以て自ら【娯】しむ,たの,"関連熟語：歓娯（カンゴ）
★娯しむ（たの-しむ）
笑い興じて、心を慰める。心を愉快にして興じる。〈漢字ペディア〉"
B0999,3,奇策が対抗馬の力を【殺】いだ,そ,"関連熟語：減殺（ゲンサイ）
★殺ぐ（そ-ぐ）
けずるようにして量をへらす。はぶく。弱くする。くじく。〈漢字ペディア〉"
B1000,3,既に聞き【陳】した迂説である,ふる,"関連熟語：陳腐（チンプ）
★陳い（ふる-い）
時を経たさま。久しい。〈漢辞海〉"
B1001,3,久闊の情を【叙】べる,の,"関連熟語：叙情（ジョジョウ）
★叙べる（の-べる）
1.順序立てて陳述する。
2.ありのままにのべる。〈漢字ペディア〉"
B1002,3,郷党には歯を【尚】ぶ,"たっと
とうと","関連熟語：尚歯（ショウシ）
★尚ぶ（たっと-ぶ／とうと-ぶ）
1.高い価値のあるものとして尊敬する。
2.好みあがめる。重視する。
3.助ける。〈漢辞海〉
▼郷党(ｷｮｳﾄｳ)には歯(ﾖﾜｲ)を尚ぶ…郷里にあっては、親疎貴賤の別に従うよりも、年長者を尊ぶ。〈故事俗信ことわざ大辞典〉"
B1003,3,業を【創】め統を垂る,はじ,"関連熟語：創業（ソウギョウ）
▼業(ｷﾞｮｳ)を創め統(ﾄｳ)を垂(ﾀ)（た）る…君子が事業の基礎をかためて、それを後の世の子孫に伝える。〈故事俗信ことわざ大辞典〉"
B1004,3,錦を衣て絅を【尚】う,くわ,"関連熟語：衣錦尚絅（イキンショウケイ）
★尚える（くわ-える）
ものの上に加える。〈漢辞海〉
▼錦(ﾆｼｷ)を衣(ｷ)て絅(ｹｲ)を尚う…美しい着物の上に薄いひとえを重ねて着る。君子が自分の美徳を他に誇らず謙虚であることのたとえ。〈故事俗信ことわざ大辞典〉"
B1005,3,金人金幣を【須】むるに千万を以て計す,もと,"関連熟語：須要（シュヨウ／スヨウ）
★須める（もと-める）
1.必要とする。
2.要求する。
3.採用する。〈漢辞海〉"
B1006,3,九層の【台】は累土より起こる,うてな,"関連熟語：灯台（トウダイ）
★台（うてな）
1.見晴らしのよい高い建物。高殿(ﾀｶﾄﾞﾉ)。
2.物をのせる台。〈漢字ペディア〉
▼九層(ｸｿｳ)の台は累土(ﾙｲﾄﾞ)より起(ｵ)こる…九階の高層建築も最初はわずかの土を積みあげることから始まる。小さな物の積み重ねが、結局は大をなすことのたとえ。〈故事俗信ことわざ大辞典〉"
B1007,3,苦汁を【咽】んだような渋っ面,の,"関連熟語：咽下（エンゲ／エンカ）
★咽む／嚥む（の-む）
かたまりなど、つかえた物をのみくだす。ぐっとのみこむ。〈漢字ペディア〉"
B1008,3,愚民の上に【苛】き政府あり,"から
むご","関連熟語：苛政（カセイ）
★苛い（から-い／むご-い）
きびしい。むごい。〈漢辞海〉"
B1009,3,君子の道は、端を夫婦に【造】す,な,関連熟語：造端（ゾウタン）
B1010,3,君腥を賜えば必ず【熟】て之を薦む,に,"関連熟語：半熟（ハンジュク）
★熟る（に-る）
火を通して食べられるようにする。〈漢辞海〉"
B1011,3,軽く頰が【熱】るまで火を熾した,ほて,"関連熟語：情熱（ジョウネツ）
★熱る（ほて-る）
体や顔が熱くなる。また、そのように感じる。〈漢字ペディア〉"
B1012,3,見上げし母の目は漸く娘に【転】りぬ,うつ,関連熟語：転居（テンキョ）
B1013,3,古より国家の禍いは小人に【造】まる,はじ,"関連熟語：刱造（ソウゾウ）
★造まる（はじ-まる）
開始する。起こる。〈漢辞海〉"
B1014,3,枯を摧き朽を【拉】く,"くじ
くだ",関連熟語：拉朽（ロウキュウ）
B1015,3,吾、子を【距】ぐ所以を知る,ふせ,"関連熟語：距戦（キョセン）
★距ぐ／拒ぐ（ふせ-ぐ）
抵抗する。〈漢辞海〉"
B1016,3,巧言を弄し世を瞞き、名を【干】め利を射る,もと,"関連熟語：干禄（カンロク）
★干める（もと-める）
1.追求する。手に入れようとする。
2.ある目的をもって会見することを願う。〈漢辞海〉"
B1017,3,国には【造】があり、県には首（かばね）がある,みやつこ,"関連熟語：--
★造（みやつこ）
古代の姓(ｶﾊﾞﾈ)の一つ。世襲で朝廷などの部民(ﾍﾞﾐﾝ)を統率した氏族である伴造(ﾄﾓﾉﾐﾔﾂｺ)に多く与えられた。〈漢字ペディア〉"
B1018,3,財を悉くして其の口を【弥】う,つくろ,"関連熟語：弥縫（ビホウ）
★弥う（つくろ-う）
綻びを縫い合わせる。やりくりして補う。〈漢辞海〉"
B1019,3,榊と【紙垂】を通した玉串,かみしで,"関連熟語：--
★紙垂／紙四手（かみしで）
1. (「しで」は、玉串（たまぐし）や注連縄（しめなわ）などに垂れ下げるもの) 木綿四手（ゆうしで）に対して、紙で作った四手。古くは木綿（ゆう）を用いたが、後に紙で代用した。しで。
2.商品などの包装に用いる紙の紐。〈日本国語大辞典〉"
B1020,3,山を出でて故人の家に【舎】す,やど,"関連熟語：舎営（シャエイ）
★舎る（やど-る）
1.宿をとってくつろぐ。
2.とどまる。家を構えて住む。〈漢字ペディア〉"
B1021,3,四瀆を撃汰して【杭】る,わた,"関連熟語：--
★杭る／航る（わた-る）
川を渡航する。〈漢辞海〉"
B1022,3,四時【迭】いに起こり、万物循いて生ず,たが,"関連熟語：迭起（テッキ）
★迭いに（たが-いに）
かわるがわるに。〈漢辞海〉"
B1023,3,疾く録すに字を【爽】えず,たが,"関連熟語：爽約（ソウヤク）
★爽う（たが-う）
誤る。違反する。〈漢辞海〉"
B1024,3,酒次第に廻りて、席漸く【濫】る,みだ,"関連熟語：濫政（ランセイ）
★濫れる（みだ-れる）
1.ある範囲を超える。度が過ぎる。
2.道理にそむく。あやまちをおかす。〈漢字ペディア〉"
B1025,3,舟を同じくして江を【済】る,わた,"関連熟語：済勝（サイショウ／セイショウ）
★済る（わた-る）
川や障害などを無事に通り切る。〈漢字ペディア〉"
B1026,3,衆介皆命を【逆】えて辞せず,むか,"関連熟語：逆旅（ゲキリョ）
★逆える（むか-える）
1.出迎える。
2.迎撃する。
3.受け取る。
4.推し量る。測る。〈漢辞海〉"
B1027,3,十人を【将】い、往き掘りてその金を得,ひき,"関連熟語：将帥（ショスウイ）
★将いる（ひき-いる）
兵士を統率する。兵隊を指揮する。〈漢字ペディア〉"
B1028,3,俊を【非】り傑を疑う,そし,"関連熟語：非難（ヒナン）
★非る／誹る（そし-る）
人の欠点を指摘して、見下げて悪くいう。非難する。責める。〈漢字ペディア〉"
B1029,3,諸王また【率】ね驕逸不法なり,おおむ,"関連熟語：大率（タイソツ）
★率ね（おおむ-ね）
1.大概。おおよそ。ふつう。行為や状況へのかなり確かな推量を表す。
2.すべて。みな。行為や状況が一律である意。〈漢辞海〉"
B1030,3,諸色の挙選、且く【権】に停むべし,かり,"関連熟語：権化（ゴンゲ）
★権に（かり-に）
しばらく。〈漢辞海〉"
B1031,3,色荒を以て君を【誘】くまじ,おび,"関連熟語：--
★誘く（おび-く）
だましてさそう。あざむいて引き寄せる。〈日本国語大辞典〉"
B1032,3,深海の底のように文目も【弁】かぬ真暗闇,わ,"関連熟語：弁別（ベンベツ）
★弁ける（わ-ける）
見きわめる。よりわける。区別する。〈漢字ペディア〉"
B1033,3,神の【標野】を犯す事を忌む,しめの,"関連熟語：--
★標野（しめの）
皇族や貴族が所有する野原で、一般の出入りを禁じた所。狩猟などの場とされた。≒禁野(ｷﾝﾔ)〈漢字ペディア〉"
B1034,3,臣の明の能く【逆】め睹る所に非ず,あらかじ,"関連熟語：逆睹（ギャクト／ゲキト）
★逆め（あらかじ-め）
物事に先立って。前もって。〈漢辞海〉"
B1035,3,身分に【距】たりのある男女の恋,へだ,"関連熟語：距離（キョリ）
★距てる（へだ-てる）
物と物や人と人の間をはなす。遠ざける。〈漢字ペディア〉"
B1036,3,進退ここに【谷】まる,きわ,"関連熟語：--
★谷まる（きわ-まる）
行き詰まって身動きがとれず、困りはてる。〈漢字ペディア〉"
B1037,3,人の短を【道】うなかれ、己の長を説くなかれ,い,"関連熟語：言語道断（ゴンゴドウダン）
★道う（い-う）
話す。言葉を述べる。説く。〈漢字ペディア〉"
B1038,3,人形の好醜、延寿に【逮】ばず,およ,"関連熟語：逮夜（タイヤ）
★逮ぶ（およ-ぶ）
1.ある点に達する。とどく。
2.追いつく。〈漢字ペディア〉"
B1039,3,錐刀を以て太山を【堕】たんとす,こぼ,"関連熟語：--
★堕つ（こぼ-つ）
こわす。やぶる。〈漢辞海〉"
B1040,3,世に【双】ぶ者のない穎才である,なら,"関連熟語：双璧（ソウヘキ）
★双ぶ（なら-ぶ）
同じようなものが二つそろう。二者の才能などが匹敵する。たぐう。〈漢字ペディア〉"
B1041,3,世の飢饉に【値】い、貧窮して衣食に困しむ,あ,"関連熟語：値遇（チグウ／チグ）
★値う（あ-う）
1.出くわす。当面する。
2.一致する。〈漢辞海〉"
B1042,3,聖人要を執れば、四方来たりて【効】す,いた,"関連熟語：効死（コウシ）
★効す（いた-す）
1.つくす。つとめる。はたらきかける。
2.ききめをあらわす。明らかにする。〈漢字ペディア〉"
B1043,3,先王の大物を【班】かつ,わ,"関連熟語：班田（ハンデン）
★班ける（わ-ける）
1.物を分配する。わけ与える。
2.群れを二つにわける。〈漢字ペディア〉"
B1044,3,先哲に【率】わず酒に荒耽す,したが,"関連熟語：率由（ソツユウ）
★率う（したが-う）
1.ひきいる。ひきしたがえる。
2.つきしたがう。それないようにする。〈漢字ペディア〉"
B1045,3,遷客騒人多く于に【会】まる,あつ,"関連熟語：会計（カイケイ）
★会まる（あつ-まる）
集合する。〈漢辞海〉"
B1046,3,前帝の【禅】りを受けて南面の徳を治む,ゆず,"関連熟語：禅譲（ゼンジョウ）
★禅る（ゆず-る）
天子がその位をゆずる。譲位する。〈漢字ペディア〉"
B1047,3,前門に虎を【拒】いで後門に狼を進む,ふせ,"関連熟語：防拒（ボウキョ）
★拒ぐ（ふせ-ぐ）
こばみとどめる。そばに寄せつけないようにする。〈漢字ペディア〉"
B1048,3,早く永約を【訂】む,さだ,"関連熟語：訂盟（テイメイ）
★訂める（さだ-める）
話しあったうえで締結する。〈漢辞海〉"
B1049,3,太守の襟韻【苦】だ超越す,はなは,"関連熟語：苦寒（クカン）
★苦だ（はなは-だ）
1.極めて。とても。…すぎる。程度が度をこえている意。
2.極力。しつこく。しきりに。ねんごろに。ある動作を力をつくして行う意。〈漢辞海〉"
B1050,3,太平洋を【絶】りて北米桑港に往く,わた,関連熟語：絶海（ゼッカイ）
B1051,3,大かた【生熟】れの悪人なり,なまな,"関連熟語：熟成（ジュクセイ）
★生熟れ／生馴れ（なまな-れ）
1.まだその道に熟達していないこと。未熟であること。また、そのさまやその人。
2.鮒(ふな)や鮎(あゆ)などで作る熟鮨(なれずし)の、十分に熟(う)れていない半熟の状態。また、その状態で食べる鮨。一説に、早鮨(はやずし)。一夜鮨。なまなりずし。
3.果物などの、まだ十分に熟していないもの。半熟。〈日本国語大辞典〉"
B1052,3,調べ高うして知音【少】なり,まれ,"関連熟語：希少（キショウ）
▼調べ高(ﾀｺ)うして知音(ﾁｲﾝ)少なり…あまりに高尚すぎる音楽には理解者が少ない。人も、あまりに気高く清廉すぎると親しまれない。〈故事俗信ことわざ大辞典〉"
B1053,3,追戎は恪無く、窮寇は【格】たず,う,"関連熟語：格闘（カクトウ）
★格つ／挌つ（う-つ）
1.追撃する。反攻する。
2.打ち殺す。
3.たたかう。〈漢辞海〉"
B1054,3,鍔迫り合いでお互い【創】を被った,きず,"関連熟語：創痍（ソウイ）
★創（きず）
切りきず。刃物で切ったきず。〈漢字ペディア〉"
B1055,3,天に【法】るは天地を治むるの道なり,のっと,"関連熟語：法天（ホウテン）
★法る（のっと-る）
基準･模範として、ならいしたがう。〈漢字ペディア〉"
B1056,3,天下の道あれば、道を以て身に【殉】わしむ,したが,"関連熟語：殉死（ジュンシ）
★殉う（したが-う）
1.死んだ人を追って死ぬ。
2.あることのために身をささげる。〈漢字ペディア〉"
B1057,3,天頻りに異を見し、地【数】震動す,しばしば,"関連熟語：頻数（ヒンスウ／ヒンサク）
★数／数数（しばしば）
何度も。たびたび。〈漢字ペディア〉"
B1058,3,伝聞何ぞ【尽】く信ずべけんや,ことごと,"関連熟語：悉尽（シツジン）
▼伝聞(ﾃﾞﾝﾌﾞﾝ)何ぞ尽く信ずべけんや…うわさをすべて信ずることはできない。人から伝え聞くことには誤りが多い。〈故事俗信ことわざ大辞典〉"
B1059,3,党輩を【原】して平民と為す,ゆる,"関連熟語：原宥（ゲンユウ）
★原す（ゆる-す）
赦免する。罪をゆるめる。〈漢辞海〉"
B1060,3,唐尭位を【遜】るも虞舜は怡ばず,ゆず,"関連熟語：遜位（ソンイ）
★遜る（ゆず-る）
自分を差しおいて、他人を先にする。自分が後ろへ下がる。〈漢字ペディア〉"
B1061,3,頭を【低】れ故郷を思う,た,"関連熟語：低頭（テイトウ）
★低れる（た-れる）
1.低くする。低くなる。さげる。さがる。
2.たれさがる。〈漢辞海〉"
B1062,3,道術を【展】べて政あるに施す,の,"関連熟語：展開（テンカイ）
★展べる（の-べる）
広げる。平面的に長くのばす。また、広く並べる。〈漢字ペディア〉"
B1063,3,之を斉うるに礼を以てすれば恥有りて且つ【格】し,ただ,"関連熟語：格心（カクシン）
★格す（ただ-す）
道理や法則に合うように、行いを正しくする。あやまちを改める。〈漢字ペディア〉"
B1064,3,之を民に【暴】わして民も之を受けたり,あら,"関連熟語：暴露（バクロ）
★暴わす（あら-わす）
表に出る。明らかになる。〈漢辞海〉"
B1065,3,髪を攫んで【拉】き倒す,ひ,"関連熟語：拉致（ラチ／ラッチ）
★拉く（ひ-く）
引き連れる。〈漢辞海〉"
B1066,3,彼の寂寥に【肖】た面影を持つ人,に,"関連熟語：不肖（フショウ）
★肖る（に-る）
外見がもとの姿や形にそっくりである。〈漢字ペディア〉"
B1067,3,彼方と此方とを【権】り比べる,はか,"関連熟語：権謀（ケンボウ）
★権る（はか-る）
1.物の重さをはかる。
2.策略をめぐらす。物事の善し悪しを考えてうまくいくように手配する。〈漢字ペディア〉"
B1068,3,美酒佳肴が所狭しと【陳】なる,つら,"関連熟語：出陳（シュッチン）
★陳ねる（つら-ねる）
列をそろえ、きちんと整えて並べる。また、平らに並べる。〈漢字ペディア〉"
B1069,3,貧人富みを致し、老人【少】きに還らむ,わか,"関連熟語：幼少（ヨウショウ）
★少い（わか-い）
1.年が若い。
2.おさない。〈漢辞海〉"
B1070,3,斧や鎌を揮って六【片】分働く,ぺんす,"関連熟語：--
★片（ぺんす）
イギリスの貨幣単位。一〇〇ペンスで一ポンド。単数形ペニーの複数形。〈漢字ペディア〉"
B1071,3,武王人をして殷を【候】わしむ,うかが,"関連熟語：斥候（セッコウ）
★候う（うかが-う）
さぐる。そっとようすをのぞく。〈漢字ペディア〉"
B1072,3,物に【格】りて知を致す,いた,"関連熟語：格物致知（カクブツチチ）
★格る（いた-る）
物事の本質に行き着く。きわめる。達する。〈漢字ペディア〉"
B1073,3,兵を【縦】ちて殺戮せしむること五日間なりき,はな,"関連熟語：操縦（ソウジュウ／ソウショウ）
★縦つ（はな-つ）
1.放出する。
2.矢を射る。
3.火をつける。
4.兵を出す。
5.釈放する。
6.身をおどらせる。飛び込む。〈漢辞海〉"
B1074,3,凡そ染は春に【暴】し練る,さら,"関連熟語：暴書（バクショ）
★暴す（さら-す）
さらけ出す。〈漢辞海〉"
B1075,3,毎に彼の隆準を【調】る,あざけ,"関連熟語：調戯（チョウギ）
★調る（あざけ-る）
嘲笑する。からかう。〈漢辞海〉"
B1076,3,毎日十里【宛】行軍した,ずつ,"関連熟語：--br>★宛（ずつ）
1.同じ数を割りあてることを表す。
2.同じ数量を繰り返すことを表す。〈漢字ペディア〉"
B1077,3,万金を【資】けて東のかた韓魏に遊ばしむ,たす,"関連熟語：資益（シエキ）
★資ける（たす-ける）
元手を出してたすける。また、金品や条件を与えて援助する。〈漢字ペディア〉"
B1078,3,務めて自ら矯厲し、【雅】に清談を尚ぶ,つね,"関連熟語：雅意（ガイ）
★雅（つね）
平素から。つねづね。もともと。かねがね。〈漢字ペディア〉"
B1079,3,無恙を駕し且つ儂（わ）が春衣を【美】む,ほ,"関連熟語：褒美（ホウビ）
★美める（ほ-める）
りっぱであるとたたえる。〈漢辞海〉"
B1080,3,容姿ことごとく【暴】らかなり,あら,"関連熟語：暴虐（ボウギャク）
★暴い（あら-い）
あらあらしい。〈漢辞海〉"
B1081,3,流民の【蒸】くして癘疫を為さん,おお,"関連熟語：蒸民（ジョウミン）
★蒸い（おお-い）
多い。〈漢辞海〉"
B1082,3,令を下して師を【班】す,かえ,"関連熟語：班師（ハンシ）
★班す（かえ-す）
軍隊をひき返す。〈漢辞海〉"
B1083,3,礼楽を【説】び詩書を敦くす,よろこ,"関連熟語：説楽（エツラク）
★説ぶ／悦ぶ（よろこ-ぶ）
心からうれしく思う。〈漢辞海〉"
B1084,3,労して【罷】れ死して転（す）てらる,つか,"関連熟語：罷駑（ヒド）
★罷れる／疲れる（つか-れる）
疲労したさま。〈漢辞海〉"
B1085,3,俛焉として孳孳たるあり、斃れて【后】已む,のち,"関連熟語：午后（ゴゴ）
▼斃(ﾀｵ)れて后已(ﾔ)む…死んだあとでやっと終わる。死ぬまで、けんめいに努力して途中でくじけない。死してのちやむ。〈故事俗信ことわざ大辞典〉"
B1086,3,厥の佚を【淫】にし、天及び民の従うとを顧みず,ほしいまま,"関連熟語：淫蕩（イントウ）
★淫（ほしいまま）
放縦なさま。勝手し放題であるさま。〈漢辞海〉"
B1087,3,夸者は権に死し、品庶は生を【毎】る,むさぼ,"関連熟語：毎生（マイセイ）
★毎る（むさぼ-る）
執着する。〈漢辞海〉"
B1088,3,烽火岡巒を【被】う,おお,"関連熟語：被膜（ヒマク）
★被う（おお-う）
保護したり、隠したりするために上にかぶせる。〈漢字ペディア〉"
B1089,3,蒹葭斥土に【弥】し,あまね,関連熟語：弥綸（ビリン）
B1090,3,薑を【撤】てずして食らう,す,"関連熟語：撤去（テッキョ）
★撤てる（す-てる）
取り除く。のぞく。〈漢辞海〉"
B1091,3,蝙蝠傘を【展】げたような雪の山,ひろ,"関連熟語：親展（シンテン）
★展げる（ひろ-げる）
のばし開く。広くする。〈漢字ペディア〉"
B1092,3,褌を【緊】めて掛かる,し,"関連熟語：緊褌（キンコン）
★緊める（し-める）
きつくひきしめる。〈漢字ペディア〉"
B1093,3,驍名を謳われる【健】か者なり,したた,"関連熟語：健啖（ケンタン）
★強か／健か（したた-か）
1.しっかりしているさま。確かなさま。
2. 分量が多いさま。おびただしいさま。たくさん。
3.程度がはなはだしいさま。大層なさま。
4.非常に強いさま。勇猛であるさま。また、容易に他に屈しないさま。
5.見かけはそうは見えないが、相当の能力をもち、簡単にはこちらの思うようにならない人のさま。多くは悪い場合にいう。一筋なわではいかないさま。〈日本国語大辞典〉"
B1094,3,鷙鳥百を【累】ぬとも一鶚に如かず,かさ,"関連熟語：累卵（ルイラン）
▼鷙鳥(ｼﾁｮｳ)百(ﾋｬｸ)を累ぬとも一鶚(ｲﾁｶﾞｸ)に如(ｼ)かず…鷙鳥が百羽集まろうとも一羽の鶚には及ばない。無能な者が大勢集まっても、一人の有能な者のすることには及ばないことのたとえ。〈故事俗信ことわざ大辞典〉"
B1095,4,鱓を【熬】って煮染めを重詰めにする,い,"関連熟語：煎熬（センゴウ）
★熬る（い-る）
水を入れずに火にかけ、動かしながら強火で水分をとばす。〈漢字ペディア〉"
B1096,4,屛風を【摺】み、門扇を開く,たた,"関連熟語：摺扇（ショウセン）
★摺む（たた-む）
折りたたむ。〈漢辞海〉"
B1097,4,頰落ち【顴】出でて長鬚生う,ほおぼね,関連熟語：顴骨（ケンコツ／カンコツ）
B1098,4,駃騠（けってい）は、その母の腹を【刳】いて生まる,さ,"関連熟語：刳磔（コタク）
★刳く（さ-く）
切り裂く。〈漢辞海〉"
B1099,4,薄（いささ）か我が衣を【澣】う,あら,"関連熟語：澣衣（カンイ）
★澣う／浣う（あら-う）
水を流して衣服や体をあらう。すすぐ。〈漢字ペディア〉"
B1100,4,【梲】を揮いて狗を呼ぶ,つえ,"関連熟語：梲杖（タツジョウ）
★梲（つえ）
棒。〈漢辞海〉"
B1101,4,【苦艾】と酒精の匂いがした,にがよもぎ,"関連熟語：蘭艾（ランガイ）
★苦艾（にがよもぎ）
キク科の多年草。高さ約1メートル。全体はヨモギに似て、強いにおいがあり、白い毛で覆われる。葉は羽状に裂けている。夏、黄色い小花がつく。葉や花を健胃･駆虫薬とし、またアブサン酒作りに用いられた。ヨーロッパの原産。くがい。〈大辞泉〉"
B1102,4,【儘】く俘にする所の士民を以て奴と為す,ことごと,"関連熟語：--
★儘く（ことごと-く）
すべて。一つ残らず。〈漢字ペディア〉"
B1103,4,【吁】、君何ぞ見ることの晩きや,ああ,"関連熟語：吁嗟（クサ／ウサ）
★吁（ああ）
なげき･驚き･疑いなどを感じたときの声。嘆声をあらわす擬声語。〈漢字ペディア〉"
B1104,4,【嫂】水に溺るとも手を取ってあげず,あによめ,"関連熟語：妻嫂（サイソウ）
★嫂／兄嫁（あによめ）
兄の妻。〈漢字ペディア〉"
B1105,4,【幃】を搴げて内を窺う,とばり,"関連熟語：幃幔（イマン）
★幃（とばり）
まわりを囲んだり、空間を仕切ったりする幕。〈漢字ペディア〉"
B1106,4,【徇】らすに離宮別寝を以てし、承くるに崇台間館を以てす,めぐ,"関連熟語：--
★徇る（めぐ-る）
1.見回る。
2.取り囲む。〈漢辞海〉"
B1107,4,【徭】を重くして賦を苛しくする,えだち,"関連熟語：徭役（ヨウエキ）
★徭（えだち）
昔、国家が人民を徴用して公の土木工事などの労働に使うこと。徭役。〈漢字ペディア〉"
B1108,4,【敖】りは長ずべからず、欲は縦にすべからず,おご,"関連熟語：敖慢（ゴウマン）
★敖る／傲る（おご-る）
あなどる。からかう。〈漢辞海〉"
B1109,4,【曷】んぞ以て七尺の軀を美しとするに足らんや,いずく,"関連熟語：--
★曷んぞ（いずく-んぞ）
どうして。なんで。疑問や反語の意を表す語。〈漢字ペディア〉"
B1110,4,【枴】をついて天子に謁す,つえ,"関連熟語：鉄枴（テッカイ）
★枴（つえ）
体をもたせかけるような、木でできた老人のつえ。〈漢字ペディア〉"
B1111,4,【枹】を揚げて鼓を拊つ,ばち,"関連熟語：枹鼓（フコ）
★枹／桴（ばち）
太鼓･鉦(かね)などを打って鳴らす棒。〈漢字ペディア〉"
B1112,4,【槎】に乗って東の海に遊ばん,いかだ,"関連熟語：星槎（セイサ）
★槎（いかだ）
木や竹を並べて縄などで結びつけ、水に浮かべたもの。河川の運輸・交通に用いる。〈漢字ペディア〉"
B1113,4,【澹】かなること其れ海の若し,しず,"関連熟語：澹乎（タンコ）
★澹か（しず-か）
おだやか。〈漢辞海〉"
B1114,4,【痿】えたる腕を揮わんと欲す,な,"関連熟語：痿蹶（イケツ）
★痿える（な-える）
力が抜ける。気力や体力を失って弱る。〈漢字ペディア〉"
B1115,4,【縹縅】の三鍬形兜を調達する,はなだおどし,関連熟語：縹帙（ヒョウチツ）
B1116,4,【苟】に日に新たにせば、日日に新たに、また日に新たなり,まこと,"関連熟語：--
★苟に（まこと-に）
「誠」に同じ。〈字源〉"
B1117,4,【詢】に陛下の叡旨の在る所なり,まこと,"関連熟語：交詢（コウジュン）
★詢に（まこと-に）
たしかに。〈漢辞海〉"
B1118,4,【賤】が伏せ屋に月もさす,しず,"関連熟語：賤女（センジョ）
★賤（しず）
いやしいこと。まずしいこと。また、その者。〈漢字ペディア〉
▼賤が伏(ﾌ)せ屋(ﾔ)に月(ﾂｷ)もさす…身分の低いいやしい者が住むそまつな家にも、月の光はさしこむ。風流に貴賤の別はないというたとえ。〈故事俗信ことわざ大辞典〉"
B1119,4,【鎰】の穴から天を覗く,かぎ,"関連熟語：--
★鎰（かぎ）
1.戸締まりの道具。「鑰(ﾔｸ)」の誤用とされる。
2.なべ･やかんなどをかける自在かぎ。〈漢字ペディア〉"
