ID,難易度,問題,指定,語群,解答,問題熟語の意味,解答熟語の意味
H0743,2,【欸乃】,類義語,"そご
のうそ
とうか","櫂歌
棹歌","▼【欸乃／靄迺】アイダイ／アイナイ
1.船頭のかけ声。また、櫓(ﾛ)のきしむ音。
2.舟歌。
3.きこりの歌。〈漢字ペディア〉","▼〔櫂歌／棹歌〕トウカ
船頭が舟をこぐときにうたう歌。舟歌。〈漢字ペディア〉"
H0744,2,【欷歔】,類義語,"りゅうぜん
おえつ
あいだい","嗚咽
嗚噎","▼【欷歔／唏噓】キキョ
すすり泣くこと。むせび泣き。なげくこと。欷泣。〈日本国語大辞典〉","▼〔嗚咽／嗚噎〕オエツ
息を詰まらせながら泣くこと。むせび泣き。〈漢字ペディア〉"
H0745,2,【殪没】,類義語,"てんけつ
へいし
ぼうろ",斃死,"▼【殪没】エイボツ
たおれ死ぬ。〈字通〉","▼〔斃死〕ヘイシ
たおれて死ぬこと。のたれじに。≒斃仆〈漢字ペディア〉"
H0746,2,【汪溢】,類義語,"かんぱつ
ほんたん
ゆうけい",煥発,"▼【汪溢／横溢】オウイツ
1.水などが満ちあふれること。
2.満ちあふれるほど盛んなこと。〈漢字ペディア〉","▼〔煥発〕カンパツ
火が燃えるように、輝き現れること。〈漢字ペディア〉"
H0747,2,【汪然】,類義語,"さんだつ
さんぜん
こつえん",潸然,"▼【汪然】オウゼン
1.水が深く広いさま。
2.水や涙がしきりに流れるさま。","▼〔潸然〕サンゼン
さめざめと、涙を流して泣くさま。〈漢字ペディア〉"
H0748,2,【滔天】,類義語,"だんろん
らっぱ
くんしゃく","薫灼
燻灼
熏灼","▼【滔天】トウテン
水が、天に届くほど満ちあふれること。また、勢力の盛んなたとえ。〈漢字ペディア〉","▼〔薫灼／燻灼〕クンシャク
1.いぶして焼くこと。炎を出さず、けむらせて焼くこと。
2.勢いの盛んなたとえ。〈漢字ペディア〉"
H0749,2,【潸然】,類義語,"ずいりつ
せんかん
じんらい",潺湲,"▼【潸然】サンゼン
さめざめと、涙を流して泣くさま。〈漢字ペディア〉","▼〔潺湲〕センカン／センエン
1.水がさらさらと流れるさま。また、その音。
2.涙の流れるさま。さめざめ。〈漢字ペディア〉"
H0750,2,【瀛海】,類義語,"かんう
だんきょう
そうめい","滄溟
蒼溟","▼【瀛海】エイカイ
大きなうみ。おおうなばら。〈漢字ペディア〉","▼〔滄溟／蒼溟〕ソウメイ
広くあおあおとした海。底知れぬ海。あおうなばら。滄海。滄溟海。"
H0751,2,【烝民】,類義語,"はいし
かいれい
そうぼう",蒼氓,"▼【烝民／蒸民】ジョウミン
多くの人民。庶民。万民。≒黎民〈漢字ペディア〉","▼〔蒼氓〕ソウボウ
たみ。人民。蒼生(ｿｳｾｲ)。〈日本国語大辞典〉"
H0752,2,【痼疾】,類義語,"びよう
せきち
しゅくあ",宿痾,"▼【痼疾】コシツ
いつまでも完治しない病気。ながわずらい。持病。〈漢字ペディア〉","▼〔宿痾〕シュクア
以前からわずらっていて治らない病気。≒持病〈漢字ペディア〉"
H0753,2,【盥沐】,類義語,"ひばく
さいじ
そうよく",澡浴,"▼【盥沐】カンモク
1.手や髪を洗うこと。
2.風呂に入ること。湯あみ。≒入浴、沐浴〈漢字ペディア〉","▼〔澡浴〕ソウヨク
入浴して身体をきよめること。〈漢字ペディア〉"
H0754,2,【瞞着】,類義語,"ぎもう
ふんごう
そうほう",欺罔,"▼【瞞着／瞞著】マンチャク
あざむくこと。だますこと。ごまかすこと。〈漢字ペディア〉","▼〔欺罔〕ギモウ／キモウ／ギボウ
人の目をくらまし、あざむくこと。"
H0755,2,【矜伐】,類義語,"てんそ
きょうまん
きょたん",驕慢,"▼【矜伐】キョウバツ
他人よりもすぐれていると自負し、おごりたかぶること。また、そのさま。驕慢。〈日本国語大辞典〉","▼〔驕慢〕キョウマン
おごりえらぶって他人を見下げること。≒高慢、尊大、傲慢〈漢字ペディア〉"
H0756,2,【矮屋】,類義語,"そうろ
たんこ
ろうほ",草廬,"▼【矮屋】ワイオク
屋根が低い小さな家。小屋。みすぼらしい家。また、自分の家を謙遜していう語。〈漢字ペディア〉","▼〔草廬〕ソウロ
1.草ぶきのいおり。≒草庵
2.自分の家の謙称。〈漢字ペディア〉"
H0757,2,【筌蹄】,類義語,"せいか
きょうけん
かいてい",階梯,"▼【筌蹄】センテイ
1.目的を達成するための方便や手段。
2.案内。手引き。〈漢字ペディア〉
★捕る筌(ｳｴ)と兎を捕る蹄(ﾜﾅ)の意から。","▼〔階梯〕カイテイ
1.階段。はしご。
2.学問･芸術などを学ぶための順序。特に、初歩の段階。手引き。〈漢字ペディア〉"
H0758,2,【緝捕】,類義語,"だかく
かくしゅう
きくごく",拿獲,"▼【緝捕】シュウホ
犯罪者をとらえること。逮捕すること。また、その役の人。〈日本国語大辞典〉
逮捕すること。また、その役目を負った人。〈大辞林〉","▼〔拿獲〕ダカク
罪人などをとらえること。つかまえること。≒拿捕、捕獲〈漢字ペディア〉"
H0759,2,【聊頼】,類義語,"こうえん
いしゃ
きょうよう",倚藉,"▼【聊頼】リョウライ
たよりにすること。たよること。〈日本国語大辞典〉","▼〔倚藉〕イシャ
頼ること。たのみとすること。よりかかること。〈漢字ペディア〉"
H0760,2,【聚斂】,類義語,"ほうしゅう
こんべん
ちゅうきゅう",誅求,"▼【聚斂】シュウレン
1.一か所にあつめてそれを取りこむこと。
2.支配者が租税を厳しく取り立てること。〈漢字ペディア〉","▼〔誅求〕チュウキュウ
1.金銭や財産をむさぼり求めること。
2.年貢や税金などを、きびしく取り立てること。〈漢字ペディア〉"
H0761,2,【聳動】,類義語,"とうでき
きつりつ
しんかん",震撼,"▼【聳動】ショウドウ
衝撃を与え動揺させること。また、衝撃を受けて恐れおののくこと。〈漢字ペディア〉","▼〔震撼〕シンカン
ふるえ動くこと。また、ショックを与えること。〈漢字ペディア〉"
H0762,2,【聳懼】,類義語,"きょくせき
しゅんきょ
ていじ","跼蹐
局蹐","▼【聳懼／悚懼】ショウク
おそれおののくこと。悚懼。〈日本国語大辞典〉","▼〔跼蹐／局蹐〕キョクセキ
｢跼天蹐地(ｷｮｸﾃﾝｾｷﾁ)」の略。〈大辞泉〉
おそるおそる歩くこと。非常におそれるさま。「跼天蹐地」の略。〈漢字ペディア〉"
H0763,2,【臙脂】,類義語,"ちゅうたい
しょうこう
よくじょう",猩紅,"▼【臙脂／燕脂】エンジ
1.黒みを帯びた濃い赤色。エンジ色。紅。
2.ベニバナを原料とした赤色顔料。〈漢字ペディア〉","▼〔猩紅〕ショウコウ
黒みを帯びたあざやかな紅色。猩猩(ショウジョウ)の血のような色であることからいう。≒猩猩緋(ｼｮｳｼﾞｮｳﾋ)〈漢字ペディア〉"
H0764,2,【芟夷】,類義語,"さんじゅん
じゅんしゃく
ちゅうじょ",誅鋤,"▼【芟夷】サンイ
1.草を刈り除くこと。
2.乱賊などを平定すること。また、悪習を除去すること。〈日本国語大辞典〉","▼〔誅鋤〕チュウジョ
1.草などを根からすっかり抜き取ること。
2.罪のある者をころし、絶やすこと。〈漢字ペディア〉"
H0765,2,【芬芬】,類義語,"せいかく
てんじょう
ふくいく",馥郁,"▼【芬芬】フンプン
芳気の高くかおるさま。また、広く悪臭の漂うさまをもいう。〈日本国語大辞典〉","▼〔馥郁〕フクイク
香りの高いさま。よい香りがたちこめるさま。〈漢字ペディア〉"
H0766,2,【蓍亀】,類義語,"かこう
こくさく
ぜいぼく",筮卜,"▼【蓍亀】シキ
占いに使う、めどぎと、亀の甲羅。転じて、占い。蓍蔡(ｼｻｲ)。〈新漢和大字典〉","▼〔筮卜〕ゼイボク
めどぎでうらなうことと、亀甲(ｷｯｺｳ)を焼いてうらなうこと。うらない。〈漢字ペディア〉"
H0767,2,【蜚語】,類義語,"かげん
せつげん
かいたい","訛言
譌言","▼【蜚語／飛語】ヒゴ
根拠のない無責任なうわさ。デマ。≒飛言〈漢字ペディア〉","▼〔訛言／譌言〕カゲン
1.「訛語」に同じ。
2.いつわりを言うこと。またその言葉。いつわりのうわさ。≒流言〈漢字ペディア〉"
H0768,2,【蟄伏】,類義語,"かろ
ろうきょ
あいろ","籠居
篭居","▼【蟄伏】チップク
1.ヘビ･カエル･虫などが、冬の間地中にこもっていること。≒蟄居
2.人が隠れひそむこと。閉じこもっていること。≒蟄居〈漢字ペディア〉","▼〔籠居〕ロウキョ
家に閉じこもって、外に出ないでいること。〈漢字ペディア〉"
H0769,2,【觝排】,類義語,"ろうばい
そうぼう
じょうせき",攘斥,"▼【觝排／抵排／詆排】テイハイ
抵抗し、排斥すること。牴牾(ﾃｲｺﾞ)。〈日本国語大辞典〉","▼〔攘斥〕ジョウセキ
はらいのけること。はらいしりぞけること。≒排斥〈漢字ペディア〉"
H0770,2,【誣告】,類義語,"ざんそ
ざんげ
しょくざい","讒訴
讒愬","▼【誣告】ブコク
他人を陥れるため、故意に偽った事実を告げること。〈漢字ペディア〉","▼〔讒訴／讒愬〕ザンソ
1.人を陥れるために、事実を曲げて訴えること。
2.讒言。かげぐち。〈漢字ペディア〉"
H0771,2,【讒訴】,類義語,"しんげん
へんたく
ぶこく",誣告,"▼【讒訴／讒愬】ザンソ
1.人を陥れるために、事実を曲げて訴えること。
2.讒言。かげぐち。〈漢字ペディア〉","▼〔誣告〕ブコク
他人を陥れるため、故意に偽った事実を告げること。〈漢字ペディア〉"
H0772,2,【贐送】,類義語,"せんべつ
そめい
ほうちゃく",餞別,"▼【贐送】ジンソウ
旅立つ人に、はなむけを贈る。≒贐行〈漢字海〉","▼〔餞別〕センベツ
1.遠く旅立つ人や、転居などをする人を送別すること。特に、その人の無事を祈って酒食をともにして送りだすこと。
2.遠く旅立つ人や転居などをする人に、別れのしるしとして詩歌や金品などをおくること。また、そのおくりもの。はなむけ。〈日本国語大辞典〉"
H0773,2,【蹤跡】,類義語,"せいてつ
いはん
ついじょう",追躡,"▼【蹤跡】ショウセキ
1.あしあと。転じて、以前にあった事柄。前例。≒事跡
2.人のあとをつけて行くこと。≒追跡〈漢字ペディア〉","▼〔追躡〕ツイジョウ
あとから追いかけること。追跡。〈漢字ペディア〉"
H0774,2,【轂下】,類義語,"ちょうぎょう
けいし
ゆうし",京師,"▼【轂下】コッカ
天子の御車のもと。転じて、天皇のひざ元。また、宮城のある土地。帝都。首都。〈日本国語大辞典〉
天子のひざもと。宮城のある地。帝都。首都。輦下(ﾚﾝｶ)。〈大辞泉〉","▼〔京師〕ケイシ
天子の住むみやこ。帝都。京都。≒京邑〈漢字ペディア〉"
H0775,2,【遒勁】,類義語,"ひたん
りくげき
ゆうこん",雄渾,"▼【遒勁】シュウケイ
絵画や文章を書くときの筆の運びが力強いこと。〈漢字ペディア〉","▼〔雄渾〕ユウコン
書画や詩文などが、力強く勢いのあること。また、そのさま。≒雄勁〈漢字ペディア〉"
H0776,2,【遽然】,類義語,"へいえん
そうへん
しゅくこつ",倏忽,"▼【遽然】キョゼン
急に。にわかに。≒突然","▼〔倏忽〕シュクコツ／シュッコツ
時が非常にはやく過ぎるさま。また、時間が非常に短いさま。〈漢字源〉
時間の短いさま。すみやか。たちまち。にわか。急。〈日本国語大辞典〉"
H0777,2,【鏗鏘】,類義語,"ちんしょ
ししゅ
りゅうりょう","嚠喨
瀏亮","▼【鏗鏘／鏗錚／鏗鎗】コウソウ
玉や鐘、琴などの鳴り響くようす。また、その音。〈漢字ペディア〉","▼〔嚠喨／瀏亮〕リュウリョウ
楽器の音などがさえわたるさま。〈漢字ペディア〉"
H0778,2,【鐫録】,類義語,"はちょう
るこく
ろうき",牢記,"▼【鐫録】センロク
深く心に刻みつけて記憶すること。〈大辞林〉
深く心にきざみしるすこと。〈日本国語大辞典〉
心に深く刻んで記憶すること。〈漢字ペディア〉","▼〔牢記〕ロウキ
かたく心のなかにとどめて記憶すること。≒銘記〈漢字ペディア〉"
H0779,2,【闌干】,類義語,"がいはく
しんもう
ぼうだ",滂沱,"▼【闌干】ランカン
1.「闌(てすり)」に同じ。≒欄干
2.涙が、とめどなく流れ落ちるさま。
3.星や月の光が、きらめくさま。〈漢字ペディア〉","▼〔滂沱〕ボウダ
1.涙がとめどなく流れるさま。
2.雨が激しく降るさま。〈漢字ペディア〉"
H0780,2,【隕泗】,類義語,"へきらく
りゅうてい
しょうび",流涕,"▼【隕泗】インシ
涙がこぼれる。涙を流す。≒隕涕、隕泗〈漢辞海〉","▼〔流涕〕リュウテイ
涙を流すこと。また、流れる涙。≒落涙〈漢字ペディア〉"
H0781,2,【雕琢】,類義語,"かくてい
ふきゅう
ふさく",斧鑿,"▼【雕琢／彫琢】チョウタク
1.宝石などを刻んで磨きあげること。
2.詩文を推敲し、練り上げること。〈漢字ペディア〉
1.玉を刻み磨くこと。
2.詩文などを工夫して上手に作ること。〈新大字典〉","▼〔斧鑿〕フサク
1.おのと、のみ。また、それで細工をすること。
2.詩文や書画などに技巧をこらすこと。〈漢字ペディア〉"
H0782,2,【雕琢】,類義語,"しゅくせい
ちょうちゃく
すいこう",推敲,"▼【雕琢／彫琢】チョウタク
1.宝石などを刻んで磨きあげること。
2.詩文を推敲し、練り上げること。〈漢字ペディア〉
1.玉を刻み磨くこと。
2.詩文などを工夫して上手に作ること。〈新大字典〉","▼〔推敲〕スイコウ
詩や文章を作るとき、より適切な字句や表現を求めて、練り上げること。〈漢字ペディア〉
詩歌･文章の字句を良くしようとして、何度も作り直すこと。〈漢字源〉
★唐の賈島(ｶﾄｳ)が、「僧は推す月下の門」という句で「推す」にするか「敲く」にするかと、迷い苦しんだことから。"
H0783,2,【霄漢】,類義語,"ぎんろう
れいじゃく
きゅうりゅう",穹窿,"▼【霄漢】ショウカン
そら。天。おおぞら。高いそら。虚空。≒蒼穹。蒼空。〈漢字ペディア〉","▼〔穹窿〕キュウリュウ
1.大空。天空。
2.弓形または半球状のもの。アーチ形。円天井･ドームなどおもに建造物についていう。〈漢字ペディア〉"
H0784,2,【霹靂】,類義語,"しんてい
こうじん
とんざん",震霆,"▼【霹靂】ヘキレキ
1.引き裂くような激しい雷。また、雷鳴。
2.激しい音が響くさま。〈漢字ペディア〉","▼〔震霆〕シンテイ
鳴りひびく雷。また、雷のひびき。雷鳴。〈日本国語大辞典〉"
H0785,2,【韋編】,類義語,"そほん
ちゅうそ
かんちつ",巻帙,"▼【韋編】イヘン
書物。書籍。〈漢字ペディア〉
★「韋」は、なめしがわの意。古代中国で、文字を記した竹の札（竹簡）を革ひもで綴(ﾄ)じ合わせ書物としたことから。","▼〔巻帙〕カンチツ
1.書物の巻(ﾏｷ)と、巻を包む帙（和本のいたみを防ぐため、厚紙に布を張ったおおい）。
2.書物。〈漢字ペディア〉"
H0786,2,【頸木】,類義語,"きび
ちょれき
きんぼう",羈縻,"▼【頸木／軛／衡】くびき
1.車の轅(ﾅｶﾞｴ)の先端につけ、牛馬のくびにあてる横木。
2.思考や行動の自由を束縛するもの。〈漢字ペディア〉","▼〔羈縻〕キビ
1.つなぎとめること。つなぎとめるもの。≒束縛
2.中国が歴代、異民族を統治するのに用いた政策。相手の有力者をうまく手なずけて自治を許し、武力によることなく間接的に治めること。〈漢字ペディア〉"
H0787,2,【駱駅】,類義語,"こくげき
えきさく
ほうげつ",轂撃,"▼【駱駅／絡繹】ラクエキ
人馬の往来が絶え間なく続くさま。〈漢字ペディア〉","▼〔轂撃〕コクゲキ
車馬の通行がきわめて多いこと。人の混み合うさま。〈日本国語大辞典〉"
H0788,2,【鴟梟】,類義語,"さいろう
くんゆう
えんおう","豺狼
犲狼","▼【鴟梟】シキョウ
1.フクロウの別称。
2.心がねじまがっていて悪い人のたとえ。〈漢字ペディア〉","▼〔豺狼／犲狼〕サイロウ
ヤマイヌとオオカミ。転じて、欲深く無慈悲な人のたとえ。〈漢字ペディア〉"
H0789,2,【鸞駕】,類義語,"れんこく
せんとう
ほうすい",輦轂,"▼【鸞駕】ランガ
天子の乗り物。鸞輅。龍駕。鳳駕。〈日本国語大辞典〉","▼〔輦轂〕レンコク
1.輦(ﾃｸﾞﾙﾏ)のこしき。
2.天子の車。天皇の乗り物。〈漢字ペディア〉"
H0790,2,【鸞輿】,類義語,"らいめい
ていげん
ほうれん",鳳輦,"▼【鸞輿】ランヨ
天子の乗る輿(ｺｼ)。鳳輿。鳳輦。〈日本国語大辞典〉","▼〔鳳輦〕ホウレン
1.屋根に金色の鳳凰をつけた御輿(ﾐｺｼ)。天皇即位の大嘗祭などに用いる。≒鸞輿、鳳輿
2.天皇の乗り物の美称。
3.古代中国で、天子の乗る車。〈漢字ペディア〉"
H0791,2,【黌舎】,類義語,"しけん
しょうじょ
さいきん",庠序,"▼【黌舎／横舎】コウシャ
まなびや。学校。校舎。学者。〈日本国語大辞典〉","▼〔庠序〕ショウジョ
学校。≒庠校〈漢字ペディア〉
★中国で、地方の学校のことを、殷(ｲﾝ)代には「序」、周代には「庠」といったことから。"
H0792,2,【龕柩】,類義語,"かんかく
かいひ
しゅうはつ","棺槨
棺椁","▼【龕柩】ガンキュウ
死者の遺体を入れる棺。ひつぎ。〈日本国語大辞典〉
★「龕」は寺塔、棺の意。","▼〔棺槨／棺椁〕カンカク
内と外と二重になったひつぎ。〈漢字ペディア〉★「棺」は遺体を入れる内箱で、「槨･椁」は棺を入れる外箱。"
H0793,3,【伊達着】,対義語,"しょきゅう
しい
きゅうかつ",裘褐,"▼【伊達着】ダテギ
はでな着物。だてを見せびらかす服装。〈日本国語大辞典〉","▼〔裘褐〕キュウカツ
1.皮ごろもと、毛織の布。冬の衣服。
2.質素な衣服。〈日本国語大辞典〉"
H0794,3,【右文】,対義語,"えんぶ
ほぶ
しょうぶ",尚武,"▼【右文】ユウブン
学問･文学を重んじ尊ぶこと。〈大辞泉〉","▼〔尚武〕ショウブ
武道や軍事を重んじること。〈漢字ペディア〉"
H0795,3,【億載】,対義語,"しゅんそく
ちょうえい
みんぼう",瞬息,"▼【億載】オクサイ
非常に永い年月のこと。また、永久の世界。〈日本国語大辞典〉
★「載」は、年。","▼〔瞬息〕シュンソク
わずかの間。瞬間。〈日本国語大辞典〉
★一回瞬きをし、また、息をする間の意。"
H0796,3,【華夏】,対義語,"かすう
がいか
せっぱく",遐陬,"▼【華夏／花夏】カカ
1.中国人が自国である中国を誇っていう語。
2.文化、文明の中心地。都。〈日本国語大辞典〉
★華は華やか、夏は大の意。","▼〔遐陬〕カスウ／カソウ
里離れた所。辺鄙な土地。〈日本国語大辞典〉"
H0797,3,【解頤】,対義語,"つうこく
ちっぷく
ひょうじ",痛哭,"▼【解頤】カイイ
あごがはずれるくらいに大笑いすること。大口をあけて笑うこと。〈日本国語大辞典〉
★頤(ｵﾄｶﾞｲ)を解くの意。","▼〔痛哭〕ツウコク
激しく声を上げて泣くこと。ひどく嘆き悲しむこと。≒痛嘆〈漢字ペディア〉"
H0798,3,【岳母】,対義語,"ちんじゅ
がいきゅう
おうおう",外舅,"▼【岳母】ガクボ
妻の母。しゅうとめ。〈日本国語大辞典〉","▼〔外舅〕ガイキュウ
妻の父。⇔外姑(ｶﾞｲｺ)〈日本国語大辞典〉"
H0799,3,【蒲鞭】,対義語,"りょうち
しゅかい
たいへき",大辟,"▼【蒲鞭】ホベン
1.蒲(ｶﾞﾏ)の穂のむち。中国後漢の甲陽の太子劉寛が、罪人を蒲の穂のむちで打たせ、辱めだけを与え苦痛は与えなかったところから、軽い刑罰、転じて、寛大な政治をいう。
2.細く軽いむち。〈日本国語大辞典〉","▼〔大辟〕タイヘキ
重い刑罰。死刑。古の五刑の一つ。〈日本国語大辞典〉"
H0800,3,【干禄】,対義語,"きつがい
りんじょう
りんじん",乞骸,"▼【干禄】カンロク
1.禄（武士の給与）を求めること。仕官を望むこと。
2.天からの福を求めること。天の恵みを願うこと。〈漢字ペディア〉","▼〔乞骸〕キツガイ
辞職を願い出ること。〈漢字ペディア〉
★自分の身は君主に捧げ、その遺骸を賜り故郷に帰って埋葬する意から。"
H0801,3,【敢為】,対義語,"はらん
ぎぎ
やこぜん",擬議,"▼【敢為】カンイ
押し切って行うこと。また、そのさま。≒敢行〈漢字ペディア〉","▼〔擬議〕ギギ
1.あれこれとよく考えること。
2.ためらうこと。≒躊躇〈漢字ペディア〉"
H0802,3,【帰去来】,対義語,"かんゆう
じゅんしゃく
おうせき","宦遊
官遊","▼【帰去来】キキョライ
官職をやめて故郷に戻るために、その地を去ること。〈漢字ペディア〉","▼〔宦遊／官遊〕カンユウ
1.役人になって他郷に行くこと。
2.仕官のため、郷里を遠く離れること。〈漢字ペディア〉"
H0803,3,【脚註】,対義語,"びてい
だいせん
ごうとう",鼇頭,"▼【脚註／脚注】キャクチュウ
書物の本文の下につけられた注釈。⇔頭注〈漢字ペディア〉","▼〔鼇頭〕ゴウトウ
1.書物の本文の上にある余白。また、そこにつけた注釈。
2.中国で、科挙に主席で合格した者。〈漢字ペディア〉"
H0804,3,【久闊】,対義語,"ろうそ
おんこう
かくでん",音耗,"▼【久闊】キュウカツ
長い間会わないこと。久しく便りをしないこと。〈漢字ペディア〉","▼〔音耗〕オンコウ
便りをして安否を知らせること。消息。音信。〈日本国語大辞典〉"
H0805,3,【巨船】,対義語,"まんかんしょく
いちい
しんばつ",一葦,"▼【巨船】キョセン
大きな船。大船。巨艘。〈日本国語大辞典〉","▼〔一葦〕イチイ
小舟のたとえ。一艘の小舟。〈漢字ペディア〉
★「葦」は植物のアシで、一枚の葦の葉、また葦一束の意から。"
H0806,3,【玉響】,対義語,"はくせき
ぎょもく
こうごう","曠劫
広劫
昿劫","▼【玉響】たまゆら
ほんの少しの間。一瞬。〈漢字ペディア〉
★玉が触れ合うかすかな音の意から。","▼〔曠劫／広劫〕コウゴウ
(仏)非常に長い時間であること。〈漢字ペディア〉"
H0807,3,【啓明】,対義語,"ちょうこう
こひつ
かんこう",長庚,"▼【啓明】ケイメイ
1.明け方の金星をさす。明けの明星。
2.教え明らかにすること。〈日本国語大辞典〉","▼〔長庚〕チョウコウ／ゆうずつ
宵の明星。日が沈んだあとに西の空に見える金星。〈漢字ペディア〉"
H0808,3,【皇天】,対義語,"こうど
ひゃくさい
そうびん",后土,"▼【皇天】コウテン
1.天を主宰する神。天。天帝。上帝。
2.天皇。天子。皇室。〈日本国語大辞典〉
★「皇」は、天を尊ぶ意。","▼〔后土〕コウド
土地の神。国つ神。また、土地のこと。〈日本国語大辞典〉"
H0809,3,【膏粱】,対義語,"せいぶ
こはん
それい","粗糲
麤糲
麁糲
疎糲
疏糲
蔬糲","▼【膏粱】コウリョウ
1.脂ののった肉とよい穀物。転じて、おいしい食べ物。
2.身分の高いこと。また、そのような人や家柄。〈日本国語大辞典〉","▼〔粗糲／麤糲／疎糲／疏糲／蔬糲〕ソレイ
1.精白していない玄米。
2.そまつな食べ物。〈漢字ペディア〉"
H0810,3,【膏腴】,対義語,"こうはく
ろもう
かいでん",磽薄,"▼【膏腴】コウユ
地味が豊かで肥えていること。また、その土地。≒膏沃、肥沃〈漢字ペディア〉","▼〔磽薄〕コウハク
地味のやせていること。また、そのさまや、その土地。〈日本国語大辞典〉
石が多く、やせた土地。≒磽瘠〈漢字源〉
やせたる土地。〈字源〉"
H0811,3,【催花雨】,対義語,"ていこく
しょうまきょう
しゅうりん",秋霖,"▼【催花雨】サイカウ
春の雨。はるさめ。〈漢字ペディア〉
★花の咲くのをうながすように降る雨の意から。","▼〔秋霖〕シュウリン
秋の長雨。停滞前線の影響で降る梅雨に似た雨。秋雨(ｱｲｻﾒ)。〈漢字ペディア〉"
H0812,3,【罪咎】,対義語,"ほぶ
じょし
こうばつ","功伐
功閥","▼【罪咎】ザイキュウ
つみとが。罪科。〈日本国語大辞典〉","▼〔功伐／功閥〕コウバツ
手柄。功績。〈漢字ペディア〉"
H0813,3,【散華】,対義語,"せいは
えいまん
せんぜん",甎全,"▼【散華】サンゲ
1.(仏)花をまいて仏を供養すること。特に、法会の儀式で、ハスの花びらをかたどった紙をまくこと。
2.いさぎよい戦死。〈漢字ペディア〉
★花のように散る意。","▼〔甎全〕センゼン
世に尽くすこともなく、いたずらに生き長らえること。≒瓦全〈漢字ペディア〉"
H0814,3,【指弾】,対義語,"せいゆう
けんしゃ
かしょう",嘉尚,"▼【指弾】シダン
指さして糾弾すること。転じて、非難すること。〈日本国語大辞典〉","▼〔嘉尚〕カショウ
ほめたたえること。賞賛すること。〈漢字ペディア〉"
H0815,3,【斯須】,対義語,"せきてん
じんでんごう
じしょ",塵点劫,"▼【斯須】シシュ
しばらくの間。暫時。須臾。〈日本国語大辞典〉","▼〔塵点劫〕ジンデンゴウ
(仏)はかりきれないほどの非常に長い時間。塵劫(ｼﾞﾝｺｳ)。≒永劫(ｴｲｺﾞｳ)〈漢字ペディア〉"
H0816,3,【終焉】,対義語,"ふうさい
ついりん
ようだん",椎輪,"▼【終焉】シュウエン
1.死にぎわ。臨終。転じて、物事の終わり。
2.身の落ち着く所。晩年を静かに過ごすこと。〈漢字ペディア〉","▼〔椎輪〕ツイリン
1.丸太を輪切りにした質素な古代の車。
2.物事のはじめの段階。転じて、素朴で飾り気のないもののたとえ。〈漢字ペディア〉"
H0817,3,【初旬】,対義語,"げかん
きゅうろう
しょうしん","下澣
下浣","▼【初旬】ショジュン
一か月を十日ごとに三つに分けた初めの十日間。上旬。〈日本国語大辞典〉","▼〔下澣／下浣〕ゲカン／カカン
毎月の二一日以後月末まで。下旬。かかん。〈日本国語大辞典〉
★「澣」「浣」ともにすすぐという意。中国の唐の制度で、月のうち、十日ごとに官吏に休暇を与え、自宅で入浴させたところから十日を単位として「澣（浣）」という。"
H0818,3,【小胆】,対義語,"ゆうひ
いんぷ
いっせき",熊羆,"▼【小胆】ショウタン
胆力の小さいこと。度量のせまいこと。また、そのさま。〈日本国語大辞典〉","▼〔熊羆〕ユウヒ
1.熊(ｸﾏ)と羆(ﾋｸﾞﾏ)。
2.転じて、勇気あるもののたとえ。〈日本国語大辞典〉"
H0819,3,【親炙】,対義語,"しょきゅう
ようしょう
ししゅく",私淑,"▼【親炙】シンシャ／シンセキ
その人に親しく接して影響を受け、感化されること。〈漢字ペディア〉","▼〔私淑〕シシュク
ひそかにある人を先生として尊敬し、その言行を慕い学ぶこと。〈漢字ペディア〉
★私(ﾋｿ)かに淑(ﾖ)しとする意。"
H0820,3,【正史】,対義語,"とくそう
やじょう
とうこ",野乗,"▼【正史】セイシ
1.国家や政府が編纂(ﾍﾝｻﾝ)した歴史。または、その書。⇔野史、外史
2.中国の紀伝体による歴史書。⇔稗史(ﾊｲｼ)〈漢字ペディア〉","▼〔野乗〕ヤジョウ
民間で編纂した歴史。私撰の歴史。野史。〈日本国語大辞典〉"
H0821,3,【粗率】,対義語,"じょち
とうき
めんばん",舒遅,"▼【粗率／疎率／麤率】ソソツ
あらくて飾りけがないこと。大ざっぱでそそっかしいこと。また、そのさま。〈日本国語大辞典〉","▼〔舒遅〕ジョチ
ゆったりとして、みやびやかなこと。おっとりとしていること。〈日本国語大辞典〉"
H0822,3,【草萊】,対義語,"とうご
かか
てんたく","華夏
花夏","▼【草萊】ソウライ
1.雑草の生い茂った草むら。荒れ果てた土地。
2.地方。いなか。〈漢字ペディア〉
★萊は荒れ地の意。","▼〔華夏／花夏〕カカ
1.中国人が自国である中国を誇っていう語。
2.文化、文明の中心地。都。〈日本国語大辞典〉
★華は華やか、夏は大の意。"
H0823,3,【達官】,対義語,"ひしゅ
しきび
しょり",胥吏,"▼【達官】タッカン
重い官職。高い位。高位。高官。〈日本国語大辞典〉
★名が上(ｶﾐ)に達する官の意。","▼〔胥吏〕ショリ
1.役所の小役人。
2.中国、宋(ｿｳ)代以降、役所の長によって採用された下役人。〈漢字ペディア〉"
