ID,難易度,問題⒜,解答⒜,問題⒝,解答⒝,意味
G0497,3,嬾惰,らんだ,嬾る,おこた,"なまけるさま。〈漢辞海〉
なまける。〈漢字源〉
ものうくおこたる。なまける。懶惰。〈新大字典〉"
G0498,3,豊悴,ほうすい,悴れる,やつ,"物事が盛んなことと、衰えること。盛衰。≒豊瘁〈漢字源〉
さかんなると、やつれると。盛衰の義。〈字源〉"
G0499,3,放懶,ほうらん,懶る,おこた,"ものぐさ。〈字通〉
怠ってほしいままなこと。〈新大字典〉"
G0500,3,憫黙,びんもく,憫える,うれ,"うれえてものをいわないさま。〈漢字源〉
沈み悲しむ。〈字通〉
深い感慨のために、おしだまる。〈漢辞海〉"
G0501,3,擺撥,はいはつ,撥く,のぞ,"振り捨てる。払いのける。〈漢辞海〉
払いのけ、振り捨てる。また、ほうっておいて相手にしない。〈漢字源〉
ひらきすてる。〈字源〉"
G0502,3,撥乱,はつらん,撥める,おさ,"乱れた世の中を治めること。〈大辞泉〉
乱を治める。〈字通〉"
G0503,3,擣虚,とうきょ,擣く,つ,"隙に乗じて攻めること。〈新大字典〉
敵の備えなき隙間に衝き入る。〈字源〉
隙をうつ。〈字通〉"
G0504,3,擯介,ひんかい,擯く,みちび,"主人と客の間に立って、案内し世話する人。介添え。≒擯相、擯詔〈漢辞海〉
主人の間に立って、案内し介添えする人。取り持ち役。≒擯相、擯詔〈漢字源〉
主人と客との間に立ちて周旋する者。〈字源〉
主人と客との間に立って周旋する者。主人側のものを擯といい、客側をの者を介という。〈新大字典〉"
G0505,3,攀桂,はんけい,攀く,ひ,"月の世界に生えているかつらを取る。科挙に合格することのたとえ。また、立身出世することのたとえ。〈漢字源〉
月中の桂樹を取る。科挙に合格する。〈字通〉"
G0506,3,和煦,わく,煦かい,あたた,春の日の、のどかで暖かなこと。〈漢字ペディア〉
G0507,3,攣拘,れんこう,攣かる,か,"つなぎしばられる。束縛される。〈漢字源〉
つなぎ縛られる。束縛される。〈漢辞海〉
束縛する。〈字通〉"
G0508,3,暈目,うんもく,暈む,くら,目をくらます。〈字通〉
G0509,3,欹案,きあん,欹ける,かたむ,"見台。〈新大字典〉
書物を置いて見るために斜めに傾けて作った台。見台。〈日本国語大辞典〉"
G0510,3,湮殄,いんてん,殄つ,た,"ほろびたえる。≒湮滅〈字源〉
絶える。〈字通〉"
G0511,3,殄瘁,てんすい,殄く,ことごと,"みな疲れ苦しむ。〈字通〉
病み、疲れる。人口が減り、国力が衰退する。〈漢辞海〉
病みつかれてほろぶ。〈字源〉
やみ疲れる。人口が減少し国力が衰えること。〈漢字源〉"
G0512,3,殫見,たんけん,殫く,ことごと,"ことごとく見ること。見聞の極めて広いことをいう。〈新大字典〉
見つくす。〈字通〉"
G0513,3,殷軫,いんしん,殷い,おお,"人数が多く盛んなさま。〈漢辞海〉
盛んににぎわし。衆多なるさま。〈字源〉"
G0514,3,殷富,いんぷ,殷い,おお,栄えて豊かなこと。〈漢字ペディア〉
G0515,3,沽酒,こしゅ,沽う,か,"1.買った酒。店売りの酒。
2.酒を売る。〈漢辞海〉
1.酒を売ること。
2.買った酒。店で売っている酒。〈新大字典〉"
G0516,3,毀泯,きびん,泯きる,つ,"すっかりなくなる。〈漢辞海〉
滅びる。〈字通〉"
G0517,3,渥洽,"あくこう
あっこう",洽す,うるお,"手厚い恵み。厚恩。〈漢辞海〉
あつきめぐみ。うるおい。
恩恵があまねくいきわたる。〈漢字源〉"
G0518,3,喀血,かっけつ,喀く,は,"肺･気管支などから血を吐くこと。〈漢字源〉
肺などから血を吐く。〈漢辞海〉
血をはくこと。特に肺や気管支の血をはくこと。〈漢字ペディア〉"
G0519,3,采纈,さいけつ,纈り,しぼ,"いろどれるしぼり。〈字源〉
しぼり染。〈字通〉"
G0520,3,浚塹,"しゅんざん
しゅんせん",浚い,ふか,"ほりをさらって深くすること。また、深いほり。〈新大字典〉
ほりをふかくす。又、ふかきほり。〈字源〉"
G0521,3,浹辰,しょうしん,浹る,めぐ,"十二日間。十二支の子から亥までのひと巡りの意。〈漢辞海〉
十二日間。十二支の子から亥までのひとめぐりの意。〈漢字源〉
十二支一巡。十二日。〈字通〉
一二日間。短時日の間の意にも用いる。〈日本国語大辞典〉"
G0522,3,流浹,りゅうしょう,浹う,うるお,"あまねくうるおうこと。〈新大字典〉
あまねくうるおう。≒流洽〈字源〉"
G0523,3,渾深,こんしん,渾る,にご,"濁りてふかし。〈字源〉
清濁まじって深いこと。〈新大字典〉"
G0524,3,渾金,こんきん,渾じる,ま,"まざりもののあるかね。あらがね。〈字源〉
精錬していない金属。あらがね。〈新大字典〉"
G0525,3,沈澹,ちんたん,澹か,しず,"落ち着きて心が静か。〈字源〉
淡白。〈字通〉"
G0526,3,瀉痢,しゃり,瀉く,は,腹をくだすこと。下痢。〈漢字ペディア〉
G0527,3,灑兵,さいへい,灑う,あら,武器を洗う。戦争をやめる。〈字通〉
G0528,3,燻浴,くんよく,燻べる,"ふす
くす",香を以てくすべ、湯あみする。虜囚を解くときなどの復生の儀礼。釁浴。〈字通〉
G0529,3,爛発,らんぱつ,爛やか,あざ,"1.花などが見事に咲いていること。
2.色つやがかがやくように美しいこと。〈新大字典〉
1.盛んにおこる。
2.花が盛んに開く。≒爛開〈字源〉
1.盛んに起こること。
2.あざやかに現れること。また、そのさま。〈漢字ペディア〉"
G0530,3,浮靡,ふび,靡る,おご,"かるはずみではでやか。〈字源〉
軽々しく、派手なさま。〈漢辞海〉
はでで美しい。〈字通〉
軽はずみで派手なこと。〈新大字典〉"
G0531,3,狎玩,こうがん,狎る,あなど,"なれてあなどる。≒狎翫〈漢辞海〉
なれなれしくしてもてあそぶ。≒狎翫〈漢字源〉"
G0532,3,羸師,るいし,羸れる,つか,"つかれてよわった軍隊。〈漢字源〉
1.敵に、弱ったと見せかける。
2.弱った軍隊。〈漢辞海〉
つかれたる弱き兵。≒羸兵〈字源〉
つかれ弱った兵。〈字通〉"
G0533,3,眇軀,びょうく,眇さい,ちい,"小さいからだ。〈字通〉
小さなからだ。≒眇身〈漢辞海〉
小さなからだ。自分をへりくだっていうことば。≒眇身〈漢字源〉
短小なからだ。〈新大字典〉"
G0534,3,逆睹,"ぎゃくと
げきと",睹る,み,あらかじめ見通しをつけること。〈漢字ペディア〉
G0535,3,瞑色,めいしょく,瞑い,くら,"夕暮れのような、薄暗い色合い。≒暮色、冥色〈漢字ペディア〉
暮色。〈字通〉
暗い色。薄暮などにいう。〈新大字典〉"
G0536,3,稟請,"りんせい
ひんせい",稟す,もう,"申し上げて請求すること。≒申請〈漢字ペディア〉
上役や上部機関などに申し出て請求すること。申請。〈大辞泉〉"
G0537,3,穢薈,わいわい,穢れる,あ,"雑草が生い茂ること。〈新大字典〉
雑草で荒れ果てる。〈字通〉"
G0538,3,困窶,こんく,窶しい,まず,"貧乏に苦しむこと。〈新大字典〉
くるしみてまずし。〈字源〉"
G0539,3,竦慕,しょうぼ,竦む,つつし,"つつしみしたう。≒景慕、仰慕、欽慕〈字源〉
つつしみ慕う。うやまい慕う。〈漢辞海〉
つつしみ慕うこと。〈新大字典〉
景慕する。〈字通〉
敬い、つつしんで慕う。≒景慕、仰慕〈漢字源〉"
G0540,3,戦竦,せんしょう,竦れる,おそ,"ふるえおそれること。戦慄。≒戦悚〈日本国語大辞典〉
おののき恐れてすくむ。≒戦悚〈字源〉
ふるえおそれること。〈新大字典〉≒戦悚"
G0541,3,峻竦,しゅんしょう,竦える,そび,"そびえる。そそり立つ。〈漢辞海〉
聳える。〈字通〉
たかくそびゆ。〈字源〉
高くそびえること。〈新大字典〉"
G0542,3,竭沢,けったく,竭れる,か,"さわの水をほす。〈字源〉
涸沢。〈字通〉"
G0543,3,竭至,けっし,竭く,ことごと,ことごとく来る。〈字通〉
G0544,3,稀稠,きちゅう,稠い,おお,"まばらなことと、密集していること。疎密。〈漢辞海〉
まばらなことと、密集していること。≒希稠〈漢字源〉"
G0545,3,籠絆,ろうはん,絆ぐ,つな,"しばりて自由をさせぬ。≒羈絆〈字源〉
拘束される。〈漢辞海〉
しばりつけて、自由にさせない。〈漢字源〉"
G0546,3,緇塵,しじん,緇む,くろ,"ちりに汚れること。奔走して風塵に衣服がけがれること。転じて、世俗の塵埃によごれること。〈日本国語大辞典〉
黒いちり。世俗の汚れ。〈漢辞海〉
1.僧衣が俗世のちりにけがれる。
2.俗世間の見にくい事柄のたとえ。〈漢字源〉"
G0547,3,綰髪,わんぱつ,綰ぶ,むす,括り髪。〈字通〉
G0548,3,繞繚,じょうりょう,繞わる,まつ,"まつわりめぐる。〈漢辞海〉
まつわりつく。≒繚繞〈漢字源〉
めぐりまとふ。≒繚繞〈字源〉"
G0549,3,繞梁,じょうりょう,繞う,まと,"歌声が美しく余韻がいつまでも続くこと。歌姫韓娥（カンガ）の歌声の余韻が、三日間も梁（うつばり）のあたりにまつわりついて消えなかった故事から。〈漢辞海〉
歌声の微妙なるを称する故事。〈字源〉
1.音色が梁にまといつく。歌う声が美しく、余韻が絶えないこと。
2.琴の名。〈漢字源〉"
G0550,3,圜牆,えんしょう,圜い,まる,"牢獄。土を突き固めて牆を高くめぐらす形が、まるいということである。≒圜土（エンド）〈漢辞海〉
ひとや。まろく囲みたる牢獄。≒圜土〈字源〉
1.まるく囲ったへい。
2.牢屋。≒圜土〈漢字源〉
ひとや。〈字通〉"
G0551,3,翔集,しょうしゅう,翔ぶ,と,"1.鳥などが、樹上などにとび集まること。また、群れをなしてとぶこと。
2.かけ回って集めること。広く集めること。〈漢字ペディア〉"
G0552,3,翦夷,せんい,翦ぼす,ほろ,"滅ぼし平定する。全滅させる。≒剪夷〈漢字源〉
きり平らげること。〈新大字典〉
うち平らげる。〈字通〉"
G0553,3,繊翳,せんえい,翳り,"かげ
くも","空のわずかなかげり。世の中の心配事のたとえとしても用いる。〈漢字源〉
わずかのくもり。ちょっとしたかげ。〈日本国語大辞典〉
わずかな、くもりやかげ。〈漢辞海〉
すこしのくもり。〈字源〉"
G0554,3,翳目,えいもく,翳む,かす,目がかすむこと。かすみめ。〈新大字典〉
G0555,3,無聊,"ぶりょう
むりょう",聊しむ,たの,"1.することがなく、退屈なこと。つれづれ。
2.気になることがあって楽しめないこと。〈漢字ペディア〉"
G0556,3,朝聘,ちょうへい,聘う,と,"諸侯が自ら、または使者をつかわして天子に物を献上し、ご機嫌をうかがう。〈漢辞海〉
諸侯が天子の御機嫌をうかがう。〈字源〉
1.諸侯の朝覲と大夫の聘問。また、諸侯が朝見して、天子に物を献ずること。
2.朝廷から召されること。朝廷の召聘。〈日本国語大辞典〉"
G0557,3,辟聘,へきへい,聘す,め,"在野の賢人をめし出す。〈字源〉
在野から召し出す。≒辟請〈漢辞海〉
在野の賢人を召し出すこと。〈新大字典〉"
G0558,3,幣聘,へいへい,聘く,まね,"贈り物を贈って人を招く。〈漢字源〉
礼物を贈り、礼を尽くして招く。〈漢辞海〉
礼物を贈りて賢者を招く。〈字源〉"
G0559,3,聳身,しょうしん,聳つ,そばだ,"身をそばだつ。〈字源〉
身をそばだてる。体をのばしてきっとする。つまだつ。≒竦身〈漢字源〉
身をそばだてること。〈新大字典〉
身をそばだてる。〈字通〉"
G0560,3,聳徳,しょうとく,聳む,つつし,行いをつつしむこと。〈新大字典〉
G0561,3,聳善,しょうぜん,聳める,すす,"善をすすめる。よいことをするようにすすめる。勧善。〈漢字源〉
勧善。〈字通〉
善をすすめること。勧善。〈新大字典〉"
G0562,3,脩飭,しゅうちょく,脩める,おさ,"身を治め整える。≒脩勅〈漢辞海〉
身をおさめととのえる。≒脩勅〈漢字源〉
身を修め整えること。≒修飭〈新大字典〉"
G0563,3,掣肘,せいちゅう,掣く,ひ,そばから干渉して自由な活動を妨げること。〈漢字ペディア〉
G0564,3,藉綺,しゃき,藉く,し,"あやものを敷くこと。また、美しい敷物。〈新大字典〉
美しい敷物。〈字通〉"
G0565,3,躪藉,りんせき,藉む,ふ,ふみにじる。〈字通〉
G0566,3,憑藉,ひょうしゃ,藉る,よ,"よりどころ。たより。〈新大字典〉
頼む。たよりにする。依存する。≒憑恃、憑仗、憑頼〈漢辞海〉"
G0567,3,蠢笨,しゅんぽん,蠢か,おろ,愚かでつたない。〈字通〉
G0568,3,賈衒,こげん,衒る,う,"ものを売る。〈漢辞海〉
1.掛け値をつけて商売をすること。
2.店で商売をすることと、行商すること。〈漢字源〉
店売りと行商。〈新大字典〉"
G0569,3,詆欺,ていぎ,詆いる,し,"事実をいつわり、まげて言う。〈漢辞海〉
事実であるかのようにいって、人をあざむく。〈漢字源〉
いつわること。〈新大字典〉
いつわりしいる。〈字源〉"
G0570,3,醜詆,しゅうてい,詆める,はずかし,"人をわるくそしる。罵詈する。〈字源〉
悪口を言い、恥をかかせる。〈漢辞海〉
人に恥をかかせそしる。人の悪口をいう。〈漢字源〉"
G0571,3,博詢,はくじゅん,詢る,はか,"ひろく相談すること。〈新大字典〉
ひろく問いはかる。ひろく人の意見を聞く。≒博咨〈字源〉
ひろくたずねる。≒博咨〈字通〉"
G0572,3,誣構,"ふこう
ぶこう",誣く,あざむ,"罪を捏造する。罪名をでっちあげる。≒誣搆、誣遘〈漢辞海〉
無実のことで人を陥れる。≒誣陥〈字通〉"
G0573,3,諷諫,ふうかん,諷めかす,ほの,それとなく忠告すること。遠回しにいさめること。また、その忠告やいさめの言葉。〈漢字ペディア〉
G0574,3,謫戍,たくじゅ,謫す,なが,"流刑され辺境の守備につく。〈漢辞海〉
罪人を移して辺境を守備する。〈字通〉
罰せられて、国境などの辺地の守備要因にさせられること。また、その兵士。〈漢字源〉"
G0575,3,暁譬,ぎょうひ,譬す,さと,"さとす。〈字通〉
あきらかにさとす。〈字源〉
さとし導く。〈漢辞海〉"
G0576,3,饋貽,きい,貽る,おく,食物などを贈る。≒饋詒〈字通〉
G0577,3,貶黜,へんちゅつ,貶とす,お,"官位を下げてしりぞける。〈新漢和大字典〉
官位を下げて、しりぞけること。貶斥(ﾍﾝｾｷ)。へんちつ。〈大辞泉〉
官職を取りあげ、官界から追い出す。≒貶斥〈漢辞海〉"
G0578,3,貶議,へんぎ,貶める,おとし,"人のなすところを非として議論すること。〈新大字典〉
けなす。〈字通〉"
G0579,3,臧貶,ぞうへん,貶る,そし,"よいわるいを批判する。褒貶。〈漢辞海〉
褒貶する。〈字通〉"
G0580,3,貶逐,へんちく,貶ける,しりぞ,"しりぞけ追い払うこと。〈新大字典〉
貶斥する。〈字通〉
官位を下げて遠隔地へ追放すること。〈日本国語大辞典〉"
G0581,3,賤買,せんばい,賤い,やす,"安く買う。〈漢辞海〉
品物を安い値段で買う。〈漢字源〉
安く買うこと。〈新大字典〉
やすくかう。〈字源〉"
G0582,3,贏得,えいとく,贏ける,もう,利益を得ること。獲得すること。もうけ。〈漢字ペディア〉
G0583,3,贏糧,えいりょう,贏う,にな,"食料を荷(ﾆﾅ)う。〈字通〉
1.食料をになう。
2.あまった食糧。〈漢辞海〉
旅に出るための食料を余分に携える。〈漢字源〉"
G0584,3,貸贍,たいせん,贍う,すく,"ほどこしにぎわす。〈字源〉
金品をめぐみ、人民を救済する。〈漢辞海〉
にぎわす。〈字通〉"
G0585,3,差跌,さてつ,跌つ,あやま,つまずく。失敗する。〈字通〉
G0586,3,踞敖,きょごう,踞る,おご,"おごりたかぶるさま。≒踞傲〈漢辞海〉
おごりたかぶる。≒踞傲、倨敖〈漢字源〉
おごること。おごりたかぶること。〈新大字典〉"
G0587,3,蹙鞠,しゅくきく,蹙る,け,"まりをける。≒蹴鞠〈字源〉
蹴毬。〈字通〉"
G0588,3,困蹶,こんけつ,蹶く,つまず,"くるしみてつまずく。≒困躓〈字源〉
困難に迫られ、活路が開けないさま。≒困躓、困窮〈漢辞海〉
つかえて物事に行きづまる。≒困躓〈漢字源〉"
G0589,3,蹶起,"けっき
けいき",蹶つ,た,"≒決起〈漢字ペディア〉
≒決起〈漢字源〉
はねおきる。〈字源〉
はね起きる。飛び立つ。決起。〈新大字典〉
奮起する。〈字通〉"
G0590,3,躡敵,じょうてき,躡う,お,"てきのあとを追っかけて行く。〈字源〉
敵を追跡する。〈漢辞海〉
敵のあとをつけて行くこと。〈新大字典〉"
G0591,3,轢死,れきし,轢く,ひ,列車や自動車などにひかれて死ぬこと。〈漢字ペディア〉
G0592,3,輳轂,そうこく,輳まる,あつ,"車の輻（や）が轂（こしき）にあつまる。〈字源〉
車の輻（や）が轂（こしき）にあつまること。〈新大字典〉"
G0593,3,遏佚,あついつ,遏つ,た,"たちきる。さえぎる。〈漢辞海〉
なくする。〈字通〉"
G0594,3,遏絶,あつぜつ,遏る,さえぎ,"1.おしとどめて物事をさせないこと。≒遏止
2.たちきること。一族を絶滅させること。〈漢字ペディア〉
1.一族を残らず滅ぼす。族滅。
2.さえぎる。おしとどめる。遏止。〈漢辞海〉
1.たちきること。とどめ滅ぼすこと。
2.さえぎり止めること。排斥すること。〈日本国語大辞典〉"
G0595,3,荒遐,こうか,遐か,はる,"はるか遠く離れているさま。また、そのような土地。≒荒遠〈漢辞海〉
甚だしくとおし。≒荒遠〈字源〉
"
G0596,3,遽色,きょしょく,遽てる,あわ,"あわてた顔つき、また、あわてた顔つきをする。〈漢字源〉
あわてた表情。けわしい顔つき。〈漢辞海〉
あわてたる顔色。〈字源〉"
G0597,3,凌遽,りょうきょ,遽れる,おそ,"1.おののき恐れる。
2.速いさま。〈漢辞海〉
おどおどして恐れおののく。〈漢字源〉
おそれおののくさま。〈新大字典〉"
G0598,3,遽止,きょし,遽やか,すみ,"1.ぎょっとしてやめる。
2.急にやめる。〈漢字源〉
おそれやめること。うろたえること。すみやかにやめること。〈漢辞海〉"
G0599,3,邀勲,ようくん,邀める,もと,"功をたてようとすること。〈新大字典〉
功を求める。〈字通〉"
G0600,3,俚諺,りげん,俚しい,いや,"民間で広く言いならわされてきたことわざ。通俗なことわざ。〈漢字ペディア〉
民間で使われていることわざ。〈漢辞海〉"
G0601,3,鏤骨,"るこつ
ろうこつ",鏤む,きざ,"骨にきざみこむほど、非常に苦心したり努力したりすること。〈漢字ペディア〉
骨に刻み込む。感激して決して忘れないことのたとえ。〈漢辞海〉
骨に刻み付ける。決して忘れないことのたとえ。銘肌鏤骨。〈漢字源〉"
G0602,3,鏤膚,"ろうふ
るふ",鏤る,"え
かざ","いれずみ。肌膚を刺して、丹青を涅するをいう。≒文身〈字源〉
≒鏤身
1.皮膚に彫りものをする。
2.皮膚に施した彫りもの。いれずみ。〈漢辞海〉
≒鏤身
体にほりものをする。いれずみをする。〈漢字源〉"
G0603,3,鐫級,せんきゅう,鐫ける,しりぞ,"罪によって流される。〈字通〉
官位の等級を下げる。〈字源〉"
G0604,3,鑽味,さんみ,鑽つ,うが,"中まで入ってあじわる。研究して良く理解すること。〈漢字源〉
きわめ味わうこと。〈新大字典〉
義理をきはめあじわう。〈字源〉◇漢字ペディア大見出し"
G0605,3,闡繹,せんえき,闡らか,あき,"明らかにし、のべる。〈字通〉
明らかにし述べる。〈漢辞海〉
ひらき述べる。"
G0606,3,陟罰,ちょくばつ,陟む,すす,"官位をあげてほめることと、官位をおとして罰すること。≒賞罰〈漢字源〉
官位をあげて賞することと、官位をおとして罰すること。〈漢辞海〉
官位をのぼせると、おとし罰すると。〈字源〉"
G0607,3,霍奕,かくえき,霍い,はや,"速く走るさま。〈漢辞海〉
はやく馳するさま。〈字源〉
はやくかけるさま。〈漢字源〉
はやく馳せるさま。〈新大字典〉"
G0608,3,開霽,かいせい,霽れる,は,"雨後、空が晴れわたる。〈漢辞海〉
雨がやみてはれわたる。≒開晴〈字源〉
雨がやんで、すっかり晴れわたる。〈漢字源〉"
G0609,3,竟宴,きょうえん,竟わる,お,"1.神事や祭事の終了後に開く宴。
2.平安時代、宮中で書物の講義や和歌集の編纂などが終わったときに催された宴会。〈漢字ペディア〉"
G0610,3,竟天,きょうてん,竟る,わた,満天。〈字通〉
G0611,3,孝竟,こうきょう,竟める,きわ,"1.罪状を徹底的に調べる。
2.獄中で死ぬ。〈漢辞海〉
1.罪状を徹底的に調べる。
2.獄中で死ぬこと。〈漢字源〉"
G0612,3,魚餒,"ぎょだい
ぎょたい",餒る,くさ,"魚がくさる。≒魚爛〈字源〉
≒魚爛〈字通〉
魚がくさること。魚爛。〈新大字典〉"
G0613,3,饒舌,じょうぜつ,饒い,おお,口数が多いこと。おしゃべり。≒多弁、多言、⇔寡黙〈漢字ペディア〉
G0614,3,幽馥,ゆうふく,馥り,かお,"奥ゆかしい香り。≒幽香〈漢字源〉
奥ゆかしい香り。ほのかな香り。〈漢辞海〉
≒幽香〈字通〉"
G0615,3,駭浪,がいろう,駭れる,みだ,"わきたつ大なみ。〈字源〉
あらなみ。〈字通〉
わきたつ波。〈新大字典〉"
G0616,3,欺騙,ぎへん,騙す,だま,"あざむきだますこと。欺瞞(ｷﾞﾏﾝ)。〈大辞泉〉
真相を隠してだます。ぺてんにかける。〈漢辞海〉
あざむきかたる。〈字源〉"
G0617,3,驕嘶,きょうせい,驕ん,さか,"馬が勢いさかんにいななく。〈字源〉
馬がよくいななくこと。〈新大字典〉"
G0618,3,歩驟,ほしゅう,驟る,はし,"あゆむと、はしると。驟は疾走。〈字源〉
1.ふつうに歩くことと、小走りに歩くこと。
2.進み具合。物事の順序･次第。
3.歩み。足どり。〈漢辞海〉
1.歩くことと走ること。足どり。
2.物事の順序･次第。〈漢字源〉"
G0619,3,驟馳,しゅうち,驟い,はや,はやく走る。〈字通〉
G0620,3,蹄齧,ていげつ,齧む,か,"1.ひづめでけり、歯でかむ。
2.お互いに押しのけ合う。〈漢辞海〉
ひづめにてけると、くちにてかむと。〈字源〉
馬がひづめでけることと歯でかむこと。〈新大字典〉"
G0621,3,藻厲,そうれい,厲ぐ,と,"わが身を美しくみがき、行いをりっぱにする。〈漢辞海〉
美しくみがきたてる。行いなどをりっぱにすること。〈漢辞海〉
かざりてとぎみがく。〈字源〉
かざりたてる。〈字通〉"
G0622,3,夭厲,ようれい,厲む,や,"疾疫をいう。〈字源〉
疫病で夭死する。〈字通〉"
G0623,3,厲色,れいしょく,厲しい,はげ,"顔色をはげしくして怒る。血相をかえる。〈字源〉
怒りの表情。また、その表情をする。〈漢辞海〉
怒りで顔つきをきびしくする。きびしい顔つきをすること。〈漢字源〉
顔色をはげしくする。怒って顔色を変えること。〈新大字典〉"
G0624,3,屛面,へいめん,屛う,おお,"面をおおう具。団扇の類。≒便面〈字源〉
顔をかくす。〈字通〉
顔をおおうもの。団扇の類。〈新大字典〉"
G0625,3,拋車,ほうしゃ,拋げる,な,"石を発射する仕掛けのある車。昔、戦争のときに使われた。〈漢字源〉
古、軍中にて投石の用に供えし車。≒霹靂車〈字源〉
投石車。拋雷車。霹靂車。〈漢辞海〉"
G0626,3,兀立,こつりつ,兀い,たか,"1.とびぬけて高くそびえ立つさま。
2.姿勢正しく立つさま。〈漢字ペディア〉"
G0627,3,蠹害,とがい,蠹む,むしば,"≒蠹毒
1.虫が本や衣服などを食って害をなすこと。また、その害。
2.物事をむしばみそこなうこと。〈漢字ペディア〉"
G0628,3,国蠹,こくと,蠹なう,そこ,"国家の利益を害する悪人。〈漢辞海〉
国民でありながら国を害する者。国賊。〈漢字源〉
国を害する者。国賊。〈日本国語大辞典〉"
G0629,3,鷙勇,しゆう,鷙い,あら,"あらあらしく強い。鷙猛。〈新大字典〉
たけだけしい。勇猛である。≒鷙悍、鷙猛、鷙強〈漢字源〉
たけだけしく強い。勇猛なさま。≒鷙悍、鷙強、鷙猛〈漢辞海〉
猛勇。〈字通〉"
G0630,3,搏鷙,はくし,鷙つ,う,激しく攻撃する。≒搏摯〈漢辞海〉
G0631,3,闔国,こうこく,闔て,すべ,"全国。国全体。国じゅう。〈漢字ペディア〉
全国。〈字通〉
国内のこらず。≒全国、挙国〈字源〉"
G0632,3,闔戸,こうこ,闔じる,と,"とをとざす。≒閉戶〈字源〉
戸を閉ざす。〈字通〉"
G0633,3,面冪,"めんぺき
めんべき",冪う,おお,"紙、または帛（絹布）で死人の顔をおおうこと。また、そのもの。≒幎帽〈漢字源〉
紙や帛（絹の布）で死者の顔をおおう。また、そのおおうもの。幎帽。〈漢辞海〉"
G0634,3,膺命,ようめい,膺ける,う,"受命。〈字通〉
命令を受けること。〈新大字典〉"
G0635,3,膺懲,ようちょう,膺つ,う,外敵を征伐すること。討ちこらしめること。〈漢字ペディア〉
G0636,3,敲戛,こうかつ,戛つ,う,"たたきうつこと。〈新大字典〉
たたきうつ。〈字源〉"
G0637,3,旌閭,せいりょ,旌す,あらわ,"入り口に表彰する。官が村落の入り口や門に、扁額をつけたり、坊や碑を建てたりして、善行者･有徳者を表彰する。旌門。≒旌顕、旌表〈漢辞海〉
善行の人の名を里門にかきあらわす。〈字源〉
善行のあった人の名を里門に書いて表彰すること。〈漢辞海〉"
G0638,3,道旁,どうぼう,旁ら,かたわ,"道のかたわら。道端。≒道傍〈漢辞海〉
みちばた。道のほとり。≒道傍〈新大字典〉"
G0639,3,旁矚,ぼうしょく,旁し,あまね,"あまねくみる。〈字源〉
あまねくみること。〈新大字典〉
広く視る。〈字通〉"
G0640,3,旁晩,ぼうばん,旁る,よ,夕方。夜の近くによりそう時刻の意から。〈漢字源〉
G0641,3,攤書,たんしょ,攤く,ひら,"書物をひらく。〈字源〉
書物をひらくこと。〈新大字典〉
書物をひらいてならべる。〈字通〉"
G0642,3,蘊崇,"うんしゅう
うんすう",蘊む,つ,"つみあつめる。≒積聚〈字源〉
高く積み上げる。〈字通〉"
G0643,3,自艾,じがい,艾る,か,"1.みずから悪を去り、善を修めること。
2.後悔すること。〈新大字典〉
みずから悪を去りて善を修める。艾は刈り除く。〈字源〉"
G0644,3,艾康,がいこう,艾める,おさ,"世の中が平安なさま。≒艾安〈漢辞海〉
≒艾安
1.世の中をおさめ安んじる。
2.世の中がおさまって安らかなこと。〈漢字源〉
おさめやすんず。≒艾安〈字源〉"
G0645,3,徼循,きょうじゅん,徼る,めぐ,"見回って取り締まる。巡回する。〈漢字源〉
みまわること。めぐること。徼巡。〈新大字典〉
巡察する。≒徼巡〈漢辞海〉"
G0646,4,乍寒,さかん,乍ち,たちま,急に寒くなる。〈字通〉
G0647,4,遽亟,きょきょく,亟やか,すみ,すみやか。〈字通〉
G0648,4,麗嫺,れいかん,嫺やか,みやび,"美しく、上品なさま。〈漢辞海〉
うるわしくてしとやか。〈字源〉"
G0649,4,幷肩,へいけん,幷ぶ,なら,肩を並べること。他に匹敵する意。併肩。〈新大字典〉
G0650,4,僵尸,きょうし,僵れる,たお,"倒れた死体。〈漢字源〉
≒僵屍
1.倒れたままの硬直した死体。
2.ひろく、死体。〈漢辞海〉"
G0651,4,韞玉,うんぎょく,韞む,つつ,"玉を包み隠す。美しい質を中にひめるたとえ。〈漢字源〉
玉を包みいだく。すぐれた資質を中に持つことをいう。〈漢辞海〉"
G0652,4,蕩漾,とうよう,漾う,ただよ,"ただようさま。また、水がゆれうごくさま。〈漢字源〉
漂いゆらぐ。〈字通〉
ただよい動くこと。静かに揺れ動くこと。また、そのさま。〈日本国語大辞典〉"
G0653,4,漲天,ちょうてん,漲る,みなぎ,"天一面に広がる。〈漢字源〉
天空一面にあふれ広がる。〈漢辞海〉"
G0654,4,叨恩,とうおん,叨に,みだり,"過分の恩恵を受ける。恩恵を受けることをへりくだって言う言葉。〈漢辞海〉
みだりに恩を受ける。恩恵を受けることをへりくだっていう言葉。〈漢字源〉"
G0655,4,莅政,りせい,莅む,のぞ,"政治をとり行う。〈漢字源〉
政治を執り行う。〈漢辞海〉"
