ID,難易度,問題,読み,解答,別答,意味,出典
D1151,3,____大悟,かくねんたいご,廓然,,"➡廓然大悟（かくねんたいご）
心にわだかまりがなく、至高の境地で審理を悟ること。〈漢検四字熟語辞典〉
★「廓然」は、心にわだかまりなく広々と開けていること。
★「大悟」は、真理を悟る意。仏教の語。
類：恍然大悟（こうぜんたいご）／類：大悟徹底（たいごてってい）／類：翻然大悟（ほんぜんたいご）",＊『観無量寿経』
D1152,3,夏侯____,かこうしゅうかい,拾芥,,"➡夏侯拾芥（かこうしゅうかい）
学問を修めるのが大切なこと。〈漢検四字熟語辞典〉
★「拾芥」は、ごみを拾う意で、物事のたやすいこと、得ることの容易なことのたとえ。
★漢の夏侯勝(ｶｺｳｼｮｳ:大傅(ﾀｲﾌ:天子の補佐役)となった経学者)が、学問を修めれば、官職を得ることなど地面のごみを拾うように容易だ、と教えたことから。
「夏侯(ｶｺｳ)、芥(ｱｸﾀ)を拾う」",＊『漢書-夏侯勝伝』
D1153,3,志大____,しだいさいそ,才疎,,"➡志大才疎／志大才疏（しだいさいそ）
志は大きいが才能に欠けていること。抱く望みは大きいが才能や力量が伴わないこと。〈漢字ペディア〉
★「疎」は、疎(ﾏﾊﾞ)らなこと。
類：志大智小（しだいちしょう）／類：眼高手低（がんこうしゅてい）／類：才疎意広（さいそいこう）
「志(ｺｺﾛｻﾞｼ)大(ﾀﾞｲ)にして才疎」才疏",＊『後漢書-孔融伝』
D1154,3,____亀竜,"りんほうきりゅう
りんほうきりょう",麟鳳,,"➡麟鳳亀竜（りんほうきりゅう／りんほうきりょう）
太平の世にあらわれるというめでたい霊獣、霊鳥。麒麟(ｷﾘﾝ)･鳳凰(ﾎｳｵｳ)･亀(ｶﾒ)･竜。転じて珍しいもの、聖賢のたとえ。〈漢検四字熟語辞典〉
★麒麟、鳳凰、竜は想像上の動物。",＊『礼記-礼運』
D1155,3,____軽重,もんていけいちょう,問鼎,,"➡問鼎軽重（もんていけいちょう）
その人の権威･実力を疑うこと。君主の地位を狙う野心のあること。〈漢検四字熟語辞典〉
★「鼎」は、皇帝の宝物とされた三本脚と二つの耳をつけた銅器。
★天下を狙う楚の荘王が周に行き、周王室象徴の鼎の重さをたずねたが、これは鼎の譲渡(君主の譲位)を狙ったものであったという故事から。
「鼎(ｶﾅｴ)の軽重(ｹｲﾁｮｳ)を問う」",＊『春秋左氏伝-宣公三年』
D1156,3,一虚____,いっきょいちえい,一盈,,"➡一虚一盈（いっきょいちえい）
あるときは空になり、あるときは満ちること。常に変化して予測がしにくいことのたとえ。〈漢字ペディア〉
★「盈」は、満ちる意。
類：一虚一実（いっきょいちじつ）／類：一虚一満（いっきょいちまん）",＊『晋書-皇甫謐伝』
D1157,3,剛毅____,ごうきちょくりょう,直諒,,"➡剛毅直諒（ごうきちょくりょう）
意志が強く正直で誠実なこと。〈漢検四字熟語辞典〉
★「剛毅」は、気性が強いこと。
★「直諒」は、正しくてまごころがあること。
類：剛毅朴訥（ごうきぼくとつ）",＊『不明』
D1158,3,____盗鐘,えんじとうしょう,掩耳,,"➡掩耳盗鐘（えんじとうしょう）
浅はかな考えや智恵で自分を欺くたとえ。また、自分の良心を欺き悪事をはたらくたとえ。〈漢検四字熟語辞典〉
★「掩耳」は、耳をふさぐこと。
★鐘を盗むのに音がして人に知られることを恐れて自分の耳をふさいでも何もならないことをいう。
類：掩耳盗鈴（えんじとうりん）／類：掩耳偸鈴（えんじとうりん）／類：掩目捕雀（えんもくほじゃく）
「耳を掩(ｵｵ)いて鐘(ｶﾈ)を盗む」",＊『呂氏春秋-自知』
D1159,3,____佳境,ぜんにゅうかきょう,漸入,,"➡漸入佳境（ぜんにゅうかきょう）
話や状況などが次第に興味深い箇所にさしかかって行くこと。〈漢字ペディア〉
★中国東晋(ﾄｳｼﾝ)の顧愷之(ｺｶﾞｲｼ)は甘蔗(ｶﾝｼｮ:さとうきび)が好物であったが、食べるとき必ず先のまずい方から根元のおいしい方に向かってかじった。そのわけを人が尋ねたところ、「だんだん佳境に入るからだ」と答えたという故事から。
類：漸至佳境（ぜんしかきょう）
「漸(ﾖｳﾔ)く佳境(ｶｷｮｳ)に入(ｲ)る」",＊『晋書-顧愷之伝』
D1160,3,短褐____,たんかつせんけつ,穿結,,"➡短褐穿結（たんかつせんけつ）
貧しい人や卑しい人の衣服。貧者の粗末な身なりのようす。〈漢字ペディア〉
★「短褐」は、短い荒布の着物。
★「穿結」は、破れたのを縫い合わせること。また、その衣服。
類：短褐不完（たんかつふかん）",＊『陶潜-五柳先生伝』
D1161,3,兎死____,としくほう,狗烹,,"➡兎死狗烹／兔死狗烹（としくほう）
利用価値のある間は用いられるが、無用になると捨てられること。〈漢検四字熟語辞典〉
★兎が殺されると、猟犬は不必要になり煮て食べられてしまうことから。
類：狡兎走狗（こうとそうく）／類：得魚忘筌（とくぎょぼうせん）／類：鳥尽弓蔵（ちょうじんきゅうぞう）
「兎(ｳｻｷﾞ)死して狗(ｲﾇ)烹(ﾆ)らる」",＊『韓非子-内儲説･下』
D1162,3,____錦繡,りょうらきんしゅう,綾羅,,"➡綾羅錦繡／綾羅錦繍（りょうらきんしゅう）
目を見張るほど美しいもの。また、美しく着飾ること。〈漢検四字熟語辞典〉
★「綾」は、あやぎぬ。
★「羅」は、うすぎぬ。
★「錦」は、にしき。
★「繡」は、刺繍をした織物。
★いずれも高貴な人の衣服のこと。",＊『加賀乙彦-風と死者』
D1163,3,____春草,ちとうしゅんそう,池塘,,"➡池塘春草（ちとうしゅんそう）
学問の道を志した少年時代の大きく楽しい夢が、老いの身にとってはまことにはかないことのたとえ。〈漢字ペディア〉
★少年の頃、春の日に池の塘(ﾂﾂﾐ)の若草の上でまどろんだときの夢のこと。
「未だ覚めず池塘春草の夢(ﾕﾒ)」",＊『朱熹-偶成詩』
D1164,3,亡羊____,ぼうようほろう,補牢,,"➡亡羊補牢（ぼうようほろう）
過ちを悔いても取り返しがつかないたとえ。また、過ちを犯しても、すぐに手立てを講じれば、被害が少なくてすむたとえ。〈漢字ペディア〉
★羊に逃げられたあとで、その囲いを修繕する意。
類：牢補羊亡（ろうほようぼう）
「羊を亡(ｳｼﾅ)いて牢を補う」",＊『戦国策-楚策』
D1165,3,尋花____,じんかもんりゅう,問柳,,"➡尋花問柳（じんかもんりゅう）
春の風物や景色を楽しむこと。転じて、花柳界で遊ぶことのたとえ。〈漢字ペディア〉
★花を探したり、柳を問い求めたりして春の景色を楽しむということ。
類：問柳尋花（もんりゅうじんか）
「柳を問い花を尋(ﾀｽﾞ)ぬ」",＊『杜甫-詩･厳中丞枉駕見過』
D1166,3,性行____,せいこうしゅくきん,淑均,,"➡性行淑均（せいこうしゅくきん）
性格もよく行動も公正なこと。〈漢字ペディア〉
★「性行」は、性質と行動。
★「淑均」は、しとやかで公平なこと。",＊『諸葛亮-前出師表』
D1167,3,____孫雪,しゃけいそんせつ,車蛍,,"➡車蛍孫雪（しゃけいそんせつ）
苦学することのたとえ。〈漢字ペディア〉
★中国、晋代の車胤(ｼｬｲﾝ)は若いとき貧乏で、夏の夜には蛍を袋に入れてその光で読書した。また、孫康は冬の夜に雪に照り返された月明かりで読書したという故事から。類：蛍雪之功（けいせつのこう）／類：車胤聚蛍（しゃいんしゅうけい）／類：孫康映雪（そんこうえいせつ）／類：囊蛍映雪（のうけいえいせつ）",＊『晋書』
D1168,3,玄裳____,げんしょうこうい,縞衣,,"➡玄裳縞衣（げんしょうこうい）
鶴の別称。〈漢検四字熟語辞典〉
★「玄裳」は黒いもすそ(着物のすそ)。
★「縞衣」は、白いうわぎのこと。
★鶴の姿の形容。",＊『蘇軾-赤壁賦』
D1169,3,____露宿,ふうさんろしゅく,風餐,,"➡風餐露宿（ふうさんろしゅく）
野宿の苦しみのたとえ。〈漢字ペディア〉
★「風餐」は、風に吹かれながら食事をする意。
★吹きさらす風の中で食事し、露に濡れて寝る意。
類：風餐雨臥（ふうさんうが）",＊『陸游-壮士吟』
D1170,3,____傷人,あんせんしょうじん,暗箭,,"➡暗箭傷人（あんせんしょうじん）
闇討ちをしたり、ひそかに中傷したりする卑劣な行いのこと。〈漢検四字熟語辞典〉
★「暗箭」は、暗闇から弓の矢を射ること。
★「傷人」は、人を傷つけること。
「暗箭(ｱﾝｾﾝ)人(ﾋﾄ)を傷(ｷｽﾞ)つく」",＊『不明』
D1171,3,____規矩,こうじょうきく,鉤縄,鈎縄,"➡鉤縄規矩／鈎縄規矩（こうじょうきく）
物事の法則･規準･手本のこと。〈漢字ペディア〉
★「鉤」は、先の曲がったかぎで曲線を描く道具。
★「縄」は、墨縄で直線を描く道具。
★「規」は、コンパスで円を描く道具。
★「矩」は、さしがねで直角を測る道具。
類：規矩準縄（きくじゅんじょう）",＊『荘子-駢拇』
D1172,3,____辺地,"ぞくさんへんじ
そくさんへんじ",粟散,,"➡粟散辺地（ぞくさんへんじ／そくさんへんじ）
粟粒(ｱﾜﾂﾌﾞ)ほどの散らばったような世界の果ての小さな国。特に中国などから見て日本をいう語。
類：粟散辺州（ぞくさんへんしゅう）／類：粟散辺土（ぞくさんへんど）／類：辺地粟散（へんちぞくさん）",＊『太平記-一二』
D1173,3,____指示,はっしょうしじ,発縦,発蹤,"➡発縦指示／発蹤指示（はっしょうしじ）
戦闘において戦いを指揮すること。また、指揮官。〈漢検四字熟語辞典〉
★「発」と「縦」は、解き放つ意。
★項羽を滅ぼし天下を平定した高祖が、将兵を評価し蕭何(ｼｮｳｶ)を最大の功労者としたが、功臣たちは実際に戦闘に参加したのは自分たちで、蕭何は文墨(ﾌﾞﾝﾎﾞｸ)を持って議論しただけだと抗議した。それに対し高祖は、猟をする場合、獣を追い立てて殺すのは犬であり、犬に獣のいる場所を指示するのは人である。諸君の働きは犬に相当し、蕭何の功は人に相当すると言ったという故事から。",＊『史記-蕭相国世家』
D1174,3,____晏起,そうしんあんき,蚤寝,,"➡蚤寝晏起（そうしんあんき）
夜早く寝て、朝遅く起きる。赤子や幼児のさま。〈漢検四字熟語辞典〉
★「蚤」は、夙に、早くの意。
★「晏」は、遅くの意。
「蚤(ﾊﾔ)く寝(ｲ)ね晏(ｵｿ)く起(ｵ)く」",＊『礼記-内側』
D1175,3,____利貞,げんこうりてい,元亨,,"➡元亨利貞（げんこうりてい）
易で、天の持つ四つの徳。積極的な徳をふみ行い、正しい操を守っていれば万事はよく運ぶという。〈漢検四字熟語辞典〉
★「元」は、万物の始めで仁。
★「亨」は、万物の長で礼。
★「利」は、万物のよろしきを得させて義。
★「貞」は、万物の成就で知とする。
「元(ｵｵ)いに亨(ﾄｵ)る、貞(ﾀﾀﾞ)しきに利(ﾖ)ろし」",＊『易経-乾』
D1176,3,一碧____,いっぺきばんけい,万頃,,"➡一碧万頃（いっぺきばんけい）
青い海や湖などが限りなく広々と広がっているさま。〈漢検四字熟語辞典〉
★「碧」は、青、紺碧で、ここでは海や湖などを指す。
★「万頃」は、土地や水面のきわめて広いこと。頃は面積の単位。一頃は百畝(ﾋｬｯﾎﾟ)で周代では百八十二アール。",＊『范仲淹-岳陽楼記』
D1177,3,粉粧____,ふんしょうぎょくたく,玉琢,,"➡粉粧玉琢（ふんしょうぎょくたく）
女性の美しい顔の形容。化粧をして、玉を磨いたようであるという意。〈漢字ペディア〉
★「玉琢」は、玉を磨く意。",＊『紅楼夢-一回』
D1178,3,____煙浪,うんとうえんろう,雲濤,雲涛,"➡雲濤煙浪／雲濤烟浪／雲涛煙浪／雲涛烟浪（うんとうえんろう）
はるかかなたで雲に連なっている波のこと。〈漢検四字熟語辞典〉
★「濤」と「浪」は、大波のこと。
★「煙」は、かすみの意。
★水平線のかなたで雲と波が連なったように見える、海の雄大なさまをいう。
★",＊『白居易-新楽府･海漫漫』
D1179,3,大名____,たいめいていてい,鼎鼎,,"➡大名鼎鼎（たいめいていてい）
名声が世に響き渡っていること。〈漢検四字熟語辞典〉
★「大名」は、大きな名声、名誉。
★「鼎鼎」は、盛大なさま。
類：名声赫赫（めいせいかくかく）",＊『官場現形記-第二四回』
D1180,3,泣血____,きゅうけつれんじょ,漣如,,"➡泣血漣如（きゅうけつれんじょ）
非常に悲しみ涙がとめどもなく流れるさま。〈漢検四字熟語辞典〉
★「泣血」は、涙を流し尽して血の涙を出すほど泣く意。非常な悲しみをいう。
★「漣如」は、涙の流れるさま。
類：泣涕如雨（きゅうていじょう）",＊『易経-屯』
D1181,3,____骨灰,"らりこっぱい
らりこはい",乱離,羅利,"➡乱離骨灰／羅利骨灰（らりこっぱい／らりこはい）
めちゃくちゃになること。また、そのさま。さんざん。〈漢字ペディア〉
★「乱離」は、秩序が乱ればらばらになるさま。
★「骨灰」は、粉々になるさま、めちゃめちゃになるさま。
類：乱離拡散（らんりかくさん）",＊『浄瑠璃-夏祭浪花鑑･五』
D1182,3,馬牛____,ばぎゅうきんきょ,襟裾,,"➡馬牛襟裾（ばぎゅうきんきょ）
見識がなく無教養な者のこと。また、無礼な者のこと。〈漢検四字熟語辞典〉
★「襟裾」は、えりとすそ。転じて、衣服を着ること。
★馬や牛が人の衣服を着たようなものという意から。",＊『韓愈-符読書城南詩』
D1183,3,寒江____,かんこうどくちょう,独釣,,"➡寒江独釣（かんこうどくちょう）
冬の川で雪のなか一人で釣りをすること。また、その人の姿。〈漢字ペディア〉
★もと柳宗元の詩「江雪」の中でうたわれたもので、のち多くの画題となった。",＊『柳宗元-江雪･詩』
D1184,3,磨穿____,ませんてっけん,鉄硯,,"➡磨穿鉄硯（ませんてっけん）
強い意志をもってたゆまずに勉学に励むこと。〈漢字ペディア〉
★中国五代、晋の桑維翰(ｿｳｲｶﾝ)が、鉄の硯(ｽｽﾞﾘ)が磨(ｽ)り減って穴があくまで猛勉強を続け、科挙(官吏の登用試験)に合格した故事から。
類：鉄硯磨穿（てっけんません）／類：蛍窓雪案（けいそうせつあん）
「鉄硯を磨穿す」",＊『新五代史-桑維翰伝』
D1185,3,____飲羽,"しゃせきいんう
せきせきいんう",射石,,"➡射石飲羽（しゃせきいんう／せきせきいんう）
精神を集中し、必死の思いで事にぶつかれば、どんな困難でも克服できるたとえ。〈漢字ペディア〉
★「飲羽」は、矢の羽の部分まで深く突き刺さる意。
★中国楚の熊渠子(ﾕｳｷｮｼ)が、暗闇の中にうずくまっているものがいたのでこれを虎だと思って力の限り弓を引いて矢を射た。側に寄ってみるとそれは大きな石で、矢はその羽根あたりまで石に突き刺さっていたという故事から。
「石を射て羽を飲む」
類：一念通天（いちねんつうてん）／類：精神一到（せいしんいっとう）",＊『韓詩外伝･六』
D1186,3,魚網____,ぎょもうこうり,鴻離,,"➡魚網鴻離（ぎょもうこうり）
求めていたものとはちがうもの。また、意外なものが得られるたとえ。〈漢字ペディア〉
★「鴻」は、おおとり。雁の大きいもの。
★「離」は、網にかかること。
★魚を捕らえようと網を構えていたところに、大きな鳥がかかる意。",＊『詩経-邶風･新台』
D1187,3,____墨守,しゅこうぼくしゅ,輸攻,,"➡輸攻墨守（しゅこうぼくしゅ）
攻める方も守る方も知略を尽くすたとえ。〈漢検四字熟語辞典〉
★中国春秋時代、公輸般(ｺｳｼｭﾊﾝ)が楚のために宋を攻めようとしていると聞いた墨翟(ﾎﾞｸﾃｷ)は直ちに楚に行き、般と机上戦をしてよく守って攻めあぐねさせ、実際に責める意欲を失わせた故事から。",＊『墨子-公輸』
D1188,3,____輪輿,ししょうりんよ,梓匠,,"➡梓匠輪輿（ししょうりんよ）
大工と家具職人や車台･車輪を作る職人。〈漢検四字熟語辞典〉
★「梓匠」は、梓人(ｼｼﾞﾝ:建具工)と匠人(ｼｮｳｼﾞﾝ:大工など)。
★「輪輿」は、輪人(ﾘﾝｼﾞﾝ:車輪を作る職人)と輿人(ﾖｼﾞﾝ:車台を作る職人)。",＊『孟子-梁恵王･下』
D1189,3,寸指____,すんしそくえん,測淵,,"➡寸指測淵／寸指測渕（すんしそくえん）
愚かなこと。また、不可能なこと。学問が浅くては物事の深い道理は理解できないの意でも用いる。〈漢検四字熟語辞典〉
★「寸指」は、一寸の指。
★「測淵」は淵の深さを測る。",＊『孔叢子-答問』
D1190,3,河山____,かざんたいれい,帯礪,"帯砺
帯厲","➡河山帯礪／河山帯砺／河山帯厲（かざんたいれい）
永く変わらない固い誓約のこと。また、国が永遠に栄えることのたとえ。〈漢字ペディア〉
★「河」は、黄河。
★「山」は、泰山をいう。
★「礪／厲」は、砥石のこと。
★たとえあの広い黄河が帯のように細くなり、高い泰山がすりへって砥石のように平らになるようなことがあっても、永く変わらないという意。
類：帯厲之誓（たいれいのちかい）",＊『史記-高祖功臣侯者年表』
D1191,3,____自煎,こうかじせん,膏火,,"➡膏火自煎（こうかじせん）
才能や財産などがあるために、かえって災いにあうたとえ。〈漢字ペディア〉
★「膏」は、あぶら。
★「煎」は、炒る、焼く意。
★あぶらはなまじ灯火の用になるためにわが身を焼くことになるからいう。
類：山木自寇（さんぼくじこう）",＊『荘子-人間世』
D1192,3,桂殿____,けいでんらんきゅう,蘭宮,,"➡桂殿蘭宮（けいでんらんきゅう）
非常に美しい宮殿のたとえ。〈漢字ペディア〉
★「桂」と「蘭」は、香木の名。
★「殿」と「宮」は、建物のこと。
類：金殿玉楼（きんでんぎょくろう）",＊『王勃-滕王閣序』
D1193,3,千里____,せんりめいが,命駕,,"➡千里命駕（せんりめいが）
はるかな遠方からおいでになること。〈漢検四字熟語辞典〉
★「命駕」は、命じて馬車を用意させる、または馬車に乗ること。
★千里の彼方からの来駕の意。
「千里、駕(ｶﾞ)を命(ﾒｲ)ず」
類：千里之駕（せんりのが）",＊『晋書-嵆康伝』
D1194,3,____大公,かくぜんたいこう,廓然,,"➡廓然大公／廓然太公（かくぜんたいこう）
私意や偏りがなくからりとして、大いに公平であること。聖人の心を学ぶ者の心構えを述べた語。〈漢検四字熟語辞典〉
★「廓然」は、わだかまりなく心がからりと広いさま。
★「大公」は、大いに公平なこと。",＊『河南程氏文集-二･答横渠張子厚先生書(定性書)』
D1195,3,竜章____,"りゅうしょうほうし
りょうしょうほうし",鳳姿,,"➡竜章鳳姿（りゅうしょうほうし／りょうしょうほうし）
すぐれて気高く威厳に満ちた容姿の形容。また、竜のように勇壮で鳳(ｵｵﾄﾘ)のように気品に満ちた風姿。〈漢字ペディア〉
★「竜」と「鳳」は、想像上のめでたい動物。
★「章」は、あや模様。",＊『晋書-嵆康伝』
D1196,3,____菩提,とんしょうぼだい,頓証,,"➡頓証菩提（とんしょうぼだい）
仏語。速やかに悟りの境地に達すること。願文や表白文、回向文などで祈願の意を込めて語られることが多い。〈日本国語大辞典〉
★「頓証」は、ただちに悟りを開く。
★「菩提」は、修行を積んで開く悟り。
類：頓証仏果（とんしょうぶっか）",＊『真如観』
D1197,3,____書画,"きんきしょが
きんぎしょが",琴棋,琴棊,"➡琴棋書画／琴棊書画（きんきしょが／きんぎしょが）
教養のある人のたしなみのこと。〈漢検四字熟語辞典〉
★琴を弾き、碁を打ち、書を書き、絵を描くことで、風雅な人のたしなみとされた。また、画題として好まれる。
類：琴棋詩酒（きんきししゅ）",＊『何延之-蘭亭始末記』
D1198,3,____相承,"ししそうしょう
ししそうじょう",師資,,"➡師資相承（ししそうしょう／ししそうじょう）
師の教えを受け継ぐこと。また師から弟子へ学問･技術などを受け継いでいくこと。〈漢検四字熟語辞典〉
★「師資」は、師匠。また、先生と弟子。
★「相承」は、相手に引き継ぐこと。
「師資、相(ｱｲ)承(ｳ)く」",＊『浄瑠璃-娥歌かるた･二』
D1199,3,白首____,はくしゅきゅうけい,窮経,,"➡白首窮経（はくしゅきゅうけい）
老年になるまで学問研究に励むこと。〈漢検四字熟語辞典〉
★「白首」は、白髪頭。老人のこと。
★「窮経」は、経書を研究する意。",＊『蘇轍-范鎮可侍読太一宮使告詞』
D1200,3,乱雑____,らんざつむしょう,無章,,"➡乱雑無章（らんざつむしょう）
めちゃめちゃで筋道が立たないこと。〈漢検四字熟語辞典〉
★「無章」は、秩序がないこと、筋道が立たないこと。
類：支離滅裂（しりめつれつ）
「乱雑(ﾗﾝｻﾞﾂ)にして章(ｼｮｳ)無し」",＊『韓愈-送孟東野序』
D1201,3,麦穂____,ばくすいりょうき,両岐,,"➡麦穂両岐（ばくすいりょうき）
豊作の前触れのこと。また、善政のたとえ。〈漢検四字熟語辞典〉
★麦の穂が二股になって実るという意。
類：両岐麦秀（りょうきばくしゅう）",＊『後漢書-張堪伝』
D1202,3,開物____,かいぶつせいむ,成務,,"➡開物成務（かいぶつせいむ）
万物を開発し、事業を成就させること。また、人の知識を開いて成功に導くこと。〈漢字ペディア〉
★「物」は、物または人のこと。
★「務」は、専業の意。
★略して「開成」ともいう。
「物を開き務めを成す」",＊『易経-繋辞･上』
D1203,3,用行____,ようこうしゃぞう,舎蔵,,"➡用行舎蔵（ようこうしゃぞう）
出処進退の時機を弁えていること。〈漢字ペディア〉
★君主に認められれば世に出て仕事を行い、捨てられれば引退して静かに暮らすこと。孔子が処世の基本的立場を述べた語。
類：出処進退（しゅっしょしんたい）／類：用舎行蔵（ようしゃこうぞう）
「用いらるれば行い舎(ｽ)てらるれば蔵(ｶｸ)る」",＊『論語-述而』
D1204,3,外巧____,がいこうないしつ,内嫉,,"➡外巧内嫉（がいこうないしつ）
うわべはうまくとりつくろっているが、内心ではねたんでいること。〈漢字ペディア〉
★「外巧」は、外面の修飾が巧みなこと。
★「内嫉」は、心の中でねたむさまをいう。",＊『漢書-翟方進伝』
D1205,3,騒人____,"そうじんぼっかく
そうじんぼっきゃく",墨客,,"➡騒人墨客（そうじんぼっかく／そうじんぼっきゃく）
師を作ったり書や絵を描いたりする風流人。〈漢検四字熟語辞典〉
★「騒人」は、屈原の「離騒」の作風に学んだ文人一派から転じて、広く詩人をいう。
★「墨客」は、書画に優れた人の意。
類：文人墨客（ぶんじんぼっかく）／類：詞人墨卿（しじんぼっけい）／類：詩人墨客（しじんぼっかく）",＊『宣和画譜-宋迪』
D1206,3,見賢____,けんけんしせい,思斉,,"➡見賢思斉（けんけんしせい）
徳の高い賢人を見て、自分もそのようなりっぱな人と同じになりたいと思うこと。〈漢字ペディア〉
★「斉」は、等しいこと。
★羨み妬みの心を起こしてはならない意。
「賢を見ては斉(ﾋﾄ)しからんことを思う」",＊『論語-里仁』
D1207,3,煩言____,はんげんさいじ,砕辞,,"➡煩言砕辞（はんげんさいじ）
わずらわしいほどくどくて、細かい言葉。〈漢字ペディア〉
★「煩」は、わずらわしい、くどくどしい。
★「砕」は、くだく意から、こまごましてわずらわしいこと。",＊『漢書-劉歆伝』
D1208,3,蘭桂____,らんけいとうほう,騰芳,,"➡蘭桂騰芳（らんけいとうほう）
蘭や桂が香りたつ。子孫が繁栄することのたとえ。〈漢検四字熟語辞典〉
★「騰芳」は、匂い立つ、香り立つ意。
★蘭と桂の木。ともに香草･香木の類で、君子の美質また子孫のたとえ。
類：蘭薫桂馥（らんくんけいふく）",＊『幼学瓊林-巻二･袓孫父子類』
D1209,3,緑林____,りょくりんはくは,白波,,"➡緑林白波（りょくりんはくは）
泥棒や盗賊のこと。〈漢字ペディア〉
★中国、新代の王莽(ｵｳﾓｳ)のとき緑林山に無頼の徒が拠点して強盗を働き、後漢代に黄巾(ｺｳｷﾝ)の賊が白波谷に拠って乱を起こしたことからいう。
類：白波之賊（しらなみのぞく）／類：緑林好漢（りょくりんのこうかん）／類：梁上君子（りょうじょうのくんし）／類：草頭天子（そうとうてんし）",＊『不明』
D1210,3,____四寸,"こうじしすん
こうじよんすん",口耳,,"➡口耳四寸（こうじしすん／こうじよんすん）
人から聞いたことの内容を理解しないままに、人にしゃべること。受け売り。〈日本国語大辞典〉
★口と耳との間隔が四寸ほどに近い意。
類：口耳講説（こうじこうせつ）／類：道聴塗説（どうちょうとせつ）／類：口耳之学（こうじのがく）／類：口耳末学（こうじまつがく）",＊『荀子-勧学』
D1211,3,____窮理,きょけいきゅうり,居敬,,"➡居敬窮理（きょけいきゅうり）
心を専一にして振る舞いを慎み、物事の道理をきわめて、正確な知識を得ること。朱子学における修養の目標をいう。〈漢字ペディア〉
★「居敬」は、つつしみ深い態度で身を保つこと。
★「窮理」は、物事の道理をきわめて正しい知識を身につける意。",＊『朱子語類-九』
D1212,3,____金友,ぎょっこんきんゆう,玉昆,,"➡玉昆金友（ぎょっこんきんゆう）
才能や学問などにすぐれた兄弟。他人の兄弟を褒めていう語。〈漢字ペディア〉
★「昆」は、兄。
★「友」は、ここでは弟を指す。
★「玉」と「金」は、珠玉と黄金で、才能や学問の優れているたとえ。
類：金友玉昆（きんゆうぎょっこん）",＊『南史-王銓伝』
D1213,3,____投林,きゅうえんとうりん,窮猿,,"➡窮猿投林（きゅうえんとうりん）
困っているときは、あれこれとえり好みをしてなどいられないたとえ。〈漢字ペディア〉
★「窮猿」は、追い詰められて困っている猿のこと。
★「投林」は、林に飛び込む意。
★追い詰められて林に飛び込んだ猿は、どの枝によじ登ろうかななどとかまっている余裕などないという意から。",＊『晋書-李充伝』
D1214,3,報本____,ほうほんはんし,反始,,"➡報本反始（ほうほんはんし）
天地や祖先の恩に感謝し報いること。
★「報本」は、天地や祖先など存在の根本に報いる。
★「反始」は、発生の始めに思いをいたす意。
「本(ﾓﾄ)に報い始めに反(ｶｴ)る」",＊『礼記-郊特牲』
D1215,3,____求剣,こくしゅうきゅうけん,刻舟,,"➡刻舟求剣（こくしゅうきゅうけん）
時勢の推移を知らず、古い考えや習慣を固守する愚かさのたとえ。〈漢字ペディア〉
★春秋時代、楚の人が舟で川を渡ったとき水中に剣を落とし、後で探すときの目印に剣の落ちた船縁(ﾌﾅﾍﾞﾘ)に刻みの印をつけ、のちに水中に入って探したという故事から。
「舟に刻みて剣を求む」
類：守株待兎（しゅしゅたいと）／類：旧套墨守（きゅうとうぼくしゅ）",＊『呂氏春秋-察今』
D1216,3,____同帰,しゅとどうき,殊塗,殊途,"➡殊塗同帰／殊途同帰（しゅとどうき）
そこに至る道は異なるが、帰着するのは同じところであること。〈漢字ペディア〉
★「殊」は、異にする意。
★「塗」は、道。
類：殊塗同致（しゅとどうち）／類：異路同帰（いろどうき）／類：同帰殊塗（どうきしゅと）",＊『易経-繋辞･下』
D1217,3,____相依,ほしゃそうい,輔車,,"➡輔車相依（ほしゃそうい）
互いに助け合っている関係のたとえ。〈漢字ペディア〉
★「輔」は、頰骨の意。
★「車」は、下顎の骨の意。
類：唇歯輔車（しんしほしゃ）／類：脣歯輔車（しんしほしゃ）
「輔車相依(ｱｲﾖ)る」",＊『春秋左氏伝-僖公五年』
D1218,3,寡廉____,かれんせんち,鮮恥,,"➡寡廉鮮恥（かれんせんち）
心が清廉でなく、恥知らずなこと。〈漢字ペディア〉
★「寡」と「鮮」は、少ない意。
★「廉」は、心が清く正しいこと。
類：厚顔無恥（こうがんむち）",＊『史記-司馬相如伝』
D1219,3,以身____,いしんじゅんり,殉利,,"➡以身殉利（いしんじゅんり）
つまらない人間は自分の利と欲のためにのみ生きるということ。〈漢検四字熟語辞典〉
★一時のわずかな利のために一身を犠牲にしてしまう意。
「身を以て利に殉(ｼﾞｭﾝ)ず」",＊『荘子-騈拇』
D1220,3,____風霜,ほうけいふうそう,飽経,,"➡飽経風霜（ほうけいふうそう）
世の中の困難や苦労を十分経験し、したたかなこと。〈漢字ペディア〉
★「飽経」は、飽きるほど経験すること。
★「風霜」は、困難や苦難のたとえ。
類：海千山千（うみせんやません）
「風霜を飽経す」",＊『不明』
D1221,3,多言____,たげんすうきゅう,数窮,,"➡多言数窮（たげんすうきゅう）
言葉数が多ければ、その結果としてたびたび困窮するということ。言葉を慎むべきことの戒め。〈漢検四字熟語辞典〉
「多言なれば数(ｼﾊﾞｼﾊﾞ)窮(ｷｭｳ)す」",＊『老子-五章』
