ID,難易度,問題,語群,解答,別答,意味,出典
E0695,3,切れ切れで纏まりのない公報。,"[断薺]画粥・[断爛]朝報
[稗官]野史・瑣砕[細膩]",だんらん,,"断爛朝報（だんらんちょうほう）
★「断爛」は、破れてぼろぼろになること。
★「朝報」は、朝廷の報告書、記録の意。",＊『宋史-王安石伝』
E0696,3,危険を冒して大きな利益を得る。,"[得隴]望蜀・[鏃礪]括羽
[一擲]千金・[探驪]獲珠",たんり,,"探驪獲珠（たんりかくしゅ）
★「驪」は、驪竜のこと。黒色の竜。この竜の頷下には珠玉があるとされる。
類：探驪得珠（たんりとくしゅ）
類：驪竜之珠（りりょうのたま）
類：頷下之珠（がんかのたま）
「驪(ﾘ)を探(ｻｸﾞ)って珠(ｼｭ)を獲(ｳ)」",＊『荘子-列禦寇』
E0697,3,戦略、陣容ともに整っていること。,"中権[後勁]・[伏寇]在側
[越俎]代庖・大貉[小貉]",こうけい,,"中権後勁（ちゅうけんこうけい）
★「中権」は、中央の軍に将軍がいて計略を巡らすこと。権は、はかりごと。
★「後勁」は、後方にいる強い軍勢のこと。
「中(ﾅｶ)は権(ｹﾝ)して、後(ｱﾄ)は勁(ﾂﾖ)し」",＊『春秋左氏伝-宣公一二年』
E0698,3,高潔な節操をいう。,"危言[覈論]・浮花[浪蕊]
中権[後勁]・仲連[蹈海]",とうかい,,"仲連蹈海（ちゅうれんとうかい）
★「仲連」は、中国戦国時代の斉の人。清廉で拘束を好まない性質で仕官しなかった。
★「蹈海」は、海に身を投げて死ぬこと。
★魯仲連(ﾛﾁｭｳﾚﾝ)は趙(ﾁｮｳ)の国に行き秦(ｼﾝ)軍に囲まれたとき、秦は非道の国でそのような秦が帝となって天下を統一することがあれば、自分は潔く東海に身を投げて死んでしまおうと言った故事。",＊『蒙求-仲連蹈海』
E0699,3,正しい基準に則って人材を登用する。,"[井渫]不食・仲連[蹈海]
衆口[鑠金]・[黜陟]幽明",ちゅっちょく,,"黜陟幽明（ちゅっちょくゆうめい）
★「黜陟」は、退けることと官位を引き上げること。
★「幽明」は、暗愚と賢明の意。
★暗愚な者を退け、賢明な者を登用するということから。
類：適材適所（てきざいてきしょ）
類：量才取用（りょうさいしゅよう）
類：量才録用（りょうさいろくよう）
「幽明を黜陟(ﾁｭｯﾁｮｸ)す」",＊『書経-舜典』
E0700,3,ありふれた平凡な人のたとえ。,"[楚材]晋用・張王[李趙]
[槐門]棘路・蒼蠅[驥尾]",りちょう,,"張王李趙（ちょうおうりちょう）
★張、王、李、趙はいずれも中国の姓のうち最もありふれたものであることから。
類：張三李四（ちょうさんりし）",＊『曲洧旧聞･七』
E0701,3,忍耐強いが安楽を共にできない人相。,"長頸[烏喙]・[燕頷]虎頸
醜悪[奸邪]・[恫疑]虚喝",うかい,,"長頸烏喙（ちょうけいうかい）
★頸(ｸﾋﾞ)が長く、口の尖った人相のこと。
★范蠡(ﾊﾝﾚｲ)がともに呉王夫差(ｺﾞｵｳﾌｻ)を破った越王勾践(ｴﾂｵｳｺｳｾﾝ)を評して言った言葉。",＊『史記-越世家』
E0702,3,非常に貧しいこと。,"[朝齏]暮塩・朝耕[暮耘]
冒雨[剪韮]・[狐裘]蒙戎",ちょうせい,,"朝齏暮塩（ちょうせいぼえん）
★「齏」は、なます、あえもの、漬け物、粗食。
★朝に浅漬けの野菜を食べ、晩に塩を舐めるような生活のこと。
類：簞食瓢飲（たんしひょういん）
類：一汁一菜（いちじゅういっさい）
類：顔子一瓢（がんしいっぴょう）",＊『韓愈-送窮文』
E0703,3,豊年凶年に応じて売買する経済政策。,"売官[鬻爵]・多銭[善賈]
国歩[艱難]・[糶糴]斂散",ちょうてき,,"糶糴斂散（ちょうてきれんさん）
★「糶散」は、米を放出すること。
★「糴斂」は、米を買い集めること。
★中国春秋時代、管仲(ｶﾝﾁｭｳ)に始まったという経済政策。",＊『文献通考-市糴考』
E0704,3,無用の人物のたとえ。,"[大輅]椎輪・老驥[伏櫪]
毛骨[悚然]・[樗櫟]散木",ちょれき,,"樗櫟散木（ちょれきさんぼく）
★「樗櫟」は、樗(ｵｳﾁ)と櫟(ｸﾇｷﾞ)で役に立たない木。
★材木としては使えない樗と櫟の木の意。
★略して「樗散(ﾁｮｻﾝ)」ともいう。
類：樗櫟之才（ちょれきのざい）
類：樗櫟庸材（ちょれきようざい）",＊『荘子-逍遥遊』
E0705,3,俗事を避け物事の興趣を綽々と味わう態度。,"[樗櫟]散木・人生[羈旅]
[低徊]趣味・潑墨[淋漓]",ていかい,,"低徊趣味／低回趣味／彽徊趣味（ていかいしゅみ）
★「低徊」は、思いに耽り、行きつ戻りつするさま。
★世俗を離れて、余裕ある心で自然や芸術にひたる態度。
★自然主義への反発から夏目漱石が高浜虚子の「鶏頭」の序文で唱えたもの。",＊『高浜虚子-鶏頭･序』
E0706,3,水面が澄み切って青々としたさま。,"[屍山]血河・空谷[跫然]
水天[髣髴]・[渟膏]湛碧",ていこう,,"渟膏湛碧（ていこうたんぺき）
★「渟」は、水が止まって流れないさま。
★「湛碧」は、新緑色の水をたたえていること。
★水が膏(ｱﾌﾞﾗ)のように深く静かによどんで深緑色にたたえているさま。
「渟膏碧(ﾍｷ)を湛(ﾀﾀ)う」",＊『文徴明-玉女潭山居記』
E0707,3,謝罪降伏するときの儀礼。,"[喙長]三尺・[誠惶]誠恐
[恐惶]敬白・泥首[銜玉]",かんぎょく,,"泥首銜玉（でいしゅかんぎょく）
★頭を土につけ、口に玉を含むこと。",＊『後漢書-公孫述伝･論』
E0708,3,奢侈の甚だしい形容。,"[珠襦]玉匣・[賤斂]貴発
[鼎鐺]玉石・瑶林[瓊樹]",ていそう,ていとう,"鼎鐺玉石（ていそうぎょくせき）
★「鼎」は、三足または四足で主に祭器として用いられ権威や高い位の象徴とされた。
★「鐺」は、両耳三足の鼎(ｶﾅｴ)の一種で、主に酒を温めるのに用いた。
★宝物の鼎を日用の鍋のように使い、宝玉を石と同様にみなす意。
類：金塊珠礫（きんかいしゅれき）
「鼎(ﾃｲ)を鐺玉石」",＊『杜牧-阿房宮賦』
E0709,3,軍が敗れ潰えているさま。,"轍乱[旗靡]・[渾渾]沌沌
[車胤]聚蛍・兵馬[倥偬]",きび,,"轍乱旗靡（てつらんきび）
★「靡」は、しおれる、しなだれること。
★兵車の轍(ﾜﾀﾞﾁ)の跡が乱れ軍旗がしなだれる意。
類：喪旗乱轍（そうきらんてつ）
「轍(ﾜﾀﾞﾁ)乱れ旗靡(ﾅﾋﾞ)く」",＊『春秋左氏伝-荘公一〇伝』
E0710,3,この世。,"開天[闢地]・仰天[不愧]
天宇[地廬]・[梓匠]輪輿",ちろ,,"天宇地廬（てんうちろ）
★「天宇」は、天空。転じて、天下の意。
★「地廬」は、地の廬(ｲｵﾘ)。大地の意。",＊『左思-魏都賦』
E0711,3,天皇の側近くに伺候する。,"轍乱[旗靡]・天顔[咫尺]
[鸞翔]鳳集・天宇[地廬]",しせき,,"天顔咫尺（てんがんしせき）
★「天顔」は、天子の顔。
★「咫尺」は、間近な距離のこと。咫は八寸。
「天顔に咫尺す」",＊『劉禹錫-望賦』
E0712,3,子が両親に尽くすべき心掛け。,"[夏鑪]冬扇・冬温[夏凊]
[六菖]十菊・[聚散]十春",かせい,,"冬温夏凊（とうおんかせい）
★「凊」は、涼しい意。
★冬は温かく、夏は涼しくして、過ごしやすくしてあげる意から。
類：温凊定省（おんせいていせい）
類：扇枕温衾（せんちんおんきん）",＊『礼記-曲礼･上』
E0713,3,素晴らしい才華のたとえ。,"[断爛]朝報・麟角[鳳嘴]
禹行[舜趨]・[騰蛟]起鳳",とうこう,,"騰蛟起鳳（とうこうきほう）
★「騰蛟」は、天に踊り上がる蛟竜(ｺｳﾘｮｳ:竜の一種で洪水を起こすことができるという伝説上の動物)
★「起鳳」は、飛び立つ鳳凰のこと。",＊『王勃-滕王閣序』
E0714,3,災いを取り除くこと。,"亮遺[巾幗]・桃弧[棘矢]
百孔[千瘡]・[封豕]長蛇",きょくし,,"桃弧棘矢（とうこきょくし）
★「桃弧」は、桃の木で作った弓。
★「棘矢」は、棘(ｲﾊﾞﾗ)の木で作った矢。
★桃弧と棘矢は魔除けにしたことから。",＊『春秋左氏伝-昭公四年』
E0715,3,従来の習慣やきまりを守ること。,"亮遺[巾幗]・[蹈常]襲故
中権[後勁]・仲連[蹈海]",とうじょう,,"蹈常襲故（とうじょうしゅうこ）
★「蹈」は、従う、守る。
★「襲」は、受け継ぐ、継ぐ意。
★常道に従い古いしきたりを守る意から。
類：循常習故（じゅんじょうしゅうこ）
類：蹈常習故（とうじょうしゅうこ）
「常(ﾂﾈ)を蹈(ﾌ)んで故(ｺ)を襲(ｵｿ)う」",＊『蘇軾-伊尹論』
E0716,3,兄弟が互いに反目し、相争うこと。,"[顚委]勢峻・桃傷[李仆]
[騰蛟]起鳳・荊棘[銅駝]",りふ,,"桃傷李仆（とうしょうりふ）
★「仆」は、倒れる、倒れ死ぬ、ころす意。
★桃が傷つき、李(ｽﾓﾓ)が仆(ﾀｵ)れる意。",＊『海録砕事-人事･兄弟』
E0717,3,節操を守り、義に殉じること。,"[蹈節]死義・[彦倫]鶴怨
自己[韜晦]・泥首[銜玉]",とうせつ,,"蹈節死義（とうせつしぎ）
★「蹈節」は、節操を守ること。
★「死義」は、正義のために死ぬ意。
「節を蹈(ﾌ)んで義に死す」",＊『晋書-元帝紀』
E0718,3,苦労を分かち合う親密な友人。,"摩頂[放踵]・枕冷[衾寒]
[同袍]同沢・[八紘]一宇",どうほう,,"同袍同沢（どうほうどうたく）
★「袍」は、綿入れ。
★「沢」は、肌着。
★一枚の綿入れや、肌着を貸したりして助け合うこと。衣服を共にする意から。",＊『詩経-秦風･無衣』
E0719,3,すばやいことのたとえ。,"兎起[鳧挙]・筆力[扛鼎]
肥馬[軽裘]・[巫馬]戴星",ふきょ,,"兎起鳧挙（ときふきょ）
★「鳧挙」は、鳧(ｶﾓ)がぱっと飛び上がる意。
「兎(ｳｻｷﾞ)起(ﾀ)ち鳧(ｶﾓ)挙(ｱ)がる」",＊『呂氏春秋-論威』
E0720,3,悪しき物事の散らばっているさま。,"[蠹居]棊処・[騰蛟]起鳳
[螳臂]当車・[四衢]八街",ときょ,,"蠹居棊処／蠹居棋処（ときょきしょ）
★「蠹」は、きくいむし、衣服や書物を食べる虫。
★木の芯を食う蠹(ｷｸｲﾑｼ)が木におり、碁石が盤面に散らばるように悪人がいることのたとえ。",＊『韓愈-潮州刺史謝上表』
E0721,3,恩知らずのたとえ。,"得魚[忘筌]・[貪小]失大
[含飴]弄孫・桃傷[李仆]",ぼうせん,,"得魚忘筌（とくぎょぼうせん）
★「筌(ｳｴ)」は、水中に沈めて魚を取る竹製のかごのこと。簗(ﾔﾅ)。
★魚を捕ってしまうと、筌のことなど忘れてしまうという意から。
類：狡兎良狗（こうとりょうく）
類：鳥尽弓蔵（ちょうじんきゅうぞう）
類：得兎忘蹄（とくとぼうてい）
類：忘恩負義（ぼうおんふぎ）
「魚を得て筌(ｳｴ)を忘る」",＊『荘子-外物』
E0722,3,他と係わらず自己の所信で事に処する。,"独立[不羈]・独学[孤陋]
[鰥寡]孤独・[以杞]包瓜",ふき,,"独立不羈（どくりつふき）
★「独立」は、他人の束縛を受けないこと。
★「不羈」は、自由に振る舞うこと。
類：独立独歩（どくりつどっぽ）
類：独立独行（どくりつどっこう）",＊『福沢諭吉-西洋事情･初』
E0723,3,有名無実のたとえ。,"明察[秋毫]・虚融[澹泊]
[敲氷]求火・[菟糸]燕麦",とし,,"菟糸燕麦／兎糸燕麦（としえんばく）
★「菟糸」は、ねなしかずら。
★「燕麦」は、からす麦。
★菟糸は糸の字がついても織ることができず、燕麦は麦の字がついても食べることができない意。
類：兎葵燕麦（ときえんばく）",＊『太平御覧-九九四･燕麦』
E0724,3,人の傲り、怒りのさまのたとえ。,"[敲金]撃石・[咄咄]怪事
拳拳[服膺]・突怒[偃蹇]",えんけん,,"突怒偃蹇（とつどえんけん）
★「突怒」は、激しく怒るさま。
★「偃蹇」は、人のおごり高ぶるさま。
★岩石がごつごつと突き出た様子を人が怒った姿、またおごり高ぶるさまにたとえたもの。",＊『柳宗元-鈷鉧潭記』
E0725,3,平凡で取り柄がないという謙遜。,"[膏火]自煎・斗量[帚掃]
[円顱]方趾・無辺[無礙]",そうそう,,"斗量帚掃（とりょうそうそう）
★「斗量」は、ますで量る意。
★「帚掃」は、帚(ﾎｳｷ)で掃く意。
★ますで量り、帚で掃き捨てるほどの、大したことはない人間の意。また、それほどたくさんあること。",＊『日本外史-源氏正記』
E0726,3,降伏し臣僕となることを請願する。,"[肉袒]牽羊・轍乱[旗靡]
抱関[撃柝]・毛骨[悚然]",にくたん,,"肉袒牽羊（にくたんけんよう）
★「肉袒」は、肌脱ぎして上半身をあらわすこと。
★「牽羊」は、料理人として仕える意。
★肌脱ぎして謝罪し、羊を牽いて料理人として仕えようとする意から。
類：肉袒負荊（にくたんふけい）
「肉袒して羊を牽(ﾋ)く」",＊『春秋左氏伝-宣公一二年』
E0727,3,真心からの謝罪をするたとえ。,"悽愴[流涕]・慧可[断臂]
[驕兵]必敗・肉袒[負荊]",ふけい,,"肉袒負荊（にくたんふけい）
★「袒」は、肌脱ぐ意。
★「荊」は、いばらの鞭、罪人を打って罰する杖。
★肌脱ぎして、笞刑(ﾁｹｲ)に用いる荊(ｲﾊﾞﾗ)の杖を背負い、これで打ってくれと謝罪の意を示すことから。
類：廉頗負荊（れんぱふけい）
類：肉袒面縛（にくたんめんばく）
「肉袒(ﾆｸﾀﾝ)して荊(ｹｲ)を負(ｵ)う」",＊『史記-廉頗藺相如伝』
E0728,3,昼夜を徹して事を急ぐこと。,"[晨去]暮来・倍日[幷行]
肉袒[牽羊]・[訥言]敏行",へいこう,,"倍日幷行（ばいじつへいこう）
★「倍日」は、二日分のこと。
★「幷」は、合わせる意。
★二日分の行程を一日で行くこと。
類：倍道兼行（ばいどうけんこう）
類：昼夜兼行（ちゅうやけんこう）
類：連日連夜（れんじつれんや）
「日(ﾋ)を倍(ﾊﾞｲ)して行(ｺｳ)を幷(ｱﾜ)す」",＊『史記-孫子伝』
E0729,3,非道な醜行はそれ相応の報いがある。,"醜悪[奸邪]・[婬虐]暴戻
悖入[悖出]・[于公]高門",はいしゅつ,,"悖入悖出（はいにゅうはいしゅつ）
★「悖」は、背く、逆らう意。
「悖(ﾓﾄ)りて出(ｲ)づれば悖(ﾓﾄ)りて入(ｲ)る」",＊『大学』
E0730,3,文章が自在で非常に巧妙なこと。,"波詭[雲譎]・四六[駢儷]
深文[巧詆]・[彗氾]画塗",うんけつ,,"波詭雲譎（はきうんけつ）
★「詭」と「譎」は、あやしい、あざむく意。転じて、人の目を奪い驚かす意。
★波や雲のように自由自在に限りなく変化すること。",＊『揚雄-甘泉賦』
E0731,3,母親の老衰に気付いて嘆くこと。,"黄衣[廩食]・[伯兪]泣杖
[尨眉]皓髪・[鬼哭]啾啾",はくゆ,,"伯兪泣杖／伯瑜泣杖（はくゆきゅうじょう）
★「伯兪」は、人の名。
★「杖」は、むちのこと。
★中国漢の韓伯兪(ｶﾝﾊｸﾕ)は孝心が厚い人であったが、あるとき過ちをおかして母に鞭打たれた。ところが少しも痛くないので、老母の力を衰えを知って泣いたという故事から。
「伯兪(ﾊｸﾕ)、杖に泣く」",＊『説苑-建本』
E0732,3,不安が解消され先行きに希望が持てること。,"歓喜[抃舞]・倍日[幷行]
浮雲[翳日]・[撥雲]見日",はつうん,,"撥雲見日（はつうんけんじつ）
★「撥」は、はねのける意。
★立ちこめていた暗雲が払いのけられて光明が差し、前途に希望が持てるようになるさまをいう。
類：撥雲見天（はつうんけんてん）
類：開運見日（かいうんけんじつ）
「雲を撥(ﾋﾗ)き日を見る」",＊『晋書-楽広伝』
E0733,3,険しい陸路の旅を行く。,"[低徊]趣味・[撥雲]見日
[跋山]渉水・天歩[艱難]",ばつざん,,"跋山渉水（ばつざんしょうすい）
★「跋山」は、山を越えること。
★「渉水」は、川を渡ること。
「山を跋(ﾌ)み水を渉(ﾜﾀ)る」",＊『能改斎漫録』
E0734,3,戦乱を平らげ、治世に返す。,"以鼠[為璞]・[矯枉]過正
[槃根]錯節・[撥乱]反正",はつらん,,"撥乱反正（はつらんはんせい）
★「撥」は、治めること。
★「反」は、返す意。
「乱(ﾗﾝ)を撥(ｵｻ)めて正に反(ｶｴ)す」",＊『春秋公羊伝-哀公一四年』
E0735,3,無礼のかたちをいう。,"局天[蹐地]・[跛立]箕坐
[祗管]打坐・結跏[趺坐]",はりゅう,,"跛立箕坐（はりゅうきざ）
★「跛」は、かたよる、片足で立つ。
★「箕」は、箕(ﾐ)という笊(ｻﾞﾙ)の一種で、両足を投げ出したさまがそれに似ているのでいう。
★片足で立ったり、足を投げ出して座ったりする意。",＊『礼記-曲礼･上』
E0736,3,英明な人物に仕えて功名を立てる。,"為虎[傅翼]・[攀竜]附驥
烈士[徇名]・[阿諛]追従",はんりょう,はんりゅう,"攀竜附驥（はんりょうふき／はんりゅうふき）
★「攀」は、すがりつく。
★「驥」は、一日に千里を走るという名馬。
★竜に掴まり、驥につき従う意。
類：攀竜附鳳（はんりょうふほう）
「竜に攀(ﾖ)じ驥に附(ﾂ)く」",＊『三国志-呉書･呉主権伝-注』
E0737,3,権力者に追従して手柄を立てる。,"[攀轅]臥轍・[攀竜]附鳳
折花[攀柳]・攀轅[扣馬]",はんりょう,はんりゅう,"攀竜附鳳（はんりょうふほう／はんりゅうふほう）
★「攀」は、つかまる、すがりつく意。
★竜につかまり、鳳凰にしがみつく意。
類：攀竜附驥（はんりょうふき）
「竜に攀(ﾖ)じ鳳(ﾎｳ)に附(ﾂ)く」",＊『漢書-叙伝･下』
E0738,3,美人の艶めかしい色目や流し目。,"[姸姿]艶質・蛾眉[皓歯]
[眄視]指使・[媚眼]秋波",びがん,,"媚眼秋波（びがんしゅうは）
★「媚眼」は、なまめかしい目つき。
★「秋波」は、秋の澄んだ波の意から、美人の澄んだ目。転じて、色目、流し目の意。",＊『幼学瓊林-巻二･身体類』
E0739,3,操を曲げて人に媚び諂うさま。,"[兢兢]業業・[媚眼]秋波
[慇懃]尾籠・[卑躬]屈節",ひきゅう,,"卑躬屈節（ひきゅうくっせつ）
★「卑躬」は、腰を屈めて頭を垂れること。
★「屈節」は、自分の主義主張を曲げる意。
類：卑躬屈膝（ひきゅうくっしつ）
類：阿諛追従（あゆついしょう）
「躬(ﾐ)を卑(ｲﾔ)しくし節(ｾﾂ)を屈(ｸｯ)す」",＊『文明小史-第三〇回』
E0740,3,後から後から続いて絶えないさま。,"狗尾[続貂]・比肩[随踵]
[脣歯]輔車・摩頂[放踵]",ずいしょう,,"比肩随踵（ひけんずいしょう）
★「比肩」は、肩を並べる意から、人の多いこと。
★「随踵」は、踵(ｶｶﾄ)を接して続くこと。
類：摩肩接踵（まけんせっしょう）
類：揮汗成雨（きかんせいう）
類：比肩継踵（ひけんけいしょう）
類：比肩接踵（ひけんせっしょう）
「肩を比(ﾅﾗ)べ踵(ｶｶﾄ)に随(ｼﾀｶﾞ)う」",＊『韓非子-難勢』
E0741,3,当て所もなく辛苦する女性のたとえ。,"[飛絮]漂花・窃玉[偸香]
[顚沛]流浪・桃花[癸水]",ひじょ,,"飛絮漂花（ひじょひょうか）
★「飛絮」は、風に飛び交う柳の花。あてもなく漂うさまにたとえる。絮は、柳の花を綿(ﾜﾀ)にたとえたもの。
★「花」は、女性を象徴したもの。
類：飛絮流花（ひじょりゅうか）",＊『不明』
E0742,3,高貴で富裕なこと。,"簇酒[斂衣]・肥馬[軽裘]
狐裘[羔袖]・篳路[藍縷]",けいきゅう,,"肥馬軽裘（ひばけいきゅう）
★「肥馬」は、肥えた立派な馬のこと。
★「軽裘」は、軽くて高級な裘(ｶﾜｺﾞﾛﾓ)の意。
★略して「軽肥」ともいう。
「肥馬に乗り、軽裘を衣(ｷ)る」",＊『論語-雍也』
E0743,3,蛮習をいう。,"円頂[緇衣]・被髪[左袵]
夷蛮[戎狄]・被髪[纓冠]",さじん,,"被髪左袵／被髪左衽（ひはつさじん）
★「被髪」は、髪を結ばないで振り乱したさま。
★「左袵」は、着物を左前に着ること。普通と逆の着方。
類：被髪文身（ひはつぶんしん）
類：黒歯彫題（こくしちょうだい）",＊『論語-憲問』
E0744,3,短所や欠点が数多くあること。,"百孔[千瘡]・百様[玲瓏]
百骸[九竅]・一髪[千鈞]",せんそう,,"百孔千瘡／百孔千創（ひゃっこうせんそう）
★「百孔」は、百の穴。
★「千瘡」は、千の傷。
類：満身創痍（まんしんそうい）
類：千瘡百孔（せんそうひゃっこう）
類：千孔百瘡（せんこうひゃくそう）
類：満身創痍（まんしんそうい）",＊『韓愈-与孟簡尚書書』
E0745,3,清雅な文具。,"零絹[尺楮]・孫楚[漱石]
[氷甌]雪椀・[潑墨]淋漓",ひょうおう,,"氷甌雪椀（ひょうおうせつわん）
★「氷甌」は、氷の甌(ｶﾒ)。
★「雪椀」は、雪の椀の意。",＊『范成大-次韵甄云卿晚登浮丘亭』
E0746,3,趣味や道楽にのめり込むたとえ。,"[趨炎]附熱・夜雨[対牀]
[垂涎]三尺・病入[膏肓]",こうこう,,"病入膏肓（びょうにゅうこうこう）
★「膏」は、心臓の下の部分。
★「肓」は、横隔膜の上の部分。
★膏肓ともに治療しにくい場所とされる。
★中国春秋時代、晋(ｼﾝ)の景公が、自分を苦しめている病魔が二竪子(ﾆｼﾞｭｼ:二人の子供)になってあらわれ、名医も治療できない膏の下、肓の上に隠れた夢を見た。その後医者が到着して診察すると、病根が膏の下と肓の上に入ってしまっているから治療できないと言ったという故事から。
類：膏肓之疾（こうこうのしつ）
類：膏肓之病（こうこうのやまい）
「病(ﾔﾏｲ)、膏肓(ｺｳｺｳ)に入(ｲ)る」",＊『春秋左氏伝-成公一〇年』
E0747,3,謙虚で慎ましい人のたとえ。,"痩身[矮軀]・氷甌[雪椀]
粗衣[糲食]・[馮異]大樹",ふうい,,"馮異大樹（ふういたいじゅ）
★「馮異」は、後漢の将軍。
★馮異は謙譲の徳を持ち、諸将が手柄話をする時はいつも大樹の下に遠のいていたので、軍中では彼のことを大樹将軍とあだ名されたという。",＊『蒙求-馮異大樹』
E0748,3,兄弟相会する。,"[牽攣]乖隔・風雨[対牀]
風雨[淒淒]・左提[右挈]",たいしょう,,"風雨対牀（ふううたいしょう）
★「牀」は、床に同じ。
★兄弟が床を並べて夜の雨音を互いに心静かに聞く意から転じた。
★唐の韋王物(ｲｵｳﾌﾞﾂ)の詩に「風雪夜」「対牀眠」の語があり、北宋の蘇軾がその趣旨を変えず語句を変えて、別れて来た弟の蘇轍(ｿﾃﾂ)に送った詩の中に用いた。",＊『蘇軾』
E0749,3,苦労して勤しむこと。,"[対牀]風雪・[三釁]三浴
霧鬢[風鬟]・風鬟[雨鬢]",うびん,,"風鬟雨鬢（ふうかんうびん）
★「鬟」は、わげ、頭の上に束ね輪にした髪形。
★「鬢」は、びん、耳際の髪の毛。
★風にくしけずり雨に洗われる。髪の毛を風雨に晒す意。",＊『李朝威-柳毅伝』
E0750,3,性情鋭くして人と和合せず。,"風岸[孤峭]・燕頷[虎頸]
偸合[苟容]・蜂目[豺声]",こしょう,,"風岸孤峭（ふうがんこしょう）
★「風岸」は、性質が角立って人と融和しないこと。
★「孤峭」は、性質が険しく世間から孤立すること。
類：頑迷固陋（がんめいころう）
類：狷介孤高（けんかいここう）",＊『続通鑑綱目-二三』
E0751,3,見当違いの無理な望み。,"[旱天]慈雨・[在邇]求遠
[敲氷]求火・騎驢[覓驢]",こうひょう,,"敲氷求火（こうひょうきゅうか）
★氷を敲(ﾀﾀ)いて火をおこそうとする意。
類：縁木求魚（えんぼくきゅうぎょ）
類：煎水作氷（せんすいさくひょう）
「氷を敲(ﾀﾀ)いて火を求む」",＊『大光明蔵経』
E0752,3,悪人の政治で世が暗くなるたとえ。,"奉頭[鼠竄]・往事[渺茫]
浮雲[翳日]・[撥雲]見日",えいじつ,,"浮雲翳日（ふうんえいじつ）
★「翳」は、覆い隠す。
★浮雲が日光を遮るという意。
「浮雲(ﾌｳﾝ)日(ﾋ)を翳(ｵｵ)う」",＊『孔融-臨終･詩』
E0753,3,常に用心深くあるべきだという戒め。,"中権[後勁]・破戒[無慙]
[寤寐]思服・[伏寇]在側",ふくこう,,"伏寇在側（ふくこうざいそく）
★「伏寇」は、隠れている盗賊のこと。
★「在側」は、すぐ側にいるという意。
「牆(ｶｷ)に耳あり、伏寇側(ｶﾀﾜ)らに在(ｱ)り」
類：油断大敵（ゆだんたいてき）",＊『管子-君臣･下』
E0754,3,無用の長物のたとえ。,"群蟻[附羶]・[豕交]獣畜
附贅[懸疣]・[蜿蜒]長蛇",けんゆう,,"附贅懸疣／付贅懸疣／附贅県疣／付贅県疣／附贅懸肬／付贅懸肬／附贅県肬／付贅県肬（ふぜいけんゆう）
★「贅」と「疣」は、こぶ･いぼの意。
★ひっついているこぶや、引っかかっているいぼの意から。",＊『荘子-騈拇』
E0755,3,非常にけしからぬこと。,"[不埒]千万・附贅[懸疣]
浮雲[翳日]・剽疾[軽悍]",ふらち,,"不埒千万（ふらちせんばん）
★「不埒」は、けしからぬこと。不届きなこと。
★「千万」は、形容詞などの下につけて「この上なく、甚だしく」の意。",＊『東京朝日新聞-明治三七年･一二月三一日』
E0756,3,自分の実力を弁えずに行動する。,"蚊子[咬牛]・[老蚌]生珠
[鶏尸]牛従・[探驪]獲珠",こうぎゅう,,"蚊子咬牛（ぶんしこうぎゅう）
★「子」は、接尾語。

類：蟷螂之斧（とうろうのおの）
「蚊子(ﾌﾞﾝｼ)、牛(ｳｼ)を咬(ｶ)む」",＊『不明』
E0757,3,天下の太平であることを表す語。,"栄諧[伉儷]・天宇[地廬]
允文[允武]・[文恬]武嬉",ぶんてん,,"文恬武嬉／文恬武熙（ぶんてんぶき）
★「恬」は、安らかなこと。
★文官も武官も心安らかに世の平和を楽しむ意。",＊『韓愈-平淮西碑』
E0758,3,兵乱の形容。,"[兵戈]槍攘・荒瘠[斥鹵]
倒載[干戈]・[牛溲]馬勃",へいか,,"兵戈槍攘／兵戈搶攘（へいかそうじょう）
武器が乱れうごくこと。兵乱の形容。〈漢検四字熟語辞典〉
★「兵戈」は、ほこ、転じて武器の意。
★「槍攘」は、乱れるさま。",＊『金史-粘葛奴申伝』
E0759,3,男女が離れて二度と会い得ない。,"失魂[落魄]・瓶墜[簪折]
[飛絮]漂花・怨女[曠夫]",しんせつ,,"瓶墜簪折（へいついしんせつ）
★釣瓶の縄が切れてそれが井戸の底に沈み、玉の簪(ｶﾝｻﾞｼ)が中央から折れる、の意から転じた。",＊『白居易-井底引銀瓶･詩』
E0760,3,深く分析し、核心に達している。,"敲金[戛玉]・班女[辞輦]
[鞭辟]近裏・[邯鄲]学歩",べんぺき,,"鞭辟近裏（べんぺききんり）
★「鞭辟」は、馬車で道を行くのに御者が鞭を鳴らして人払いをすること。
★「近裏」は、内、内部。
★宋代の儒者の用語。
「鞭辟して裏(ｳﾁ)に近づく」",＊『近思録-論学』
E0761,3,知識や学問が深く精密なことの形容。,"[鞭辟]近裏・[鯉魚]尺素
亦歩[亦趨]・山木[自寇]",べんぺき,,"鞭辟近裏（べんぺききんり）
★「鞭辟」は、馬車で道を行くのに御者が鞭を鳴らして人払いをすること。
★「近裏」は、内、内部。
★宋代の儒者の用語。
「鞭辟して裏(ｳﾁ)に近づく」",＊『近思録-論学』
