ID,難易度,問題,解答,別答,意味,同音異義語用
I2171,5,【ビ】を逐うの狗は当に兎を顧みるべけんや,麋,,"👉びをおうのいぬはまさにうさぎをかえりみるべけんや。
大利を求める者は、小利を顧みないたとえ。〈中国古典名言事典〉
★大きな鹿を追っている犬が、今更小さい兎を顧みるものですかという意。
＊『漢書-外戚伝』",ビ
I2172,5,【チンソウ】蛙を産す,沈竈,沈竃,"👉ちんそうあをさんす。
ひどい洪水のたとえ。〈故事俗信ことわざ大辞典〉
★かまどが水中に没して、そこから蛙が生まれる意。
＊『国語-晋語九』",チンソウ
I2173,5,銭財積まざれば則ち【タンシャ】憂う,貪者,,"👉せんざいつまざればすなわちたんしゃうれう。
欲の強い人が、欲にふりまわされて自分自身を見失うこと。〈故事俗信ことわざ大辞典〉
★「貪者」は、欲ばり。
★強欲な者は財産が蓄えられないと不安である意。
＊『荘子-徐無鬼』",タンシャ
I2174,5,【カゾク】防ぎ難し,家賊,,"👉かぞくふせぎがたし。
家族の中に盗みをする者がいる場合は、防ぎようがない。転じて、心のうちにひそむ悪は改めることが難しい。〈故事俗信ことわざ大辞典〉
＊『天草版金句集』",カゾク
I2175,5,【コシン】の弥陀,己心,己身,"👉こしんのみだ。
自分の心の中にある阿弥陀如来。阿弥陀如来は極楽浄土にあるのではなくて、自分の心の中にあることをいう。唯心の浄土。〈故事俗信ことわざ大辞典〉
＊『謡曲･実盛』",コシン
I2176,5,【メイダ】千里の足,明駝,,"👉めいだせんりのあし。
足の速いこと。〈故事俗信ことわざ大辞典〉
★「明駝」は、足の速いラクダで、足を屈めて臥しても腹が地につかず、向こう側の明かりがもれるからとも、目の下に毛があって、夜も明るく見えるからともいう。
＊『酉陽雑俎-広動植･毛篇』",メイダ
I2177,5,【モンタイ】が無い,紋体,,"👉もんたいがない。
形が整わないし、道理にも合わない。正体がない。〈故事俗信ことわざ大辞典〉
★「紋体」は、整った形。正体。
＊『舞正語磨-中･道成寺』",モンタイ
I2178,5,人は花実【タイタイ】,対対,,"👉ひとはかじつたいたい。
人は道理と人情を兼ね備えているのがよい。〈故事俗信ことわざ大辞典〉
★「対対」は、対等であること。五分五分。
★人は花(外観)･実(内容)ともにすぐれていることが望ましい意。
＊『浄瑠璃･歌枕棣棠花合戦-四』",タイタイ
I2179,5,月に【イッケイ】を攘み以て来年を待つ,一鶏,,"👉つきにいっけいをぬすみもってらいねんをまつ。
悪事と知りながら、すぐにはやめず、何かと理由をつけて先に延ばそうとすることのたとえ。悪いと知ったなら、それを改めるに憚ることなく、すぐ実行すべきだという戒めにいう。〈故事俗信ことわざ大辞典〉
★隣家の鶏を毎日盗む者に、悪事をやめるように言ったところ、これからは月に一羽にして、来年になったらすっかりやめると答えたという故事による。
＊『孟子-滕文公･下』",イッケイ
I2180,5,燕石を裹み、【ゲンポ】を履み、魚目を帯びて漲海に遊ぶ,玄圃,,"👉えんせきをつつみ、げんぽをふみ、ぎょもくをおびてちょうかいにあそぶ。
自慢してかえって恥をかくことのたとえ。〈故事俗信ことわざ大辞典〉
★「玄圃」は、崑崙(ｺﾝﾛﾝ)山上にあるという仙人の居所。
★「漲海」は、南海のこと。すなわち宝石や真珠の本場。
★燕石や魚の目を宝と思いこんで、本物の宝石や珠玉が多い所へ持っていって自慢すること。
＊『太平御覧-地部十六･石上』",ゲンポ
I2181,5,燕石を裹み、玄圃を履み、魚目を帯びて【チョウカイ】に遊ぶ,漲海,,"👉えんせきをつつみ、げんぽをふみ、ぎょもくをおびてちょうかいにあそぶ。
自慢してかえって恥をかくことのたとえ。〈故事俗信ことわざ大辞典〉
★「玄圃」は、崑崙(ｺﾝﾛﾝ)山上にあるという仙人の居所。
★「漲海」は、南海のこと。すなわち宝石や真珠の本場。
★燕石や魚の目を宝と思いこんで、本物の宝石や珠玉が多い所へ持っていって自慢すること。
＊『太平御覧-地部十六･石上』",チョウカイ
I2182,5,一貧一富乃ち【コウタイ】を知る,交態,,"👉いっぴんいっぷすなわちこうたいをしる。
人は、人生の転変によって、世間の人々の交際のありさまを知る。一死一生乃ち交情を知る。〈故事俗信ことわざ大辞典〉
＊『諺語大辞典』",コウタイ
I2183,5,【エンガン】代わって飛ぶ,燕雁,燕鴈,"👉えんがんかわってとぶ。
人と人とが互いに会うこともなくすれちがうことのたとえ。〈故事俗信ことわざ大辞典〉
★ツバメと雁の飛来する季節が入れ代わりになる意。
＊『淮南子-地形訓』",エンガン
I2184,5,【エンダイ】の召し,燕台,,"👉えんだいのめし。
君王に手厚く遇せられること。〈故事俗信ことわざ大辞典〉
★中国、春秋戦国時代の燕の昭王が台を築いて賢者を遇したという故事による。
＊『李白-江上答崔宣城』",エンダイ
I2185,5,盲人【カツバ】に騎りて夜半に深池に臨む,瞎馬,,"👉もうじんかつばにのりてやはんにしんちにのぞむ。
きわめて危険なことのたとえ。〈故事俗信ことわざ大辞典〉
★「瞎馬」は、片目の馬。
★盲人が片目の馬に乗って夜中に深い池のそばを行く意。
＊『世説新語-排調』",カツバ
I2186,5,【ハンドク】が愚痴も文殊の知恵,槃特,,"👉はんどくがぐちももんじゅのちえ。
仏教の前には知者も愚者も同じで、愚者も修行すれば知者と同じく悟りを得られる。〈故事俗信ことわざ大辞典〉
＊『謡曲･卒都婆小町』",ハンドク
I2187,5,【キチク】の交わり,騎竹,,"👉きちくのまじわり。
幼いころからの交友。竹馬(ﾁｸﾊﾞ)の交わり。〈故事俗信ことわざ大辞典〉
類：竹馬の交わり
＊不明",キチク
I2188,5,【チクシュウ】の臣,畜聚,蓄聚,"👉ちくしゅうのしん。
倹約をして人を愛し、人の善言を受け入れ、民衆を集め養うりっぱな家臣。〈故事俗信ことわざ大辞典〉
＊『礼記-楽記』",チクシュウ
I2189,5,高材【シッソク】の者,疾足,,"👉こうざいしつそくのもの。
すぐれた働きのある人をいう。〈中国古典名言事典〉
★「高材」は、すぐれた才能のこと。
★「疾足」は、足が速い意。
★秦が政権を失ったことを鹿を失ったことにたとえ、その後、群雄の政権を争うことを逐鹿にたとえたから、優れた人才を疾足の者としたのである。
＊『史記-淮陰侯伝』",シッソク
I2190,5,【メンヨ】は忠にあらず,面誉,,"👉めんよはちゅうにあらず。
その人の面前でほめるような者は心に誠がない。〈故事俗信ことわざ大辞典〉
＊『大戴礼-文王官人』",メンヨ
I2191,5,介冑【ギシツ】を生ず,蟻蝨,蟻虱,"👉かいちゅうぎしつをしょうず。
戦乱が長く続くこと。介冑蟣蝨(ｷｼﾂ)を生ず。〈故事俗信ことわざ大辞典〉
★甲冑に虱がわく意。
＊『諺語大辞典』",ギシツ
I2192,5,【カイチュウ】蟻蝨を生ず,介冑,,"👉かいちゅうぎしつをしょうず。
戦乱が長く続くこと。介冑蟣蝨(ｷｼﾂ)を生ず。〈故事俗信ことわざ大辞典〉
★甲冑に虱がわく意。
＊『諺語大辞典』",カイチュウ
I2193,5,服の【チュウ】ならざるは身の災いなり,衷,,"👉ふくのちゅうならざるはみのわざわいなり。
服装がふつりあいなのは、身に災いを招くもとである。〈故事俗信ことわざ大辞典〉
★「衷」は、かなう、つりあうこと。
＊『春秋左伝-僖公二四年』",チュウ
I2194,5,百服の【ホンピ】,本非,,"👉ひゃっぷくのほんぴ。
いろいろと多くの茶を飲むこと。〈故事俗信ことわざ大辞典〉
★「本非」は、本の茶と非の茶。本の茶とは京都栂尾産の茶、非の茶とはその他の地方産の茶。
＊『太平記-三九･諸大名讒道朝事』",ホンピ
I2195,5,無服の【ショウ】,殤,,"👉むふくのしょう。
七歳以下で死ぬこと。〈故事俗信ことわざ大辞典〉
★「無服」は、喪に服さないこと。
★「殤」は、若死に。
★父母はそのために喪に服する必要がないとされたところからいう。
＊『儀礼-喪服』",ショウ
I2196,5,【スウシャ】時あり,趨舎,,"👉すうしゃときあり。
人の進退にはおのおの時期があるものだ。〈中国古典名言事典〉
★「趨舎」は、進むことと止まること。進退。去就。
＊『史記-伯夷伝』",スウシャ
I2197,5,【チンヨウ】の影再び改まる,椿葉,,"👉ちんようのかげふたたびあらたまる。
永く栄える。〈故事俗信ことわざ大辞典〉
★「椿葉」は、椿の葉。椿は『荘子-逍遙遊』によると、八千年をもって一春とし、八千年をもって一秋とするという伝説上の大木の名。
★椿(ﾁﾝ)の葉が再び改まるほど長い年月を経る意。
＊『荘子-逍遙遊』",チンヨウ
I2198,5,【チンチョウ】海に隠れて鯨を害す,鴆鳥,,"👉ちんちょううみにかくれてくじらをがいす。
弱小なものでも大敵を倒すことがあるというたとえ。〈故事俗信ことわざ大辞典〉
★「鴆鳥」は、肉･羽に猛毒を含むといわれる中国産の鳥。
★小さな鴆鳥も海へ入れば、その毒で大きな鯨をも害する意。
＊『浄瑠璃･大職冠-四』",チンチョウ
I2199,5,【キョウク】塊を追う,狂狗,,"👉きょうくつちくれをおう。
目先の事に目がくらんで、その根源を見きわめられないことのたとえ。犬塊を逐う。〈故事俗信ことわざ大辞典〉
★狂った犬は土のかたまりを投げた人にかみつかず、土くれにかみつく意。
＊『明暦刊本句双紙抄』",キョウク
I2200,5,【コッケツ】の風は長ずべからず,告訐,,"👉こっけつのふうはちょうずべからず。
悪事を摘発することは、政治を正す一方法ではあるが、その風潮を重用してはいけない。さもなければ必ず人情を損ない、より一層の弊害を生じる。哲宗のことば。〈中国古典名言事典〉
＊『宋名臣言行録-蘇頌』",コッケツ
I2201,5,一種【イッペイ】は亭主の課役,一瓶,,"👉いっしゅいっぺいはていしゅのかやく。
肴一品と酒一本の用意は、客をもてなす亭主として当然の義務である。〈故事俗信ことわざ大辞典〉
＊『譬喩尽-一』",イッペイ
I2202,5,【ニテイ】を踏む,二庭,,"👉にていをふむ。
女が再婚すること。〈故事俗信ことわざ大辞典〉
★二軒の家の庭を踏む意。
＊『読本･逢州執着譚-三』",ニテイ
I2203,5,【テイシュ】の学,程朱,,"👉ていしゅのがく。
中国宋代の儒学者、程顥(ﾃｲｺｳ)･程頤(ﾃｲｲ)･朱熹(ｼｭｷ)の唱えた学説。朱子学。〈故事俗信ことわざ大辞典〉
＊『元史-趙復伝』",テイシュ
I2204,5,【テイハク】の衣食に飽く,鄭白,,"👉ていはくのいしょくにあく。
衣食に事欠かず、満ち足りた生活を送ることのたとえ。〈故事俗信ことわざ大辞典〉
★中国、戦国時代の韓の鄭国と漢代の趙の白公の二人が作った渠の灌漑水利により、人々の生活が豊かになったという故事による。
＊『太平記-一二･安鎮国家法事』",テイハク
I2205,5,【テイ】翼を濡らさず,鵜,,"👉ていよくをぬらさず。
小人たちが功労もないのに、高い位を貪っていることのたとえ。〈故事俗信ことわざ大辞典〉
★鵜(ｳ)は水にもぐり苦労して魚をとるのが習性なのに、今は魚の集まる梁(ﾔﾅ)の上にいてその翼もぬらさずに魚を食っている意。
＊『詩経-曹風･候人』",テイ
I2206,5,百里樵を販がず千里【テキ】を販がず,糴,,"👉ひゃくりしょうをひさがずせんりてきをひさがず。
身近でどこにでもあるようなものは交易しないのが当然である。〈故事俗信ことわざ大辞典〉
★「樵」は、たき木。
★「糴」は、米穀。
★たき木は百里の遠方に運んでは売らないし、穀物も千里の遠方からは買い入れない意。
＊『史記-貨殖伝』",テキ
I2207,5,百里【ショウ】を販がず千里糴を販がず,樵,,"👉ひゃくりしょうをひさがずせんりてきをひさがず。
身近でどこにでもあるようなものは交易しないのが当然である。〈故事俗信ことわざ大辞典〉
★「樵」は、たき木。
★「糴」は、米穀。
★たき木は百里の遠方に運んでは売らないし、穀物も千里の遠方からは買い入れない意。
＊『史記-貨殖伝』",ショウ
I2208,5,過去【ジンテン】の如し,塵点,,"👉かこじんてんのごとし。
遠い昔をたとえていう。〈故事俗信ことわざ大辞典〉
★過去は遠く過ぎ去ってもう塵のように小さな点になってしまったという意。
＊『謡曲･春栄』",ジンテン
I2209,5,【ヨウシュウ】山を以て卑しと為して巣を其の上に増す,鷹鷲,,"👉ようしゅうやまをもってひくしとなしてすをそのうえにます。
険しい高山にすむ鷹や鷲はその山すら低いとして、巣をより高く築く。居所をえらび、危険から遠ざかろうとつとめることのたとえ。また一説には、そのような鷹や鷲も餌につられて捕らえられるところから、人間も利欲を慎まないと失敗するという戒めをこめる。〈故事俗信ことわざ大辞典〉
＊『説苑-説叢』",ヨウシュウ
I2210,5,渡口の【ユウセン】は風静まって出ず,郵船,,"👉とこうのゆうせんはかぜしずまっていず。
渡し場の定期船は風が落ち着くのを待って出帆する。転じて、安全を考えて慎重に事を運ぶことのたとえ。〈故事俗信ことわざ大辞典〉
★「郵船」は、古くは宿駅間の定期船をいった。
＊『和漢朗詠-下･行旅』",ユウセン
I2211,5,【ドゲイ】の石を抉るが如し,怒猊,,"👉どげいのいしをえぐるがごとし。
勢いがあって力強いさまのたとえ。〈故事俗信ことわざ大辞典〉
★「怒猊」は、怒った獅子。
＊『新唐書-徐浩伝』",ドゲイ
I2212,5,両虎相闘って【ドケン】其の弊を受く,駑犬,,"👉りょうこあいたたかってどけんそのへいをうく。
二頭の虎が戦って疲れたすきに乗じて、つまらない犬が労なくして利を得る。〈故事俗信ことわざ大辞典〉
★「駑犬」は、劣っている犬。
★「弊」は、疲れること。
＊『史記-春申君伝』",ドケン
I2213,5,湍水の【シンガク】に赴くが若し,深壑,,"👉たんすいのしんがくにおもむくがごとし。
民百姓が仁政のところに赴くことは、あたかも滝つ瀬の水が深い谷に赴くようなもので、防ぎとめようとしても防ぎとめることのできるものではない。〈中国古典名言事典〉
★「湍水」は、急流のさかまく水。
★「深壑」は、深い谷。
＊『宋名臣言行録-韓琦』",シンガク
I2214,5,【ドウコウ】を紹ぐ,堂構,,"👉どうこうをつぐ。
父の設計を受け継いで、子が家を建てること。転じて、父祖の家業、事業を継承すること。〈故事俗信ことわざ大辞典〉
★「堂構」は、建物の構え。
＊『陳琳-檄呉将校部曲文』",ドウコウ
I2215,5,【ドウミャク】食わす,銅脈,,"👉どうみゃくくわす。
にせ物をつかます。だます。〈故事俗信ことわざ大辞典〉
★「銅脈」は、にせ物、また粗悪なもの。
＊『洒落本･遊客年々考』",ドウミャク
I2216,5,錦に【トクセキ】を包む,特石,,"👉きんにとくせきをつつむ。
上べはきらびやかでりっぱだが、中身はいたってひどいことのたとえ。錦の袋に糖味噌を包む。錦の袋に糞を包む。〈故事俗信ことわざ大辞典〉
★「特石」は、雄牛の糞。
＊『明暦刊本句双紙抄』",トクセキ
I2217,5,【フウソウ】の徳,風草,,"👉ふうそうのとく。
君子の仁徳。〈故事俗信ことわざ大辞典〉
＊『論語-顔淵』",フウソウ
I2218,5,刀を売り【トク】を買う,犢,,"👉とうをうりとくをかう。
兵事をやめて農業につとめる。また、武士が帰農すること。剣を売り牛を買う。〈故事俗信ことわざ大辞典〉
★「犢」は、子牛。
＊『漢書-循吏伝･龔遂』",トク
I2219,5,【リンユ】の独覚,麟喩,,"👉りんゆのどっかく。
ひとりで出家し、ひとりで悟りをひらく修行者。〈故事俗信ことわざ大辞典〉
★「独覚」は、仏の力によらずひとりで悟りをひらき、利他の説法をしない者。
★角(ﾂﾉ)が一本の麒麟(ｷﾘﾝ)にたとえられる独覚の意。
＊『愚禿鈔-上』",リンユ
I2220,5,鳳凰【トン】に家鴨と変ず,頓,,"👉ほうおうとんにあひるとへんず。
すぐれた人物が急にくだらない人間になりさがることのたとえ。〈故事俗信ことわざ大辞典〉
★「頓に」は、急に。
★鳳凰が急にアヒルに変わる意。
＊『読本･綟手摺昔木偶-二･四』",トン
I2221,5,一杯の水を以て【シャシン】の火は救い難し,車薪,,"👉いっぱいのみずをもってしゃしんのひはすくいがたし。
小をもって大に当たることはできない。〈故事俗信ことわざ大辞典〉
★さかずき一杯の水では車一台分の薪の火は消すことができない意。
＊『孟子-告子･上』",シャシン
I2222,5,賢に任ずるに【ニ】する勿れ,弐,,"👉けんににんずるににするなかれ。
賢人を採用し政務につかせるからには、君主は一切をまかせて信頼し、疑ってはならない。〈故事俗信ことわざ大辞典〉
★「弐する」は、疑う。
＊『書経-大禹謨』",ニ
I2223,5,物の【セイキ】は、亦た自ら定数あり,成毀,,"👉もののせいきは、またおのずからじょうすうあり。
仕事の成功するか、失敗するかは、おのずから定まった運命であるから、事の成否をいちいち考えているのでは行動などできるものではない。〈中国古典名言事典〉
＊『宋名臣言行録-韓琦』",セイキ
I2224,5,【リョウシュウ】能く舞う,綾袖,,"👉りょうしゅうよくまう。
条件がよいと、事を成すのに有利であることのたとえ。長袖(ﾁｮｳｼｭｳ)よく舞い多銭よく商う。〈故事俗信ことわざ大辞典〉
★綾絹の舞衣で舞うと、同じ舞でもいっそう立派にひきたって見える意。
＊『譬喩尽-三』",リョウシュウ
I2225,5,【ヨウコウ】の波,陽侯,,"👉ようこうのなみ。
海神の起こす波。海の波をいう。〈故事俗信ことわざ大辞典〉
★「陽侯」は、中国陵陽国の君主。おぼれ死んで海神となり、大波を起こしては被害を与えたという。
＊『淮南子-覧冥訓』",ヨウコウ
I2226,5,【ソシュ】事を破る,鼠首,,"👉そしゅことをやぶる。
決断力がないために事を仕損じる。鼠が穴から首を出したりひっこめたりするように、事に臨んで疑い深く、行動が定まらないため、失敗を招くことをいう。〈故事俗信ことわざ大辞典〉
＊『故事成語考-上･身体』",ソシュ
I2227,5,【イットウ】の外、皆他人の家なり,一榻,,"👉いっとうのほか、みなたにんのいえなり。
自分の寝台のほかは、みな他人の家同様である。不安で眠れない。宋はなお多くの国に取り囲まれているからだ。〈中国古典名言事典〉
＊『十八史略-宋･太祖』",イットウ
I2228,5,【サクバイ】がつかぬ,策媒,策配,"👉さくばいがつかぬ。
都合がつかない。始末におえない。〈故事俗信ことわざ大辞典〉
★「策媒」は、始末、処理。
＊『山口県柳井町方言集』",サクバイ
I2229,5,【ショウカ】の官,燮和,,"👉しょうかのかん。
宰相の異称。〈日本国語大辞典〉
★「燮和」は、やわらげ治めること。陰陽などを調和させること。燮理。
＊不明",ショウカ
I2230,5,【イハク】修まらず,帷薄,,"👉いはくおさまらず。
男女の関係、風紀が乱れていること。帷幕(ｲﾊﾞｸ)修まらず。〈故事俗信ことわざ大辞典〉
★「帷薄」は、室内の仕切りとするたれぎぬ、すだれ。転じて、閨房。
＊『漢書-賈誼伝』",イハク
I2231,5,蟷螂が斧を怒らせて【リュウシャ】に向かう,隆車,,"👉とうろうがおのをいからせてりゅうしゃにむかう。
弱者が、自分の力をわきまえず、強者に刃向かう。無謀で、身のほどをわきまえない行ないをすることのたとえ。〈故事俗信ことわざ大辞典〉
★「隆車」は、高くて大きな車。
★カマキリが、前脚をふりあげて大きな車に立ち向かう意。
＊『陳琳-為袁紹檄予州』",リュウシャ
I2232,5,涙【キコツ】を絞る,肌骨,,"👉なみだきこつをしぼる。
くやしさや感動で涙があふれ出る。また、全身で感情を表わすことのたとえ。〈故事俗信ことわざ大辞典〉
★「肌骨」は、肌と骨、また、全身。
＊『浄瑠璃･信州川中島合戦-三』",キコツ
I2233,5,【メンバン】たる黄鳥丘隅に止まる,綿蛮,,"👉めんばんたるこうちょうきゅうぐうにとどまる。
人間でありながらとどまる所を知らなければ鳥にさえ劣る。人はとどまる所を知るべきというたとえ。〈故事俗信ことわざ大辞典〉
★「綿蛮」は、小鳥のさえずる声。
★「黄鳥」は、うぐいすの別称。
★美しい声で鳴く鶯は、最もそれにふさわしい丘の隅にとまっている意。
＊『詩経-小雅･緜蛮』",メンバン
I2234,5,竜蟠【ホウイツ】の士,鳳逸,,"👉りゅうばんほういつのし。
非凡な才能を持ちながらまだ世に用いられず、民間にいる者。〈故事俗信ことわざ大辞典〉
★「鳳逸」は、鳳(ｵｵﾄﾘ)が世に知られないでいること。
＊『李白-与韓荊州書』",ホウイツ
I2235,5,【ロウカイ】悲しむ,老槐,,"👉ろうかいかなしむ。
年を経た槐(ｴﾝｼﾞｭ)の木が老いを悲しむ。槐の古木には霊があるとしていう。〈故事俗信ことわざ大辞典〉
＊『叢書本謡曲･鼓滝』",ロウカイ
I2236,5,【フシツ】に伏す,斧質,,"👉ふしつにふす。
斬刑に処せられる。〈故事俗信ことわざ大辞典〉
★「質」は、人を斬る時の台。
＊『史記-廉頗藺相如伝』",フシツ
I2237,5,【ホウロウ】には松柏無し,部婁,,"👉ほうろうにはしょうはくなし。
偉大な人物は、自分にふさわしくないつまらない場所にはいないというたとえ。〈故事俗信ことわざ大辞典〉
★「部婁」は、小さな丘。
★小さな丘には松や柏(ｶｼﾜ)のような大木は育たない意。
＊『春秋左伝-襄公二四年』",ホウロウ
I2238,5,【リョウサン】舞うが如し,両驂,,"👉りょうさんまうがごとし。
馬車の統御の巧みさのたとえ。〈故事俗信ことわざ大辞典〉
★「驂」は、副馬(ｿｴｳﾏ)。四頭立ての外側の二頭をいう。
＊『詩経-鄭風･大叔于田』",リョウサン
I2239,5,【フッキュウ】の涙,副急,,"👉ふっきゅうのなみだ。
まにあわせの涙。そら涙。〈故事俗信ことわざ大辞典〉
★「副急」は、急場の間に合わせにすること。
＊『宋書-劉懐慎伝』",フッキュウ
I2240,5,孤児寡婦を欺き、【コビ】して以て天下を取るに効わず,狐媚,,"👉こじかふをあざむき、こびしてもっててんかをとるにならわず。
孤児や寡婦などの力のない人を欺いて、天下を取るようなことはやらない。草孟徳(ｿｳﾓｳﾄｸ)や司馬仲達(ｼﾊﾞﾁｭｳﾀﾂ)がやったような真似はしない。石勒(ｾｷﾛｸ)のことば。〈中国古典名言事典〉
★「狐媚」は、狐が媚態を呈して人を欺くこと。
＊『十八史略-東晋･成帝』",コビ
I2241,5,袖は【シンミョウ】の半仕事,針妙,,"👉そではしんみょうのはんしごと。
袖が縫えれば、針仕事は半分できたようなものである。和裁で袖を縫うことのむずかしさをいう。〈故事俗信ことわざ大辞典〉
★「針妙」は、宮中、寺院、一般の家庭などで裁縫を担当する女。裁縫専門の奉公人をいう。
＊『俚言集覧』",シンミョウ
I2242,5,諸悪【マクサ】諸善奉行,莫作,,"👉しょあくまくさしょぜんぶぎょう。
諸悪をなしてはいけない、善行を積まねばならぬという仏教の教え。七仏通誡の偈の初めの句。〈故事俗信ことわざ大辞典〉
★「莫作」は、作(ﾅ)す莫(ﾅ)かれ。
★「諸善」は、さまざまの善。
★「奉行」は、仏の教えを実践すること。
＊『出曜経-二五』",マクサ
I2243,5,【シンマク】に負えぬ,慎莫,身莫,"👉しんまくにおえぬ。
始末に困る。手のつけようがない。どうしようもない。〈故事俗信ことわざ大辞典〉
★「慎莫」は、身莫とも書き、物事の処置をきちんとすること。
＊『雑俳･柳多留-二一』",シンマク
I2244,5,【セイロ】の学,斉魯,,"👉せいろのがく。
孔孟の学。儒学。〈故事俗信ことわざ大辞典〉
★「斉魯」は、中国春秋時代の斉の国と魯の国。
＊『懐風藻-序』",セイロ
I2245,5,【ホウコウ】が笑み,包公,,"👉ほうこうがえみ。
非常にまれなことのたとえ。〈故事俗信ことわざ大辞典〉
★「包公」は、中国、宋代、剛毅清廉で知られた合肥の人、包拯(ﾎｳｼｮｳ)のこと。包拯は端厳で笑わなかったので、包拯の笑うのを黄河の流れが澄むことにたとえたという故事による。
★めったに人が見ることのできない笑いの意。
＊『宋史-包拯伝』",ホウコウ
I2246,5,【ヨウホウ】黄雀の病を扶く,楊宝,,"👉ようほうこうじゃくのやまいをたすく。
生前の功徳によって、子々孫々までその報いを受ける。〈故事俗信ことわざ大辞典〉
★後漢の楊宝が九歳のときに、フクロウにおそわれたスズメの子を助けてやったことにより、子孫が代々高位に昇る応報を受けたという故事から。
＊『蒙求-楊宝黄雀』",ヨウホウ
I2247,5,【ヨウシ】が功を先とす,雍歯,,"👉ようしがこうをさきとす。
最もきらう者を先にとりたてることで、人心掌握を計ること。〈故事俗信ことわざ大辞典〉
★漢の高祖は賢臣張良の進言によって、ふだん群臣中最も憎んでいた雍歯をまず諸侯に封じ、雍歯でさえ誅されず取り立てられたのだからということで恩賞にあずからず不満を抱いていた諸将を安心させたという故事による。
＊『史記-留侯世家』",ヨウシ
I2248,5,【ヨウシン】の四知,楊震,,"👉ようしんのしち。
秘密はもれやすく、誰も知らないと思っていても案外知っている者がある。天知る地知る我知る人知る。〈故事俗信ことわざ大辞典〉
★中国、後漢の楊震が役人をしていたとき、誰も知らないからといって彼に贈賄しようとした人に対して、天･地･自分･あなたの四者が知っていると言って断ったという故事から。
＊『後漢書-楊震伝』",ヨウシン
I2249,5,【ホウレイ】の浜には魚を以て犬に食らわしむ,彭蠡,,"👉ほうれいのひんにはうおをもっていぬにくらわしむ。
供給が多いと貴重な品も粗末にあつかわれることのたとえ。〈故事俗信ことわざ大辞典〉
★「彭蠡」は、中国江西省北部にある鄱陽湖(ﾊﾖｳｺ)の異称。
★彭蠡のほとりでは魚が多く捕れるので、犬にまで魚を食べさせる意。
＊『童観鈔』",ホウレイ
I2250,5,【ホウウ】の嗟き,鴇羽,,"👉ほううのなげき。
人民が戦争にかり出されて父母を養うことのできないなげき。〈故事俗信ことわざ大辞典〉
★「鴇羽」は、野雁(ﾔｶﾞﾝ)の羽。
★水辺にすむ野雁が所を得ないで山辺の枝に羽を休めて止まっているという詩による。
＊『詩経-唐風･鴇羽』",ホウウ
I2251,5,斥鴳（せきあん）が【ホウ】を笑う,鵬,,"👉せきあんがほうをわらう。
わずかな高さに飛ぶことで満足している小鳥が、大空高く飛ぶおおとりを笑う。低い理想に安んじている者には大きな望みをもつことが理解できないというたとえ。〈故事俗信ことわざ大辞典〉
★「斥鴳」は、小鳥。鶉(ｳｽﾞﾗ)に似るとされる。
★「鵬」は、想像上の巨大な鳥。
★鵬が高く舞い上がるのを見て、斥鴳があざ笑い、「あいつはどこへ行くのか」と言ったという寓話による。
＊『荘子-逍遙遊』",ホウ
I2252,5,【ボウリ】閑を偸む,忙裏,,"👉ぼうりかんをぬすむ。
忙しい中でもひまを見つけて楽しむ。忙中自ずから閑あり。〈故事俗信ことわざ大辞典〉
＊『黄庭堅-和答趙令同前韻詩』",ボウリ
I2253,5,【チョウサイボウ】にする,嘲斎坊,,"👉ちょうさいぼうにする。
なぶりものにする。ばかにする。〈故事俗信ことわざ大辞典〉
★「嘲斎坊」は、なぶりものにされる人。ばかにされる者。
＊『歌舞伎･桑名屋徳蔵入船物語-口明』",チョウサイボウ
I2254,5,【ランボウ】の取り残し,濫妨,乱妨,"👉らんぼうのとりのこし。
暴力で無法に奪いとられたあとの残り。掠奪されたあとでも、被害をまぬがれたものがいくらかは残っているものだ。〈故事俗信ことわざ大辞典〉
★「濫妨･乱妨」は、暴力を用いて無法に掠(ｶｽ)めとること。
＊『俳諧･世話尽-曳言之話』",ランボウ
I2255,5,【ボウ】を煮て珠の爛るるを知らず,蚌,,"👉ぼうをにてたまのただるるをしらず。
方法・手段をまちがえて、貴重なものをだめにすることのたとえ。〈故事俗信ことわざ大辞典〉
★「蚌」は、どぶ貝のことで、中に真珠を産することがある。
★どぶ貝を煮て真珠をだめにしてしまうことを知らない意。
＊『読本･旬殿実々記-一〇･一二下末』",ボウ
I2256,5,【ボウウン】の情,望雲,,"👉ぼううんのじょう。
遠く離れた父母を思う心。〈故事俗信ことわざ大辞典〉
★「望雲」は、遠く雲をのぞみ見ること。
★唐の狄仁傑(ﾃｷｼﾞﾝｹﾂ)が、父母と離れて遠く任地に赴いて、山に登ったとき、一片の雲の漂うのを見て、遠く離れた父母をなつかしみ、しばらくたたずんでいたというの故事による。
＊『旧唐書-狄仁傑伝』",ボウウン
I2257,5,【ボウヨウ】の嘆,望洋,,"👉ぼうようのたん。
深遠な思想や学問に対して、自分の力の及ばないのをなげくこと。〈故事俗信ことわざ大辞典〉
★あまりに広大で目当てがつかないというなげきの意。
＊『学問のすゝめ〈福沢諭吉〉五･明治七年一月一日の詞』",ボウヨウ
